reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2004,,2023,2.5,,2.1.1,,
,2.222222222,2024,97,95,6.1.1,2015,95.9
1990,,2023,100,,7.1.1,,
2027,1.163712548,2024,92.7,79.2,17.8.1,2015,91.46142836
,0.5160984848,2024,88.1,83.9,17.18.1,2016,90.2
1979,,2023,3,5.1,3.2.1,2015,4.3
1980,,2023,1.5,,3.2.2,,
2006,,2025,0.4,1,1.1.1,2015,0.72
,,2025,12.8711977,,4.1.2,,
,1.720355183,2022,16405.2,13321.8,8.1.1,2015,15055.76485
,,2023,1.3,,10.1.1,,
,0.9375,2023,76.2,74.7,43.0.0,2015,76.3
,,2023,95.4,,45.0.0,,
