reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2008,,2023,100,,7.1.1,,
2061,0.3657818789,2024,80.6,74,17.8.1,2015,88.78810751
,1.426019811,2024,57.8,32.7,17.18.1,2016,50.91655138
,,2022,4.2,,10.1.1,,
,-1.206170872,2025,6.5,3.9,1.1.1,2015,2.47
,0,2023,8.6,8.6,4.1.2,2015,9.295555556
,-0.3125,2023,77.8,78.3,43.0.0,2015,79.9
,1.75,2023,61.2,55.6,45.0.0,2015,58.8
,,2023,0.4372070724,,42.0.0,,
2197,0.4935315361,2024,89.6,88.2,6.1.1,2015,90.85241407
2956,0.2807172252,2024,47.7,47,6.1.1,2015,49.578763
2161,1.444444444,2024,89.6,88.2,6.1.1,2015,89.19
,-12.08236634,2022,0.676,1.935,47.0.0,2015,2.099652174
