reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
1990,,2023,100,,7.1.1,,
,,1990,0,,17.8.1,,
,0.875,2023,78.8,77.4,43.0.0,2015,79
,-0.6578606579,2024,95.3,96,6.1.1,2015,96.87636364
2026,8.632617383,2024,98.6,93,6.1.1,2015,94.11846154
2866,0.3121693122,2024,81.5,81.1,6.1.1,2015,82.36666667
,-3.93471152,2022,6.684,8.343,47.0.0,2015,8.78768254
