reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
1990,,2023,100,100,7.1.1,2015,
,,2025,79.248,,8.5.1,,
2027,0.899733863,2024,93.5,85.2,17.8.1,2015,94.09101696
,1.346790305,2022,87.9,79,17.18.1,2016,85.9379762
,,2025,12.67598534,,4.1.2,,
,0.5953282828,2023,82.1,81.6,43.0.0,2015,82.33352814
,,2023,95.1,,45.0.0,,
,1.111111111,2024,0.3,0.4,42.0.0,2015,0.31
2000,,2024,100,,61.1.0,,
2020,,2024,100,,61.2.0,,
,-1.947613597,2022,8.473,9.35,47.0.0,2015,9.809953846
