reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
,-6.308555713,2022,34,10.8,2.1.1,2015,9.169545911
,0.5553175628,2021,64,60,3.8.1,2015,66.8926375
,,2024,60.12699127,,4.1.2,,
,0.8641975309,2024,14.2,13.5,8.5.1,2015,14.31
,-0.288700182,2023,88.4,90,7.1.1,2015,94.13277165
,,2019,34.65,,17.8.1,,
,0.7788051085,2023,36.2,24.1,17.18.1,2017,39.73467562
,-2.267339699,2025,22.46,12.4,1.1.1,2015,9.162453938
,-1.287186451,2022,712.2,847.8,8.1.1,2015,972.7533283
,,2022,6.6,,10.1.1,,
