reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
,4.711451247,2022,3.6,5.7,2.1.1,2015,5.055555556
,0,2021,82,82,3.8.1,2015,84.62567181
2023,,2023,100.7071762,,4.1.2,,
,12.08209075,2024,72.8,64.4,8.5.1,2015,65.39
2017,2.142857143,2022,99.2,98.9,6.1.1,2015,99.04
1990,,2023,100,100,7.1.1,2015,
2031,0.9072766176,2024,89.8,77.6,17.8.1,2015,90.63895431
,0.921393326,2022,88.5,82.2,17.18.1,2016,88.92744053
1984,,2025,0.4,0.8,1.1.1,2015,0.5866666667
,1.234522769,2022,18952.2,16441.8,8.1.1,2015,18456.71987
2146,0.3125,2023,1.5,1.6,10.1.1,2015,1.285
