reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
1990,,2023,100,100,7.1.1,2015,
,7.168545001,2024,34.6,22.5,8.5.1,2015,23.98
2019,5.333221832,2020,97.9,69.6,17.8.1,2015,80.32602912
,2.995794723,2024,83.3,42.7,17.18.1,2016,59.30236163
,2.5,2023,12.4,12.2,4.1.2,2015,12.28
,0.6617647059,2023,78.7,77.8,43.0.0,2015,79.16
,4.354166667,2023,32.9,24.1,45.0.0,2015,25.7
,1.428571429,2022,0.4,0.5,42.0.0,2015,0.43
3331,0.05555555556,2024,92.7,92.6,61.1.0,2015,94.22945992
,0,2024,86.2,86.2,61.3.0,2015,87.28
,4.193747648,2022,13.016,11.02,47.0.0,2015,11.49577612
