reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
,-1.684509913,2022,20.4,15,2.1.1,2015,12.57339599
,-0.149087205,2021,64,65,3.8.1,2015,70.96150324
,-0.63990669,2023,73.5,78.4,4.1.2,2016,85.27636003
,-3.918128655,2024,41.4,48.1,8.5.1,2015,49.74105263
2237,1.03633631,2022,65.2,62.1,6.1.1,2015,65.09317125
2036,1.521580302,2023,95.6,90,7.1.1,2015,94.13277165
2047,0.9188943751,2023,58.3,27.1,17.8.1,2015,60.38851417
,0.5479895067,2023,65.8,58.2,17.18.1,2016,72.26807343
2060,1.341481741,2025,13.98,19.9,1.1.1,2015,15.36380868
,0.62192476,2022,2482.2,2271,8.1.1,2015,2620.073631
2477,0.2083333333,2024,6.2,6.5,10.1.1,2015,5.191845238
