reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
,-0.4359243697,2022,7.9,7.4,2.1.1,2015,6.428571429
,0.2101080063,2021,47,45,3.8.1,2015,54.20593862
2019,,2024,113.3826125,,4.1.2,,
,-0.6944444444,2024,55.7,56.7,8.5.1,2015,58.08125
2108,0.6660810139,2023,61.6,52.3,7.1.1,2015,65.98697123
2064,0.6320297195,2023,45.7,22.4,17.8.1,2015,57.01635288
,0.7409286727,2023,51.1,37.8,17.18.1,2016,54.8040224
,-0.6384031734,2025,23.7,20.4,1.1.1,2015,15.79214834
,-0.2867222702,2022,2740.2,2854.8,8.1.1,2015,3292.716413
,,2019,6.6,,10.1.1,,
