reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
1990,,2023,100,100,7.1.1,2015,
,3.606393606,2024,67.1,63,8.5.1,2015,64.24142857
2024,1.3626075,2024,95.8,85.1,17.8.1,2015,94.04696102
,1.265730347,2024,87.3,75,17.18.1,2016,85.23201667
2020,1.25,2023,0.5,0.6,10.1.1,2015,0.52
1950,,2025,0.1,,1.1.1,,
,,2025,12.84211254,,4.1.2,,
,1.216207404,2023,82.1,80.9,43.0.0,2015,81.93814519
,,2023,95.4,,45.0.0,,
,,2024,0.1546479138,,42.0.0,,
2000,,2024,100,,61.1.0,,
2000,,2024,99.5,99.7,61.2.0,2015,99.79
,-1.382580479,2022,7.127,7.708,47.0.0,2015,8.139721311
