reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2009,,2023,100,,7.1.1,,
2024,1.868954188,2024,95.6,76.6,17.8.1,2015,90.07187263
,1.120066045,2024,89.4,79.7,17.18.1,2016,88.53552448
,,2024,1.6,,10.1.1,,
2007,,2025,0.4,0.7,1.1.1,2015,0.465
,,2025,12.80350399,,4.1.2,,
,0.75,2023,81.2,80,43.0.0,2015,81.6
,4.5625,2023,91.3,86.5,45.0.0,2015,88.1
,,2024,0.1961258028,,42.0.0,,
2024,4.261904762,2024,99.1,97.4,6.1.1,2015,97.96857143
2046,1.62962963,2024,97.8,97,6.1.1,2015,97.51666667
2030,4.62962963,2024,98.5,97.5,6.1.1,2015,97.77
,1.792737929,2022,4.532,3.992,47.0.0,2015,4.287004065
