reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
,,2023,4.4,,2.1.1,,
1990,,2023,100,,7.1.1,,
2051,0.4754369867,2023,80,72,17.8.1,2015,86.6354425
,,2024,61.73916667,,17.18.1,,
1982,,2023,10,12.8,3.2.1,2015,9.825
1990,,2023,6.9,8.7,3.2.2,2015,6.7
1970,,2025,1.5,1.6,1.1.1,2015,1.139333333
,,2025,11.24269199,,4.1.2,,
,0.00253363981,2022,18959.4,18954,8.1.1,2015,21161.24307
,,2016,2.8,,10.1.1,,
,0.0625,2023,76.2,76.1,43.0.0,2015,77.7
,2.25,2023,90.3,87.6,45.0.0,2015,89.2
