reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2056,1.809895833,2023,57.3,31.8,7.1.1,2015,45.65514706
2060,0.6847669905,2024,51.8,25,17.8.1,2015,61.36631269
,0.5664160401,2024,58.2,49,17.18.1,2016,64.59097744
,,2017,11,,10.1.1,,
,-0.477027027,2025,44.73,41.2,1.1.1,2015,33.59
,-2.35515873,2023,8.2,9.8,4.1.2,2015,10.30857143
,1.4,2023,57.4,51.8,43.0.0,2015,55.8
,0.5,2023,82.2,81,45.0.0,2015,83.4
,0,2022,0.7,0.7,42.0.0,2015,0.63
2163,1.088545965,2024,33.6,23.5,6.1.1,2015,32.68814505
2098,2.805734509,2024,67,57.4,6.1.1,2015,61.15190476
2357,1.021466506,2024,60.9,53.1,6.1.1,2015,60.7531691
,1.342857143,2022,0.428,0.375,47.0.0,2015,0.4136
