reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2045,0.8541666667,2023,96.2,93.9,7.1.1,2015,96.5
2032,1.605387729,2024,82,40.9,17.8.1,2015,70.86644963
,1.608508852,2024,82,62.9,17.18.1,2016,75.69111111
,0.4444444444,2024,3.6,4,10.1.1,2015,3.1
2036,1.124362375,2025,5.03,8,1.1.1,2015,5.195
,,2025,12.5510006,,4.1.2,,
,1.25,2023,77.7,75.7,43.0.0,2015,77.3
,1.291666667,2023,81.3,77.9,45.0.0,2015,80.6
,,2024,0.2052578197,,42.0.0,,
2093,1.317399255,2024,87.8,82.8,6.1.1,2015,86.75911488
2315,0.8460914261,2024,52.4,49.9,6.1.1,2015,52.89009235
,-1.098473633,2024,56.2,63.8,6.1.1,2015,68.46499572
,1.381740064,2022,1.757,1.565,47.0.0,2015,1.701842105
