reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2052,2.009803922,2023,62,33.7,7.1.1,2015,47.75294118
2082,0.4641292149,2024,41.6,22.7,17.8.1,2015,59.75124185
,1.594280036,2024,66.8,41.3,17.18.1,2016,58.22576699
,,2019,11.2,,10.1.1,,
,-0.7365975565,2025,45.24,39.8,1.1.1,2015,32.245
,2.194940476,2023,10.4,9.2,4.1.2,2015,9.7975
,1.1875,2023,62.8,59,43.0.0,2015,62.2
,-2.966666667,2023,70,79.5,45.0.0,2015,81.9
,0,2022,0.4,0.4,42.0.0,2015,
,-0.590248261,2024,27.9,33.7,6.1.1,2015,44.72995141
2701,0.4131054131,2024,42.9,41.9,6.1.1,2015,44.27333333
2356,1.016432915,2024,62.4,55,6.1.1,2015,62.29647264
,0.4801587302,2022,0.671,0.641,47.0.0,2015,0.70375
