reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2070,1.56926459,2023,32.5,15.2,7.1.1,2015,25.42507493
2073,0.5998390536,2024,32.2,10,17.8.1,2015,47.99495612
,0.9488196777,2024,59.1,43.3,17.18.1,2016,59.8779409
,,2016,8.5,,10.1.1,,
,-0.08565392354,2025,32.9,32.3,1.1.1,2015,25.2
,-1.865079365,2023,9,10.1,4.1.2,2015,10.55
,0.9375,2023,62.2,59.2,43.0.0,2015,62.4
,-0.625,2023,82.6,84.1,45.0.0,2015,85.73333333
,-1.428571429,2022,0.5,0.4,42.0.0,2015,
2209,0.9159627409,2024,17.5,12.5,6.1.1,2015,18.02981382
2252,1.486661371,2024,61.4,49.9,6.1.1,2015,57.93173416
,2,2022,0.073,0.056,47.0.0,2015,0.063
