reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
,0.7628805226,2021,79,76,3.8.1,2015,79.83456638
2009,,2023,124.3066884,,4.1.2,,
2010,,2023,100,100,7.1.1,2015,
2052,0.5337762238,2023,76.4,66.2,17.8.1,2015,83.23667355
,,2023,42.16083333,,17.18.1,,
,0.3093055188,2022,21024.6,20328.6,8.1.1,2015,22628.73957
