reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
1990,,2023,100,,7.1.1,,
,-0.5460866294,2024,85.5,91.1,17.8.1,2015,96.5452381
,,2024,90.99291667,,17.18.1,,
,,2020,1.2,,10.1.1,,
1969,,2025,1,0.4,1.1.1,2015,0.3
,,2025,12.98856068,,4.1.2,,
,1,2023,84.7,83.9,43.0.0,2015,84.7
,0.46875,2023,79.4,78,45.0.0,2015,80.675
,,2024,0.187526116,,42.0.0,,
2036,0.8333333333,2024,98.7,98.4,6.1.1,2015,98.745
2019,1.666666667,2024,99.2,98.9,6.1.1,2015,99.08
,-0.6830852912,2022,7.697,7.991,47.0.0,2015,8.428951613
