reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2153,0.4013241522,2023,56.7,51.6,7.1.1,2015,64.7327475
,-1.26724764,2024,56.4,58.4,8.5.1,2015,59.89882353
2042,1.117369813,2024,64.9,25.7,17.8.1,2015,61.82832563
,0.3848336458,2024,55.7,49.9,17.18.1,2016,64.63228894
,,2015,7,,10.1.1,,
2214,0.2985606217,2025,22.3,24.2,1.1.1,2015,17.88
,,2025,12.59802723,,4.1.2,,
,2.775502934,2023,67.4,60,43.0.0,2015,63.12773956
,-0.1666666667,2023,83.4,83.8,45.0.0,2015,85.53333333
,-1.428571429,2022,0.5,0.4,42.0.0,2015,
2255,0.5338148819,2024,67.7,62.6,61.1.0,2015,71.63921707
,-0.1339499557,2024,60.7,61.6,61.3.0,2015,67.02838137
,-2.72389798,2022,1.359,1.711,47.0.0,2015,1.859428571
