reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
1990,,2023,100,100,7.1.1,2015,
,18.83597884,2024,77.2,71.3,8.5.1,2015,71.93
2021,1.478210166,2024,96.1,84.6,17.8.1,2015,93.82739072
,0.7193891564,2024,89,83.4,17.18.1,2016,90.2
,,2020,1.2,,10.1.1,,
1950,,2025,0.9,0.6,1.1.1,2015,0.41
,,2025,12.88273144,,4.1.2,,
,,2024,84.073,,43.0.0,,
,,2023,91.7,,45.0.0,,
,1.111111111,2024,0.4,0.5,42.0.0,2015,0.41
2012,,2024,99.9,99.8,61.1.0,2015,99.89
,0,2024,95.9,95.9,61.3.0,2015,96.32
,-0.1883116883,2022,9.813,9.9,47.0.0,2015,10.36569697
