reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2001,,2022,2.5,,2.1.1,,
,1.067595212,2021,84,81,3.8.1,2015,83.82966007
,,2023,97.42385864,,4.1.2,,
,9.410934744,2024,73.4,68.2,8.5.1,2015,68.94222222
2025,8.653061224,2022,98.3,95.2,6.1.1,2015,95.74
1990,,2023,100,100,7.1.1,2015,
2029,1.251793649,2024,90.8,73.1,17.8.1,2015,88.40151034
,,2023,94.22041667,,17.18.1,,
1953,,2025,0,,1.1.1,,
,1.919289151,2022,25276.8,20697,8.1.1,2015,23020.6439
2027,1.25,2023,0.6,0.8,10.1.1,2015,0.64
