reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
,0.112670068,2022,23.5,24,2.1.1,2015,19.92677025
,0.2315127466,2021,32,30,3.8.1,2015,39.07574044
,,2016,38.48046112,,4.1.2,,
,0.1111111111,2024,66.4,66.3,8.5.1,2015,67.19
,-0.3155706727,2022,6.1,6.7,6.1.1,2015,8.71182266
2172,0.5634527618,2023,17.6,12.7,7.1.1,2015,22.049991
,,2019,7.50916,,17.8.1,,
,,2023,47.26625,,17.18.1,,
2157,1.029127682,2025,67.69,73.9,1.1.1,2015,67.8735044
,,2024,390.0905663,,8.1.1,,
,,2021,18.2,,10.1.1,,
