reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
,-4.033849982,2022,13.4,7,2.1.1,2015,6.100659341
,-2.816684634,2021,49,70,3.8.1,2015,75.00892623
,,2024,93.92575928,,4.1.2,,
2018,7.05947278,2023,100,96.7,7.1.1,2015,98.13661512
2033,1.099028963,2023,83.8,65,17.8.1,2015,82.53391834
,,2023,42.3425,,17.18.1,,
,0.2729471283,2022,8590.8,8282.4,8.1.1,2015,9461.612023
