reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2010,,2023,2.5,,2.1.1,,
2009,,2023,100,,7.1.1,,
2026,2.236944355,2024,92,50.3,17.8.1,2015,76.12710307
,0.2920321637,2024,57.9,53.6,17.18.1,2016,68.08947368
2005,,2023,6.2,10.7,3.2.1,2015,8.25
2007,,2023,2.8,5.3,3.2.2,2015,4.4
2015,,2025,0,,1.1.1,,
,-0.625,2023,12,12.1,4.1.2,2015,12.18
,2.82048493,2022,11830.8,8175.6,8.1.1,2015,9341.680704
,1.714285714,2022,2.4,3.6,10.1.1,2015,2
,0.625,2023,78,77,43.0.0,2015,78.6
,-1.625,2023,58.3,63.5,45.0.0,2015,66.7
