reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
,1.625,2023,5.9,7.2,2.1.1,2015,6.4
,1.388888889,2024,91.1,88.6,6.1.1,2015,90.4
1990,,2023,100,,7.1.1,,
2020,1.919727063,2024,95.3,73.5,17.8.1,2015,88.6879001
,1.154629946,2024,59.2,41.2,17.18.1,2016,56.97332878
1995,,2023,10.4,11.2,3.2.1,2015,8.625
1994,,2023,4.7,5.1,3.2.2,2015,4.3
,-4.791666667,2023,11.1,12.1,4.1.2,2015,12.18
,-0.007358897944,2022,18792.6,18808.2,8.1.1,2015,21005.09196
,0.4375,2023,80,79.3,43.0.0,2015,80.9
,-0.1666666667,2023,37.1,37.5,45.0.0,2015,39.9
