reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
,1.676109605,2022,5.6,7,2.1.1,2015,6.100659341
,0.7223358579,2021,78,75,3.8.1,2015,79.03149627
,0.9775780562,2023,93.3,90.3,4.1.2,2017,93.35515798
,1.657407407,2024,58.5,56.2,8.5.1,2015,57.6125
2031,1.869270706,2023,97,91.6,7.1.1,2015,95.11127131
2050,0.685813752,2023,68.5,51.2,17.8.1,2015,74.49561965
,1.568812923,2023,72.3,50.3,17.18.1,2016,64.15281225
2026,1.233126041,2025,3.14,4.8,1.1.1,2015,3.404296703
,1.014808495,2022,15917.4,14082.6,8.1.1,2015,15889.42493
2106,0.6878306878,2024,2.4,2.8,10.1.1,2015,2.231428571
