arable,salinization,carbon,erosion,aridity,lon,lat
28,,0,1,100,31.645,39.431
22,,0,1,100,32.817,39.431
24,,,1,100,33.99,39.431
38,,,0,100,35.162,39.431
10,,0,1,100,36.334,39.431
5,,,7,100,37.506,39.431
6,,0,34,81,38.679,39.431
15,0,0,57,49,39.851,39.431
5,0,1,64,10,41.023,39.431
9,0,1,32,36,42.195,39.431
11,0,2,16,82,43.368,39.431
15,0,3,12,99,44.54,39.431
8,,1,50,81,45.712,39.431
36,,,30,98,46.884,39.431
70,1,0,21,100,48.057,39.431
9,2,0,1,82,49.229,39.431
14,0,1,1,100,63.296,39.431
10,,3,3,100,64.468,39.431
9,,1,1,100,65.64,39.431
34,,4,6,100,66.812,39.431
4,1,1,20,93,67.985,39.431
1,,2,30,65,69.157,39.431
1,2,4,73,34,70.329,39.431
27,,1,1,100,76.19,39.431
7,,1,1,100,77.363,39.431
5,,1,1,100,78.535,39.431
3,9,1,1,100,98.463,39.431
2,5,0,0,100,99.635,39.431
2,,0,0,100,100.807,39.431
3,,2,51,81,113.702,39.431
13,1,2,80,97,114.874,39.431
57,1,21,28,100,116.047,39.431
50,5,20,21,100,117.219,39.431
37,8,27,37,97,118.391,39.431
6,27,24,25,96,119.563,39.431
43,6,9,57,,121.908,39.431
11,1,4,51,,123.08,39.431
7,1,2,69,,124.252,39.431
36,1,2,71,,125.425,39.431
19,3,4,83,,126.597,39.431
4,3,4,79,,127.769,39.431
12,4,12,38,,140.664,39.431
5,3,10,53,,141.836,39.431
1,1,1,51,,-123.595,38.54
19,0,4,14,85,-122.429,38.54
39,,3,5,100,-121.263,38.54
3,,,55,36,-120.097,38.54
4,,2,10,96,-118.931,38.54
2,,,18,100,-116.599,38.54
2,,,27,100,-114.268,38.54
2,,1,16,100,-113.102,38.54
7,,0,13,99,-111.936,38.54
2,,0,9,98,-109.604,38.54
12,0,0,18,96,-108.438,38.54
9,1,2,31,96,-107.272,38.54
4,,,24,93,-106.106,38.54
3,,1,13,89,-104.94,38.54
2,,1,1,100,-103.774,38.54
13,,1,1,100,-102.608,38.54
42,,0,0,100,-101.442,38.54
31,,0,1,100,-100.276,38.54
64,0,0,2,100,-99.11,38.54
31,,0,5,87,-97.944,38.54
5,,0,15,36,-96.778,38.54
11,1,1,29,,-95.612,38.54
29,3,6,51,,-94.447,38.54
24,1,2,60,,-93.281,38.54
17,1,2,67,,-92.115,38.54
17,5,6,62,,-90.949,38.54
57,3,4,61,,-89.783,38.54
65,0,1,77,,-88.617,38.54
64,1,1,79,,-87.451,38.54
23,3,5,76,,-86.285,38.54
23,4,5,71,,-85.119,38.54
28,2,2,76,,-83.953,38.54
6,1,1,68,,-82.787,38.54
4,3,5,64,,-81.621,38.54
2,,1,72,,-80.455,38.54
8,1,2,57,,-79.289,38.54
10,2,4,50,,-78.123,38.54
5,13,27,43,,-76.957,38.54
11,1,4,21,,-75.791,38.54
1,3,18,37,,-74.626,38.54
7,26,24,30,51,-9.333,38.54
23,0,1,2,100,-8.167,38.54
28,0,2,3,100,-7.001,38.54
39,,1,3,100,-5.835,38.54
11,,0,4,100,-4.669,38.54
19,,1,7,100,-3.503,38.54
8,0,1,6,100,-2.337,38.54
12,,4,5,100,-1.171,38.54
5,2,19,33,100,-0.005,38.54
5,1,2,63,,16.318,38.54
7,,1,31,4,20.982,38.54
7,1,2,40,56,22.148,38.54
12,0,2,17,99,23.314,38.54
1,1,2,31,96,24.48,38.54
15,0,6,27,91,26.811,38.54
48,0,1,28,88,27.977,38.54
55,0,0,16,92,29.143,38.54
35,,0,6,98,30.309,38.54
33,0,0,6,100,31.475,38.54
28,0,0,0,100,32.641,38.54
21,,0,1,100,33.807,38.54
23,12,1,3,100,34.973,38.54
8,,0,4,100,36.139,38.54
7,,1,3,100,37.305,38.54
18,,0,3,100,38.471,38.54
24,0,0,12,96,39.637,38.54
29,0,0,28,77,40.803,38.54
21,0,0,55,20,41.969,38.54
4,,1,39,60,43.135,38.54
10,0,2,20,99,44.301,38.54
19,3,1,9,100,45.466,38.54
42,1,1,41,100,46.632,38.54
49,0,0,22,100,47.798,38.54
12,0,3,14,80,48.964,38.54
1,,4,4,100,55.96,38.54
3,,1,1,100,57.126,38.54
3,,4,4,100,58.292,38.54
1,,3,3,100,61.79,38.54
9,,1,1,100,64.122,38.54
20,16,2,2,100,65.288,38.54
8,,1,3,100,66.453,38.54
11,0,1,14,96,67.619,38.54
18,1,5,50,85,68.785,38.54
17,2,2,79,49,69.951,38.54
4,,,89,22,71.117,38.54
3,,0,0,100,75.781,38.54
14,,0,0,100,76.947,38.54
3,,0,0,100,78.113,38.54
3,,2,3,100,100.266,38.54
2,,0,0,100,102.598,38.54
4,,8,8,100,106.095,38.54
2,1,1,68,92,111.925,38.54
6,0,3,56,96,113.091,38.54
26,1,13,46,100,114.257,38.54
76,0,23,23,100,115.423,38.54
73,6,18,18,100,116.589,38.54
18,10,14,14,100,117.755,38.54
2,19,32,69,2,121.253,38.54
14,3,3,64,,124.751,38.54
55,2,2,76,,125.916,38.54
21,2,2,93,,127.082,38.54
2,12,13,75,,128.248,38.54
7,4,14,41,,139.908,38.54
15,3,11,37,,141.074,38.54
17,1,7,14,99,-121.793,37.656
36,11,4,4,100,-120.633,37.656
3,0,0,76,25,-119.473,37.656
2,,1,22,97,-118.313,37.656
4,0,1,14,100,-113.673,37.656
7,,0,11,100,-112.514,37.656
3,,0,2,100,-111.354,37.656
2,,,17,99,-110.194,37.656
8,,0,12,99,-109.034,37.656
11,0,0,27,88,-107.874,37.656
8,,,15,86,-106.714,37.656
12,0,0,5,98,-105.554,37.656
4,,0,0,100,-103.235,37.656
31,,0,0,100,-102.075,37.656
55,,0,0,100,-100.915,37.656
34,,0,1,100,-99.755,37.656
43,,0,3,100,-98.595,37.656
27,0,1,5,79,-97.435,37.656
3,0,0,25,,-96.275,37.656
23,0,0,33,,-95.115,37.656
21,1,1,64,,-93.956,37.656
5,1,1,70,,-92.796,37.656
5,1,1,74,,-91.636,37.656
5,1,1,81,,-90.476,37.656
28,1,1,86,,-89.316,37.656
44,1,1,77,,-88.156,37.656
33,3,3,66,,-86.996,37.656
30,3,4,70,,-85.836,37.656
31,3,4,81,,-84.676,37.656
7,3,4,85,,-83.517,37.656
2,10,10,85,,-82.357,37.656
3,2,2,58,,-81.197,37.656
4,2,3,63,,-80.037,37.656
5,1,2,67,,-78.877,37.656
3,8,15,41,,-77.717,37.656
3,1,4,22,,-76.557,37.656
1,,1,8,,-75.397,37.656
18,0,1,1,100,-8.124,37.656
17,28,3,4,100,-6.964,37.656
39,4,4,7,100,-5.805,37.656
72,0,1,16,100,-4.645,37.656
54,0,1,20,100,-3.485,37.656
14,0,2,10,99,-2.325,37.656
12,0,5,5,100,-1.165,37.656
3,,1,21,100,9.274,37.656
7,,1,46,100,12.753,37.656
21,0,0,63,99,13.913,37.656
5,0,0,52,84,15.073,37.656
5,0,3,10,,20.873,37.656
7,0,1,44,5,22.033,37.656
3,1,10,32,97,23.192,37.656
2,1,15,29,100,24.352,37.656
1,1,5,37,73,26.672,37.656
47,0,1,46,84,27.832,37.656
29,0,1,25,86,28.992,37.656
25,0,0,6,99,30.152,37.656
18,0,0,16,91,31.312,37.656
19,,0,4,99,32.471,37.656
9,1,0,2,100,33.631,37.656
11,0,1,23,97,34.791,37.656
33,0,1,37,100,35.951,37.656
34,0,1,20,99,37.111,37.656
42,,0,5,100,38.271,37.656
65,,0,0,100,39.431,37.656
62,,0,6,100,40.591,37.656
28,,0,35,89,41.75,37.656
12,0,0,72,29,42.91,37.656
14,0,1,70,48,44.07,37.656
21,7,2,27,98,45.23,37.656
29,12,3,5,100,46.39,37.656
35,,1,3,100,47.55,37.656
22,0,1,15,82,48.71,37.656
11,,3,3,,49.87,37.656
1,97,,,100,54.509,37.656
23,6,0,5,100,55.669,37.656
7,,2,2,100,56.829,37.656
9,,3,7,100,57.989,37.656
13,4,1,2,100,59.149,37.656
21,3,0,0,100,60.309,37.656
37,,3,3,100,61.468,37.656
19,,1,1,100,62.628,37.656
8,10,3,3,100,64.948,37.656
5,,0,1,100,66.108,37.656
25,11,0,0,100,67.268,37.656
18,6,0,2,100,68.428,37.656
20,0,2,28,95,69.588,37.656
22,,,85,10,70.747,37.656
1,,1,1,100,76.547,37.656
6,,1,1,100,77.707,37.656
2,,1,1,100,80.027,37.656
4,,1,2,85,102.064,37.656
2,,5,5,100,105.544,37.656
1,1,1,73,100,111.343,37.656
11,0,23,31,100,112.503,37.656
11,2,8,76,99,113.663,37.656
70,0,23,26,100,114.823,37.656
87,0,14,14,100,115.983,37.656
87,1,13,13,100,117.143,37.656
50,25,8,9,100,118.303,37.656
1,14,6,7,100,119.462,37.656
38,2,9,63,27,120.622,37.656
19,7,15,69,,121.782,37.656
6,5,10,67,,122.942,37.656
11,1,1,79,,125.262,37.656
16,5,6,81,,126.422,37.656
11,15,18,73,,127.582,37.656
2,22,25,65,,128.741,37.656
12,2,26,40,,139.18,37.656
15,3,12,53,,140.34,37.656
2,3,7,37,,141.5,37.656
17,0,2,9,100,-121.18,36.777
74,45,1,1,100,-120.026,36.777
6,0,1,43,63,-118.872,36.777
1,,2,12,100,-111.948,36.777
2,,2,2,100,-108.486,36.777
9,,,22,100,-107.332,36.777
8,0,1,13,87,-106.177,36.777
2,,,9,93,-105.023,36.777
2,,,10,96,-103.869,36.777
6,,0,0,100,-102.715,36.777
27,,0,1,100,-101.561,36.777
8,,0,0,100,-100.407,36.777
2,,,1,100,-99.253,36.777
48,,0,4,100,-98.099,36.777
17,0,1,9,63,-96.945,36.777
2,1,3,35,,-95.791,36.777
12,1,2,38,,-94.637,36.777
8,2,3,67,,-93.483,36.777
5,0,1,77,,-92.329,36.777
10,0,0,55,,-91.175,36.777
61,0,0,40,,-90.021,36.777
53,1,1,72,,-88.867,36.777
22,7,10,61,,-87.713,36.777
32,4,5,68,,-86.559,36.777
16,2,3,80,,-85.405,36.777
8,4,5,78,,-84.251,36.777
5,2,2,87,,-83.097,36.777
7,2,2,85,,-81.943,36.777
6,1,2,75,,-80.788,36.777
3,4,4,72,,-79.634,36.777
2,2,5,59,,-78.48,36.777
8,2,4,56,,-77.326,36.777
6,4,13,27,,-76.172,36.777
4,0,20,23,100,-8.084,36.777
3,19,6,6,100,-6.929,36.777
57,25,2,19,78,-5.775,36.777
34,0,2,34,94,-4.621,36.777
11,0,2,25,93,-3.467,36.777
8,,1,47,98,1.149,36.777
14,1,5,35,70,2.303,36.777
35,2,11,57,44,3.457,36.777
31,1,2,67,29,4.611,36.777
32,1,3,58,35,5.765,36.777
49,1,2,39,60,6.919,36.777
34,0,2,43,77,8.073,36.777
77,0,0,26,91,9.227,36.777
56,5,3,6,100,10.381,36.777
3,,1,1,100,11.535,36.777
2,,2,35,100,14.997,36.777
1,1,1,40,9,21.922,36.777
6,3,4,57,36,27.692,36.777
8,1,2,39,30,28.846,36.777
16,0,1,19,82,30,36.777
12,1,7,35,2,31.154,36.777
8,1,1,62,10,32.308,36.777
8,1,1,26,91,33.462,36.777
25,0,1,20,96,34.616,36.777
40,0,3,17,77,35.77,36.777
58,0,1,10,94,36.924,36.777
53,,1,1,100,38.078,36.777
47,0,4,4,100,39.232,36.777
69,,4,4,100,40.386,36.777
72,,3,3,100,41.54,36.777
63,0,3,17,98,42.695,36.777
53,,1,49,80,43.849,36.777
43,0,1,42,98,45.003,36.777
31,0,1,3,100,46.157,36.777
23,0,1,1,100,47.311,36.777
14,,4,13,100,48.465,36.777
21,0,3,23,70,49.619,36.777
13,0,6,15,82,50.773,36.777
7,0,15,20,32,51.927,36.777
23,1,7,11,54,53.081,36.777
35,23,1,2,100,54.235,36.777
14,0,1,3,100,55.389,36.777
2,,,,100,56.543,36.777
7,,0,0,100,57.697,36.777
8,,0,1,100,58.851,36.777
8,1,2,2,100,60.005,36.777
9,,1,1,100,61.159,36.777
2,,0,1,100,62.313,36.777
2,,0,0,100,65.775,36.777
8,,1,1,100,66.93,36.777
9,,,8,100,68.084,36.777
28,0,0,18,99,69.238,36.777
18,,0,84,29,70.392,36.777
4,,,77,36,71.546,36.777
4,,1,1,100,79.624,36.777
6,,3,5,96,101.551,36.777
2,,1,15,100,106.167,36.777
4,1,4,56,98,111.937,36.777
15,1,5,61,98,113.091,36.777
48,2,20,43,100,114.245,36.777
88,0,16,16,100,115.399,36.777
88,0,15,18,100,116.554,36.777
73,3,19,47,85,117.708,36.777
69,7,12,39,92,118.862,36.777
82,2,10,29,15,120.016,36.777
56,4,9,67,,121.17,36.777
11,4,9,56,,122.324,36.777
27,2,3,68,,126.94,36.777
14,7,8,69,,128.094,36.777
4,21,25,58,,129.248,36.777
2,3,24,51,,136.172,36.777
8,4,18,44,,137.326,36.777
8,7,16,64,,138.48,36.777
13,7,17,63,,139.634,36.777
6,8,18,48,,140.789,36.777
7,,0,19,100,-120.591,35.903
61,38,1,1,100,-119.442,35.903
5,1,1,49,83,-118.294,35.903
3,,,3,100,-109.106,35.903
2,,1,8,95,-106.809,35.903
3,,1,9,97,-105.661,35.903
1,,,13,96,-104.512,35.903
2,,,0,100,-103.364,35.903
27,,0,0,100,-102.216,35.903
12,0,0,1,100,-101.067,35.903
1,,,1,100,-99.919,35.903
11,,0,4,100,-98.77,35.903
25,0,1,4,98,-97.622,35.903
4,3,12,36,,-95.325,35.903
5,5,7,66,,-94.177,35.903
3,0,0,89,,-93.028,35.903
11,0,0,64,,-91.88,35.903
71,0,0,39,,-90.731,35.903
70,0,0,54,,-89.583,35.903
22,1,1,85,,-88.434,35.903
8,9,10,77,,-87.286,35.903
9,15,18,66,,-86.138,35.903
5,6,8,77,,-84.989,35.903
6,12,15,76,,-83.841,35.903
8,2,2,80,,-82.692,35.903
1,7,8,85,,-81.544,35.903
3,8,11,77,,-80.395,35.903
3,8,10,72,,-79.247,35.903
12,4,5,69,,-78.099,35.903
16,1,3,49,,-76.95,35.903
6,2,6,36,,-75.802,35.903
22,1,5,48,29,-5.747,35.903
8,14,3,10,100,-1.154,35.903
44,0,2,7,100,-0.005,35.903
66,0,2,14,100,1.143,35.903
53,0,5,23,94,2.292,35.903
28,0,1,17,96,3.44,35.903
16,1,2,36,100,4.589,35.903
35,4,11,22,98,5.737,35.903
50,12,4,13,99,6.885,35.903
40,0,4,28,96,8.034,35.903
71,0,8,16,100,9.182,35.903
33,6,2,7,100,10.331,35.903
1,,9,9,100,11.479,35.903
2,1,3,54,11,29.854,35.903
1,2,3,76,,32.151,35.903
2,,1,55,57,33.299,35.903
15,1,2,72,,35.596,35.903
77,0,1,18,87,36.745,35.903
27,0,2,2,100,37.893,35.903
19,,5,5,100,39.042,35.903
13,,13,13,100,40.19,35.903
6,,7,7,100,41.338,35.903
6,,0,0,100,42.487,35.903
17,,5,7,100,43.635,35.903
31,,1,45,100,44.784,35.903
51,0,1,46,80,45.932,35.903
21,,2,6,100,47.081,35.903
10,,12,12,100,48.229,35.903
16,,4,4,100,49.377,35.903
18,0,4,4,100,50.526,35.903
15,0,4,6,100,51.674,35.903
9,0,2,7,100,52.823,35.903
4,7,0,0,100,53.971,35.903
1,47,2,2,100,57.416,35.903
7,29,0,0,100,58.565,35.903
6,7,1,1,100,59.713,35.903
3,,1,10,100,60.862,35.903
4,,3,18,100,63.159,35.903
2,,,12,100,64.307,35.903
4,,1,4,100,65.455,35.903
7,,1,9,100,66.604,35.903
3,0,1,25,76,67.752,35.903
9,0,0,23,88,68.901,35.903
4,,,83,18,70.049,35.903
3,,,91,8,71.198,35.903
4,1,2,84,44,72.346,35.903
2,,0,74,80,73.494,35.903
1,,4,50,100,74.643,35.903
2,,1,15,98,103.354,35.903
1,,1,39,98,104.502,35.903
1,,1,36,99,105.651,35.903
2,,0,39,86,106.799,35.903
3,,0,38,100,107.947,35.903
6,1,1,77,100,109.096,35.903
4,1,1,75,100,110.244,35.903
16,2,14,35,100,111.393,35.903
25,1,6,57,100,112.541,35.903
37,2,11,68,91,113.69,35.903
87,0,15,16,100,114.838,35.903
82,1,15,22,100,115.986,35.903
71,3,15,50,95,117.135,35.903
77,1,2,80,8,118.283,35.903
81,2,6,53,,119.432,35.903
3,16,28,68,,120.58,35.903
11,1,1,50,,126.322,35.903
20,4,5,65,,127.471,35.903
10,8,10,60,,128.619,35.903
2,5,7,62,,129.768,35.903
1,1,7,55,,134.361,35.903
3,3,16,47,,135.51,35.903
4,15,24,53,,136.658,35.903
9,14,25,66,,137.807,35.903
11,12,47,61,,138.955,35.903
15,7,19,43,,140.104,35.903
3,3,21,40,,141.252,35.903
3,0,4,16,97,-120.023,35.035
19,15,3,8,99,-118.88,35.035
1,,2,8,100,-114.308,35.035
3,0,0,11,99,-112.022,35.035
1,,,,100,-108.593,35.035
1,,1,4,98,-107.45,35.035
2,,3,6,100,-106.307,35.035
19,,0,0,100,-102.878,35.035
9,,1,2,100,-101.735,35.035
4,,0,1,100,-100.592,35.035
5,,1,2,100,-99.449,35.035
11,0,0,11,100,-98.305,35.035
6,0,5,18,43,-97.162,35.035
2,1,4,38,,-96.019,35.035
5,0,1,42,0,-94.876,35.035
5,2,2,78,2,-93.733,35.035
11,2,2,60,,-92.59,35.035
56,0,0,56,,-91.447,35.035
52,1,1,41,,-90.304,35.035
12,3,3,80,,-89.161,35.035
7,1,1,70,,-88.018,35.035
13,4,5,75,,-86.875,35.035
5,4,5,73,,-85.732,35.035
2,13,16,73,,-84.589,35.035
2,13,18,73,,-82.303,35.035
2,17,24,69,,-81.16,35.035
5,3,3,73,,-80.017,35.035
12,2,3,67,,-78.874,35.035
14,1,1,84,,-77.731,35.035
3,5,9,53,,-76.588,35.035
2,,,1,100,-6.863,35.035
66,0,0,47,80,-5.72,35.035
37,0,0,86,82,-4.577,35.035
16,8,3,15,100,-3.434,35.035
34,8,5,9,100,-2.291,35.035
73,1,2,12,100,-1.148,35.035
64,0,4,7,100,-0.005,35.035
45,,12,14,100,1.138,35.035
10,0,26,26,100,2.281,35.035
8,4,2,5,100,3.424,35.035
3,5,5,11,100,4.567,35.035
6,0,8,27,100,5.71,35.035
6,0,3,27,100,6.853,35.035
7,,4,19,100,7.996,35.035
10,,5,8,100,9.139,35.035
6,8,4,4,100,10.282,35.035
2,,1,1,100,11.425,35.035
1,1,1,66,1,23.998,35.035
9,,0,56,12,25.141,35.035
6,,5,9,99,33.143,35.035
6,1,1,65,,35.429,35.035
74,0,2,34,62,36.572,35.035
1,,3,3,100,37.715,35.035
8,,4,4,100,40.001,35.035
5,,2,2,100,41.144,35.035
12,1,1,1,100,43.43,35.035
10,,2,6,100,44.573,35.035
36,0,0,52,99,45.716,35.035
29,,0,32,100,46.859,35.035
22,,3,4,100,48.002,35.035
16,,4,4,100,49.145,35.035
7,12,3,3,100,50.288,35.035
9,23,3,3,100,51.431,35.035
3,6,2,2,100,52.574,35.035
7,1,4,4,100,58.289,35.035
4,,1,1,100,59.432,35.035
7,,2,3,100,60.575,35.035
5,,0,5,100,61.718,35.035
3,0,1,10,100,62.861,35.035
3,0,3,7,100,64.004,35.035
5,,0,26,100,65.147,35.035
5,,1,59,100,66.29,35.035
2,,0,16,95,67.433,35.035
2,,,58,49,68.576,35.035
12,,1,38,69,69.72,35.035
13,0,0,83,33,70.863,35.035
43,1,3,89,27,72.006,35.035
24,1,1,98,6,73.149,35.035
7,1,1,95,5,74.292,35.035
2,,0,87,18,75.435,35.035
1,1,1,20,77,102.867,35.035
2,,0,30,75,104.01,35.035
4,0,10,69,86,105.153,35.035
16,0,2,75,78,106.296,35.035
24,0,1,66,76,107.439,35.035
33,0,2,58,90,108.582,35.035
53,0,6,23,100,109.725,35.035
23,0,10,22,100,110.869,35.035
30,2,6,79,99,112.012,35.035
49,3,30,48,99,113.155,35.035
70,0,16,18,100,114.298,35.035
88,0,11,13,100,115.441,35.035
75,2,15,26,99,116.584,35.035
74,3,16,59,28,117.727,35.035
66,6,20,53,1,118.87,35.035
2,14,30,49,,120.013,35.035
3,0,1,59,,125.728,35.035
19,1,2,66,,126.871,35.035
8,6,8,63,,128.014,35.035
3,11,20,55,,129.157,35.035
5,9,21,68,,132.586,35.035
9,8,18,74,,133.729,35.035
10,11,28,62,,134.872,35.035
14,22,42,51,,136.015,35.035
10,37,56,55,,137.158,35.035
3,38,47,59,,138.301,35.035
3,15,20,62,,139.444,35.035
2,1,17,31,99,-119.477,34.172
3,7,19,52,89,-118.339,34.172
4,2,16,56,75,-117.201,34.172
4,,,,100,-114.925,34.172
1,,2,12,100,-110.374,34.172
3,0,1,8,86,-109.236,34.172
1,,,2,100,-106.961,34.172
9,,1,1,100,-103.547,34.172
54,,0,0,100,-102.409,34.172
25,,0,1,100,-101.271,34.172
7,,,1,100,-98.996,34.172
8,,1,19,96,-97.858,34.172
4,1,3,32,2,-96.72,34.172
4,1,2,34,,-95.582,34.172
1,1,1,74,,-94.445,34.172
23,0,0,40,,-92.169,34.172
67,0,0,58,,-91.031,34.172
29,0,0,73,,-89.893,34.172
8,1,1,84,,-88.755,34.172
1,1,1,80,,-87.618,34.172
5,1,1,74,,-86.48,34.172
3,7,10,71,,-85.342,34.172
1,34,38,60,,-84.204,34.172
2,1,1,80,,-83.066,34.172
1,7,8,74,,-81.928,34.172
4,5,5,66,,-80.791,34.172
12,1,3,55,,-79.653,34.172
5,1,5,34,,-78.515,34.172
36,0,3,13,100,-6.832,34.172
96,0,1,25,100,-5.694,34.172
77,0,1,50,100,-4.556,34.172
8,0,6,21,100,-3.419,34.172
4,,15,21,100,-2.281,34.172
9,0,14,21,100,-1.143,34.172
2,1,35,36,100,-0.005,34.172
1,1,12,14,100,2.271,34.172
2,,12,15,100,3.408,34.172
13,0,2,16,81,36.405,34.172
3,,1,1,100,40.957,34.172
2,2,1,1,100,43.232,34.172
23,20,2,2,100,44.37,34.172
26,3,2,30,100,45.508,34.172
50,0,0,21,100,46.646,34.172
38,0,1,19,100,47.784,34.172
16,,4,5,100,48.921,34.172
5,28,3,3,100,50.059,34.172
2,51,4,4,100,51.197,34.172
1,17,1,2,100,59.162,34.172
1,,13,13,100,61.437,34.172
6,,21,21,100,62.575,34.172
2,,0,13,100,63.713,34.172
1,,1,26,100,64.851,34.172
3,0,0,53,100,65.989,34.172
4,,,46,97,67.127,34.172
3,,0,3,99,68.264,34.172
5,,7,28,95,69.402,34.172
17,0,0,50,69,70.54,34.172
52,1,4,43,97,71.678,34.172
74,4,6,81,52,72.816,34.172
31,1,2,80,27,73.953,34.172
23,1,12,48,51,75.091,34.172
1,,,93,16,76.229,34.172
2,,,47,,98.986,34.172
5,2,3,63,,100.123,34.172
4,1,1,60,,101.261,34.172
6,0,0,89,41,104.675,34.172
15,1,4,80,76,105.813,34.172
21,2,13,62,67,106.95,34.172
48,1,15,26,98,108.088,34.172
42,2,20,47,97,109.226,34.172
18,2,5,74,50,110.364,34.172
23,3,5,78,90,111.502,34.172
49,5,13,68,94,112.639,34.172
77,2,20,32,99,113.777,34.172
87,1,8,14,100,114.915,34.172
92,1,7,16,69,116.053,34.172
82,2,15,27,66,117.191,34.172
78,1,15,20,31,118.329,34.172
63,0,7,11,,119.466,34.172
18,1,5,16,,120.604,34.172
3,1,1,66,,126.293,34.172
3,19,23,67,,130.845,34.172
4,15,19,70,,131.983,34.172
7,16,40,64,,133.12,34.172
8,19,48,62,,134.258,34.172
4,30,44,61,,135.396,34.172
2,28,35,66,,136.534,34.172
2,1,17,24,100,-116.685,33.313
13,,5,5,100,-115.552,33.313
5,,2,2,100,-114.42,33.313
3,,8,8,100,-113.287,33.313
12,,21,21,100,-112.154,33.313
1,1,4,25,100,-111.021,33.313
3,,,12,100,-109.888,33.313
3,,1,1,100,-104.224,33.313
6,,0,0,100,-103.091,33.313
15,0,1,1,100,-101.959,33.313
1,,,1,100,-100.826,33.313
8,,0,2,100,-99.693,33.313
2,,1,21,100,-98.56,33.313
6,8,18,49,51,-97.427,33.313
10,5,8,47,,-96.294,33.313
6,7,15,53,,-95.162,33.313
9,1,1,80,,-94.029,33.313
26,0,1,50,,-91.763,33.313
63,0,0,63,,-90.63,33.313
3,1,1,84,,-89.498,33.313
5,0,1,83,,-88.365,33.313
3,1,1,82,,-82.701,33.313
4,2,2,81,,-81.568,33.313
4,4,6,71,,-80.435,33.313
7,,1,2,100,-9.068,33.313
63,,3,4,100,-7.935,33.313
63,0,1,19,100,-6.802,33.313
54,0,0,56,96,-5.669,33.313
5,0,2,25,96,-4.536,33.313
1,3,11,11,100,9.057,33.313
6,2,3,40,78,35.112,33.313
33,0,4,12,94,36.245,33.313
5,,2,2,100,43.042,33.313
37,2,2,2,100,44.175,33.313
11,23,5,6,100,45.308,33.313
17,1,1,33,100,46.44,33.313
38,0,1,35,100,47.573,33.313
31,0,1,30,100,48.706,33.313
11,,2,6,100,49.839,33.313
2,,4,4,100,50.972,33.313
2,20,1,1,100,52.104,33.313
1,,1,18,100,63.433,33.313
3,0,1,17,100,65.698,33.313
2,,,7,100,66.831,33.313
2,,,1,100,67.964,33.313
2,,,23,99,69.097,33.313
19,0,0,50,93,70.229,33.313
49,1,1,62,100,71.362,33.313
72,2,3,47,100,72.495,33.313
79,1,2,79,94,73.628,33.313
37,1,1,84,33,74.761,33.313
10,1,1,98,1,75.894,33.313
1,1,1,97,9,77.026,33.313
2,1,2,63,11,96.284,33.313
5,0,0,58,30,97.417,33.313
3,,,45,23,98.55,33.313
3,1,1,91,50,104.214,33.313
9,0,1,94,53,105.347,33.313
9,1,2,84,4,106.48,33.313
12,1,7,59,,107.612,33.313
4,3,4,94,7,108.745,33.313
11,2,4,95,30,109.878,33.313
6,4,5,88,46,111.011,33.313
26,3,8,63,18,112.144,33.313
70,2,11,46,42,113.277,33.313
87,3,19,27,74,114.409,33.313
96,1,6,18,0,115.542,33.313
94,1,4,14,16,116.675,33.313
87,1,6,17,10,117.808,33.313
56,2,7,25,,118.941,33.313
57,1,6,14,,120.073,33.313
9,0,2,17,,121.206,33.313
13,15,21,57,,130.269,33.313
7,12,14,75,,131.402,33.313
1,9,16,80,,132.534,33.313
2,21,21,75,,133.667,33.313
1,,16,22,100,-117.317,32.459
34,,2,2,100,-115.061,32.459
5,,3,3,100,-113.933,32.459
3,0,2,3,100,-111.677,32.459
1,1,12,30,100,-110.549,32.459
2,,3,8,99,-109.421,32.459
3,,2,3,100,-107.165,32.459
2,,,,100,-103.781,32.459
8,,0,0,100,-102.653,32.459
3,,1,1,100,-101.525,32.459
4,,0,5,100,-100.397,32.459
4,,0,10,100,-99.269,32.459
3,1,1,45,100,-98.141,32.459
9,4,11,39,70,-97.013,32.459
12,2,3,55,,-95.885,32.459
4,4,4,85,,-93.629,32.459
5,0,1,74,,-92.501,32.459
44,0,0,67,,-91.373,32.459
10,1,1,65,,-90.245,32.459
2,,1,72,,-87.989,32.459
3,1,2,63,,-86.861,32.459
2,8,10,62,,-85.733,32.459
3,3,4,69,,-84.605,32.459
13,1,1,72,,-83.477,32.459
9,1,1,83,,-82.349,32.459
4,2,3,73,,-81.221,32.459
51,,1,1,100,-9.029,32.459
42,0,1,1,100,-7.901,32.459
55,0,3,15,100,-6.773,32.459
23,,0,57,100,-5.645,32.459
1,,4,5,100,-4.517,32.459
13,,10,10,100,12.403,32.459
15,,11,11,100,13.531,32.459
6,5,8,8,100,14.659,32.459
21,,1,3,100,20.299,32.459
27,0,0,7,100,21.427,32.459
6,0,1,13,100,22.555,32.459
16,1,5,18,100,34.963,32.459
39,1,4,16,100,36.091,32.459
21,20,3,3,100,43.987,32.459
34,51,2,2,100,45.115,32.459
7,75,1,1,100,46.243,32.459
4,4,6,26,100,47.371,32.459
28,0,3,13,100,48.499,32.459
17,1,3,43,100,49.627,32.459
9,,3,3,100,50.755,32.459
9,,13,13,100,51.883,32.459
