arable,salinization,carbon,erosion,aridity,lon,lat
3,11,11,89,,-50.291,-7.443
4,1,1,94,,-49.243,-7.443
5,2,3,96,,-48.196,-7.443
6,3,4,90,,-47.148,-7.443
11,3,6,67,26,-46.1,-7.443
6,1,10,42,100,-45.053,-7.443
5,1,20,38,100,-44.005,-7.443
2,1,3,37,100,-42.957,-7.443
7,0,1,38,100,-41.91,-7.443
13,0,1,31,100,-40.862,-7.443
7,4,6,31,97,-39.815,-7.443
6,7,13,54,98,-38.767,-7.443
5,3,3,68,92,-37.719,-7.443
2,1,2,28,100,-36.672,-7.443
37,0,0,72,47,-35.624,-7.443
14,2,2,77,,-34.576,-7.443
4,,,10,100,12.567,-7.443
10,0,0,46,100,13.614,-7.443
8,4,4,46,89,14.662,-7.443
1,2,3,93,,15.71,-7.443
24,0,0,86,0,16.757,-7.443
7,1,1,93,,17.805,-7.443
3,0,1,42,,19.9,-7.443
3,4,5,78,,20.948,-7.443
5,0,0,79,,21.995,-7.443
2,3,4,83,,23.043,-7.443
12,2,2,79,,24.091,-7.443
10,1,1,80,,25.138,-7.443
3,1,2,66,28,26.186,-7.443
4,3,6,44,100,27.234,-7.443
6,1,1,94,64,29.329,-7.443
7,5,5,81,74,30.376,-7.443
16,11,15,64,100,31.424,-7.443
4,1,1,65,100,32.472,-7.443
4,,0,36,100,33.519,-7.443
12,,0,31,100,34.567,-7.443
20,0,1,47,100,35.615,-7.443
16,1,1,83,36,36.662,-7.443
19,1,2,52,12,37.71,-7.443
28,0,1,47,43,38.757,-7.443
5,0,4,19,,39.805,-7.443
15,1,1,93,,106.853,-7.443
15,6,6,92,,107.901,-7.443
28,6,7,86,,108.949,-7.443
33,5,5,88,,109.996,-7.443
67,4,4,96,,111.044,-7.443
74,5,5,93,,112.091,-7.443
31,8,9,86,0,113.139,-7.443
12,2,4,76,30,114.187,-7.443
12,,,51,,138.282,-7.443
3,3,4,47,,139.33,-7.443
1,2,2,75,,140.377,-7.443
1,1,1,98,,146.663,-7.443
2,,2,2,100,-79.695,-8.226
14,3,4,73,97,-78.647,-8.226
9,1,1,97,92,-77.598,-8.226
3,43,49,53,5,-76.549,-8.226
6,23,26,64,,-74.452,-8.226
2,28,28,72,,-71.307,-8.226
3,15,15,85,,-70.258,-8.226
2,30,32,62,,-55.578,-8.226
2,22,23,76,,-51.384,-8.226
3,15,15,84,,-50.335,-8.226
9,0,0,95,,-49.287,-8.226
5,2,2,90,,-48.238,-8.226
8,21,26,68,,-47.19,-8.226
13,21,35,55,4,-46.141,-8.226
11,4,32,47,97,-45.093,-8.226
4,2,32,48,100,-44.044,-8.226
2,0,1,37,100,-42.996,-8.226
5,,0,29,100,-41.947,-8.226
6,,0,45,100,-40.898,-8.226
3,0,1,15,100,-39.85,-8.226
1,4,10,34,100,-38.801,-8.226
3,1,4,28,94,-37.753,-8.226
10,0,1,34,100,-36.704,-8.226
44,0,1,75,38,-35.656,-8.226
8,4,5,85,,-34.607,-8.226
10,1,2,30,100,13.627,-8.226
2,3,7,77,89,14.675,-8.226
2,,,79,1,15.724,-8.226
5,0,0,83,66,16.772,-8.226
4,1,1,83,,17.821,-8.226
3,,,56,,18.869,-8.226
6,0,0,30,,19.918,-8.226
6,1,1,40,,20.966,-8.226
2,1,1,81,,22.015,-8.226
2,3,4,81,,23.064,-8.226
8,0,1,83,,24.112,-8.226
7,0,1,64,1,25.161,-8.226
4,2,6,49,95,26.209,-8.226
3,4,6,49,78,27.258,-8.226
4,3,3,69,71,29.355,-8.226
3,1,1,79,96,30.403,-8.226
9,8,10,78,90,31.452,-8.226
10,1,2,61,91,32.501,-8.226
11,2,3,67,86,33.549,-8.226
12,,2,47,96,34.598,-8.226
10,2,3,84,33,35.646,-8.226
15,6,6,86,,36.695,-8.226
16,1,1,83,2,37.743,-8.226
29,1,3,47,26,38.792,-8.226
3,1,3,23,,39.84,-8.226
7,2,2,95,,110.094,-8.226
21,1,1,99,,111.142,-8.226
32,4,4,96,,112.191,-8.226
24,3,3,94,,113.24,-8.226
26,3,3,95,3,114.288,-8.226
11,5,5,94,,115.337,-8.226
10,9,10,83,9,116.385,-8.226
9,2,2,89,,117.434,-8.226
18,1,1,88,5,118.482,-8.226
4,0,0,89,2,119.531,-8.226
9,2,2,95,,120.579,-8.226
5,1,1,83,11,121.628,-8.226
4,2,2,92,0,122.677,-8.226
6,3,3,91,,123.725,-8.226
2,1,1,94,,124.774,-8.226
3,2,3,78,60,125.822,-8.226
4,1,2,91,0,126.871,-8.226
3,1,11,33,,127.919,-8.226
3,4,13,49,,131.065,-8.226
3,,,42,,137.356,-8.226
15,,,42,,138.405,-8.226
3,3,5,31,,139.453,-8.226
9,1,5,46,,140.502,-8.226
3,,,21,100,-78.724,-9.011
12,1,1,94,98,-77.674,-9.011
4,8,9,91,70,-76.624,-9.011
2,19,20,65,,-75.575,-9.011
2,27,29,63,,-74.525,-9.011
1,29,29,71,,-69.277,-9.011
2,25,25,74,,-68.228,-9.011
3,26,26,73,,-67.178,-9.011
5,17,21,66,,-64.029,-9.011
2,23,33,61,,-62.98,-9.011
1,34,43,55,,-61.93,-9.011
3,11,14,66,,-54.583,-9.011
5,41,43,57,,-51.434,-9.011
6,16,19,65,,-50.385,-9.011
5,1,1,92,,-49.335,-9.011
6,3,3,89,,-48.286,-9.011
5,8,10,87,,-47.236,-9.011
11,21,35,62,1,-46.186,-9.011
5,4,50,57,80,-45.137,-9.011
1,1,6,52,100,-44.087,-9.011
2,,1,33,100,-43.038,-9.011
2,,,37,100,-41.988,-9.011
5,,,10,100,-40.939,-9.011
6,0,1,7,100,-39.889,-9.011
6,,0,2,100,-38.839,-9.011
9,,1,24,100,-37.79,-9.011
26,0,0,42,65,-36.74,-9.011
54,0,0,86,5,-35.691,-9.011
20,0,2,38,100,13.64,-9.011
2,4,4,89,33,14.689,-9.011
2,4,5,77,76,15.739,-9.011
11,0,0,84,28,16.789,-9.011
16,5,5,75,,17.838,-9.011
2,,,48,,18.888,-9.011
4,,1,18,,19.937,-9.011
10,,,34,,20.987,-9.011
1,1,1,62,,22.037,-9.011
2,1,1,50,,23.086,-9.011
3,1,1,54,,24.136,-9.011
3,2,2,48,2,25.185,-9.011
4,1,4,45,96,26.235,-9.011
2,1,1,84,11,27.284,-9.011
3,1,2,80,91,28.334,-9.011
5,2,2,76,57,29.384,-9.011
2,1,1,64,46,30.433,-9.011
7,2,2,82,34,31.483,-9.011
10,1,2,77,54,32.532,-9.011
17,2,2,89,10,33.582,-9.011
10,0,0,79,50,34.632,-9.011
12,3,4,76,,35.681,-9.011
7,2,4,86,,36.731,-9.011
9,1,2,87,3,37.78,-9.011
22,2,3,77,0,38.83,-9.011
4,2,5,39,46,39.879,-9.011
3,3,4,90,,115.45,-9.011
17,1,2,90,2,116.499,-9.011
10,1,1,85,,117.549,-9.011
6,0,1,89,1,118.598,-9.011
6,0,0,89,1,119.648,-9.011
7,1,1,95,0,120.697,-9.011
6,1,1,97,4,121.747,-9.011
1,10,10,86,28,122.797,-9.011
2,1,1,87,,123.846,-9.011
15,1,1,91,,124.896,-9.011
7,0,1,95,,125.945,-9.011
1,1,1,88,,126.995,-9.011
3,0,3,31,,140.64,-9.011
1,1,2,48,,146.937,-9.011
11,1,1,91,99,-77.757,-9.796
6,1,2,91,57,-76.706,-9.796
6,7,8,90,53,-75.656,-9.796
7,24,24,76,,-68.301,-9.796
5,22,23,77,,-67.25,-9.796
3,26,32,64,,-66.199,-9.796
2,26,36,61,,-65.149,-9.796
3,58,60,41,,-64.098,-9.796
5,19,23,70,,-63.047,-9.796
3,33,36,60,,-61.996,-9.796
1,20,21,77,,-60.946,-9.796
3,56,57,42,,-58.844,-9.796
5,28,32,67,,-57.794,-9.796
6,27,30,64,,-56.743,-9.796
6,21,26,64,,-55.692,-9.796
7,17,21,66,,-54.642,-9.796
3,26,35,53,,-53.591,-9.796
2,15,22,62,,-52.54,-9.796
8,26,30,68,,-51.489,-9.796
5,5,5,70,,-50.439,-9.796
5,3,4,81,,-49.388,-9.796
6,4,6,80,,-48.337,-9.796
4,,,98,,-47.287,-9.796
6,0,1,88,3,-46.236,-9.796
6,0,9,73,95,-45.185,-9.796
1,2,2,44,100,-44.134,-9.796
4,,,3,100,-43.084,-9.796
17,0,1,5,100,-42.033,-9.796
6,,1,10,100,-40.982,-9.796
4,,,5,100,-39.932,-9.796
2,,,11,100,-38.881,-9.796
11,,0,15,100,-37.83,-9.796
43,0,0,31,59,-36.779,-9.796
26,1,2,47,,-35.729,-9.796
19,0,0,48,100,13.654,-9.796
11,1,1,80,91,14.705,-9.796
2,7,8,66,87,15.756,-9.796
4,2,3,75,36,16.807,-9.796
12,0,0,84,,17.857,-9.796
2,0,0,90,,18.908,-9.796
3,,,32,,19.959,-9.796
7,,,30,,21.009,-9.796
1,,,46,,22.06,-9.796
1,2,2,61,,23.111,-9.796
6,1,7,24,97,27.314,-9.796
3,2,4,78,90,28.364,-9.796
4,0,1,56,3,31.516,-9.796
11,0,0,66,22,32.567,-9.796
26,3,4,85,0,33.618,-9.796
10,1,1,98,,34.669,-9.796
4,0,0,98,,35.719,-9.796
6,0,0,87,,36.77,-9.796
4,0,3,52,61,37.821,-9.796
14,5,7,64,90,38.871,-9.796
8,3,4,65,99,39.922,-9.796
4,0,0,96,,118.725,-9.796
26,0,0,96,7,119.776,-9.796
13,,,74,56,120.827,-9.796
29,1,1,90,,123.979,-9.796
17,0,0,90,,125.029,-9.796
1,,,83,,148.145,-9.796
1,,,99,,149.196,-9.796
4,,1,67,100,-77.847,-10.582
9,2,2,91,73,-76.795,-10.582
4,1,1,81,32,-75.744,-10.582
2,12,12,87,,-74.692,-10.582
3,18,18,82,,-69.432,-10.582
4,21,21,79,,-68.38,-10.582
2,28,28,71,,-67.328,-10.582
6,20,26,52,,-65.224,-10.582
3,58,59,40,,-64.172,-10.582
3,25,25,72,,-63.12,-10.582
2,6,6,91,,-62.068,-10.582
2,20,21,79,,-61.017,-10.582
1,38,40,59,,-59.965,-10.582
4,40,41,58,,-58.913,-10.582
3,33,35,64,,-57.861,-10.582
3,16,17,78,,-56.809,-10.582
10,8,9,77,,-55.757,-10.582
9,13,18,71,,-54.705,-10.582
3,11,26,47,,-53.653,-10.582
14,3,4,78,,-52.601,-10.582
7,10,11,75,,-51.549,-10.582
3,3,4,78,,-50.497,-10.582
4,8,10,78,,-49.445,-10.582
8,5,8,75,,-48.393,-10.582
6,0,0,96,,-47.341,-10.582
12,1,10,66,9,-46.29,-10.582
7,2,37,56,100,-45.238,-10.582
2,3,3,64,100,-44.186,-10.582
9,,1,11,100,-43.134,-10.582
13,,,5,100,-42.082,-10.582
5,,,9,100,-41.03,-10.582
11,,0,28,100,-39.978,-10.582
10,,0,21,100,-38.926,-10.582
19,0,1,25,84,-37.874,-10.582
21,0,0,43,18,-36.822,-10.582
19,0,0,66,100,13.67,-10.582
4,2,2,87,55,14.722,-10.582
1,,,37,,18.93,-10.582
2,,,16,,19.982,-10.582
1,,,20,,21.034,-10.582
2,12,14,71,,25.242,-10.582
1,14,16,66,15,26.293,-10.582
1,4,4,49,68,27.345,-10.582
4,1,1,82,60,28.397,-10.582
2,0,0,74,,29.449,-10.582
5,3,3,52,,31.553,-10.582
5,0,0,67,63,32.605,-10.582
31,3,3,85,26,33.657,-10.582
8,2,2,88,34,34.709,-10.582
5,6,6,91,,35.761,-10.582
4,0,0,83,35,36.813,-10.582
4,,1,63,98,37.865,-10.582
10,5,8,70,64,38.917,-10.582
16,3,4,63,52,39.969,-10.582
1,,0,47,,41.02,-10.582
4,0,0,81,43,122.019,-10.582
8,0,0,78,,123.071,-10.582
4,1,1,94,,124.123,-10.582
1,,1,3,100,-77.945,-11.369
11,1,1,84,93,-76.892,-11.369
4,2,2,69,50,-75.839,-11.369
4,7,8,90,9,-74.785,-11.369
4,35,35,65,,-68.466,-11.369
2,3,4,70,,-66.359,-11.369
1,21,27,62,,-63.2,-11.369
3,14,16,82,,-62.146,-11.369
2,15,15,81,,-61.093,-11.369
6,19,19,77,,-58.987,-11.369
6,15,16,80,,-57.933,-11.369
8,30,35,61,,-56.88,-11.369
21,37,43,55,,-55.827,-11.369
12,21,33,56,,-54.774,-11.369
1,15,26,48,,-53.72,-11.369
12,12,18,60,,-52.667,-11.369
10,7,9,81,,-51.614,-11.369
2,2,2,74,,-50.561,-11.369
2,7,8,80,,-49.507,-11.369
6,10,11,64,,-48.454,-11.369
4,1,1,98,,-47.401,-11.369
31,2,17,40,1,-46.348,-11.369
13,1,17,30,66,-45.294,-11.369
2,1,7,23,100,-44.241,-11.369
11,0,0,15,100,-43.188,-11.369
26,0,0,10,100,-42.135,-11.369
13,,,17,100,-41.081,-11.369
12,0,0,25,100,-40.028,-11.369
20,,0,18,100,-38.975,-11.369
17,0,0,49,50,-37.922,-11.369
3,,1,43,,-36.868,-11.369
6,0,0,67,100,13.687,-11.369
3,2,2,80,37,14.741,-11.369
1,,,60,,18.954,-11.369
1,,,34,,20.007,-11.369
2,1,2,11,,21.06,-11.369
1,22,32,54,,27.38,-11.369
2,2,3,77,12,28.433,-11.369
5,2,3,55,,29.486,-11.369
5,0,1,22,,30.539,-11.369
2,,,55,1,31.593,-11.369
4,0,0,68,99,32.646,-11.369
33,2,2,70,65,33.699,-11.369
5,5,5,92,,34.752,-11.369
2,0,0,79,,35.806,-11.369
3,2,2,73,36,36.859,-11.369
8,0,1,59,96,37.912,-11.369
15,1,1,63,92,38.965,-11.369
13,6,9,55,57,40.019,-11.369
2,5,5,94,,43.178,-11.369
4,0,21,74,100,-76.995,-12.158
8,0,0,87,81,-75.941,-12.158
10,0,1,82,80,-74.886,-12.158
2,1,1,57,,-65.394,-12.158
2,41,67,47,,-64.339,-12.158
4,44,66,41,,-63.285,-12.158
3,24,26,70,,-62.23,-12.158
3,26,29,64,,-61.175,-12.158
2,16,19,72,,-60.121,-12.158
4,32,38,63,,-58.011,-12.158
11,49,58,47,,-56.957,-12.158
51,17,20,70,,-55.902,-12.158
19,38,56,52,,-54.847,-12.158
2,25,46,48,,-53.793,-12.158
15,24,41,59,,-52.738,-12.158
16,16,18,76,,-51.683,-12.158
1,1,1,72,,-50.629,-12.158
7,3,3,81,,-49.574,-12.158
7,4,5,83,,-48.519,-12.158
2,1,1,98,,-47.465,-12.158
26,1,1,49,,-46.41,-12.158
8,7,13,39,19,-45.355,-12.158
8,1,2,52,100,-44.301,-12.158
9,0,1,46,100,-43.246,-12.158
10,1,1,37,100,-42.191,-12.158
9,0,0,40,100,-41.137,-12.158
11,0,0,42,100,-40.082,-12.158
18,0,0,49,49,-39.027,-12.158
13,0,1,82,2,-37.973,-12.158
6,2,2,74,80,13.706,-12.158
2,7,8,91,1,14.761,-12.158
2,6,7,89,,15.815,-12.158
5,3,4,92,,16.87,-12.158
2,5,5,79,,17.925,-12.158
2,,,67,1,18.979,-12.158
3,,1,51,6,20.034,-12.158
2,,,6,57,21.089,-12.158
2,,,11,18,22.143,-12.158
1,8,9,71,,27.417,-12.158
3,,,35,,30.581,-12.158
5,0,0,62,78,31.635,-12.158
7,1,1,61,100,32.69,-12.158
25,0,0,81,52,33.745,-12.158
2,,,91,,34.799,-12.158
1,,,62,,36.909,-12.158
9,0,0,63,68,37.963,-12.158
10,0,0,69,100,39.018,-12.158
14,3,5,62,87,40.073,-12.158
1,,,74,,48.51,-12.158
5,0,0,67,,49.565,-12.158
1,,2,16,,130.774,-12.158
1,,1,5,,131.829,-12.158
1,17,1,1,,132.883,-12.158
7,0,0,78,99,-76.05,-12.947
6,2,2,91,59,-74.994,-12.947
8,0,0,96,76,-73.938,-12.947
5,1,1,99,22,-72.882,-12.947
4,1,1,90,74,-71.825,-12.947
1,3,10,53,,-70.769,-12.947
1,20,26,63,,-69.713,-12.947
2,4,6,70,,-67.601,-12.947
1,1,6,63,,-66.544,-12.947
4,2,4,49,,-65.488,-12.947
2,3,4,55,,-64.432,-12.947
7,8,11,68,,-61.264,-12.947
5,26,32,61,,-60.207,-12.947
8,15,17,77,,-59.151,-12.947
20,8,9,80,,-58.095,-12.947
11,25,29,67,,-57.039,-12.947
57,5,6,81,,-55.983,-12.947
26,39,48,52,,-54.926,-12.947
5,27,36,59,,-53.87,-12.947
16,18,28,66,,-52.814,-12.947
13,16,21,75,,-51.758,-12.947
4,2,3,69,,-50.702,-12.947
11,2,2,79,,-49.645,-12.947
8,3,4,84,,-48.589,-12.947
4,,,97,,-47.533,-12.947
29,1,2,60,,-46.477,-12.947
14,5,19,38,1,-45.421,-12.947
6,1,2,72,100,-44.365,-12.947
11,1,2,50,98,-43.308,-12.947
10,1,1,51,100,-42.252,-12.947
7,1,1,61,99,-41.196,-12.947
16,,0,45,86,-40.14,-12.947
24,1,1,77,13,-39.084,-12.947
4,7,8,80,,-38.027,-12.947
1,11,19,50,100,12.669,-12.947
9,4,4,92,50,13.726,-12.947
8,16,17,80,,14.782,-12.947
11,6,7,90,,15.838,-12.947
2,3,4,89,0,16.894,-12.947
3,0,1,74,35,17.95,-12.947
4,1,1,61,58,19.007,-12.947
3,,,44,74,20.063,-12.947
2,,,11,100,21.119,-12.947
6,0,0,26,100,22.175,-12.947
4,0,1,49,100,23.231,-12.947
3,,,68,99,24.288,-12.947
8,8,9,78,,28.512,-12.947
2,,,65,6,30.625,-12.947
5,,,51,100,31.681,-12.947
13,0,0,57,100,32.737,-12.947
34,1,1,78,59,33.793,-12.947
3,4,4,94,,34.849,-12.947
2,7,8,90,,35.906,-12.947
2,2,2,79,,36.962,-12.947
6,1,1,73,68,38.018,-12.947
7,1,2,63,100,39.074,-12.947
19,6,9,60,100,40.13,-12.947
5,1,3,32,,48.58,-12.947
6,1,1,72,,49.636,-12.947
4,,1,5,100,-76.167,-13.738
11,0,0,95,93,-75.109,-13.738
9,1,1,90,85,-74.051,-13.738
13,0,0,99,97,-72.994,-13.738
14,0,1,88,92,-71.936,-13.738
2,1,1,71,52,-70.878,-13.738
4,9,11,77,,-67.704,-13.738
4,5,5,67,,-66.647,-13.738
2,1,4,46,,-65.589,-13.738
2,3,10,38,,-64.531,-13.738
2,2,12,40,,-63.473,-13.738
1,4,11,60,,-62.415,-13.738
6,16,18,78,,-60.3,-13.738
33,2,2,91,,-59.242,-13.738
34,2,2,88,,-58.184,-13.738
38,7,8,85,,-57.126,-13.738
40,7,8,86,,-56.069,-13.738
27,20,23,75,,-55.011,-13.738
13,18,23,75,,-53.953,-13.738
15,3,3,89,,-52.895,-13.738
10,1,1,91,,-51.837,-13.738
9,2,2,80,,-50.78,-13.738
15,2,3,71,,-49.722,-13.738
9,4,4,82,,-48.664,-13.738
5,1,1,95,,-47.606,-13.738
22,2,7,56,,-46.548,-13.738
10,11,35,45,14,-45.491,-13.738
8,0,1,85,100,-44.433,-13.738
16,0,0,56,100,-43.375,-13.738
9,0,0,66,100,-42.317,-13.738
7,,,54,96,-41.259,-13.738
14,1,1,79,44,-40.201,-13.738
7,1,1,97,,-39.144,-13.738
2,1,4,35,100,12.689,-13.738
8,9,12,64,75,13.747,-13.738
15,19,21,73,1,14.805,-13.738
4,4,5,85,21,15.862,-13.738
4,0,1,80,60,16.92,-13.738
5,,,56,100,17.978,-13.738
3,0,0,53,100,19.036,-13.738
3,,,54,100,20.094,-13.738
10,0,0,33,100,22.209,-13.738
5,0,1,42,100,23.267,-13.738
2,,,80,100,24.325,-13.738
2,8,9,57,80,27.498,-13.738
6,2,3,68,76,28.556,-13.738
5,6,8,62,93,29.614,-13.738
4,0,0,83,99,30.672,-13.738
7,2,2,77,96,31.729,-13.738
23,1,1,59,99,32.787,-13.738
56,2,2,82,98,33.845,-13.738
13,5,6,71,39,34.903,-13.738
1,21,21,70,14,35.961,-13.738
2,0,0,67,99,38.076,-13.738
8,0,0,54,100,39.134,-13.738
17,7,10,67,100,40.192,-13.738
2,0,0,81,,47.597,-13.738
6,1,2,65,,48.654,-13.738
5,0,0,84,,49.712,-13.738
2,,3,3,29,130.106,-13.738
6,,1,83,100,-75.232,-14.53
5,0,1,85,72,-74.172,-14.53
5,1,2,91,29,-73.113,-14.53
5,1,1,81,18,-72.053,-14.53
6,0,2,39,78,-70.994,-14.53
5,,1,42,88,-69.934,-14.53
4,1,1,92,1,-68.874,-14.53
2,14,14,81,,-67.815,-14.53
4,8,10,67,,-66.755,-14.53
4,2,3,75,,-65.696,-14.53
3,8,14,62,,-64.636,-14.53
1,6,12,32,,-63.577,-14.53
5,7,8,87,,-60.398,-14.53
6,1,1,90,,-59.339,-14.53
17,0,0,89,,-58.279,-14.53
23,1,1,89,,-57.22,-14.53
16,1,1,98,,-56.16,-14.53
9,5,6,93,,-55.101,-14.53
20,1,2,91,,-54.041,-14.53
10,2,2,87,,-52.981,-14.53
7,1,1,85,,-51.922,-14.53
10,1,1,65,,-50.862,-14.53
12,1,1,88,,-49.803,-14.53
13,2,2,82,,-48.743,-14.53
17,2,2,90,,-47.684,-14.53
16,1,2,75,,-46.624,-14.53
5,6,27,49,5,-45.565,-14.53
4,0,0,79,100,-44.505,-14.53
12,0,0,54,100,-43.446,-14.53
12,0,0,80,100,-42.386,-14.53
10,0,0,69,100,-41.327,-14.53
19,0,0,83,38,-40.267,-14.53
9,2,2,95,,-39.208,-14.53
1,1,4,40,100,12.71,-14.53
15,2,3,77,100,13.769,-14.53
11,6,9,54,94,14.829,-14.53
3,3,6,66,100,15.888,-14.53
2,,1,66,100,16.948,-14.53
5,1,2,53,100,18.007,-14.53
5,0,0,34,100,19.067,-14.53
2,,,26,100,20.126,-14.53
2,,,19,100,21.186,-14.53
9,0,0,32,100,22.245,-14.53
9,0,1,40,100,23.305,-14.53
6,0,2,52,100,24.365,-14.53
5,0,0,56,100,25.424,-14.53
4,,,56,100,26.484,-14.53
8,4,6,43,100,27.543,-14.53
8,0,1,52,100,28.603,-14.53
4,,,89,100,29.662,-14.53
5,1,2,89,95,30.722,-14.53
3,1,2,80,57,31.781,-14.53
3,8,8,78,98,32.841,-14.53
34,0,0,83,74,33.9,-14.53
37,2,4,66,83,34.96,-14.53
12,1,1,57,42,36.019,-14.53
3,1,1,77,95,37.079,-14.53
3,2,3,81,89,38.138,-14.53
7,4,5,74,100,39.198,-14.53
14,3,4,66,100,40.258,-14.53
1,,1,33,100,41.317,-14.53
8,0,0,65,,47.674,-14.53
4,1,2,62,,48.734,-14.53
3,3,4,91,,49.793,-14.53
1,,,37,7,126.08,-14.53
3,0,0,80,94,-74.3,-15.324
6,0,3,83,91,-73.239,-15.324
4,,,80,94,-72.178,-15.324
2,,2,49,49,-71.116,-15.324
13,0,1,15,88,-70.055,-15.324
3,0,0,72,5,-68.993,-15.324
2,12,13,86,2,-67.932,-15.324
1,31,31,65,,-66.871,-15.324
2,5,8,74,,-65.809,-15.324
6,4,6,54,,-64.748,-15.324
6,39,55,47,,-63.687,-15.324
1,6,9,85,1,-60.503,-15.324
4,1,1,93,,-59.441,-15.324
8,0,0,93,,-58.38,-15.324
8,1,1,89,,-57.318,-15.324
6,1,1,96,,-56.257,-15.324
29,3,3,92,,-55.196,-15.324
50,1,2,82,,-54.134,-15.324
12,2,2,85,,-53.073,-15.324
13,1,1,74,,-52.012,-15.324
13,0,0,60,,-50.95,-15.324
20,0,0,93,,-49.889,-15.324
20,2,2,89,,-48.828,-15.324
18,3,3,89,,-47.766,-15.324
19,1,1,88,,-46.705,-15.324
3,6,14,72,15,-45.643,-15.324
6,0,0,70,100,-44.582,-15.324
14,0,0,67,100,-43.521,-15.324
9,1,1,82,100,-42.459,-15.324
9,0,0,63,100,-41.398,-15.324
24,0,0,86,89,-40.337,-15.324
13,0,1,85,10,-39.275,-15.324
6,2,3,57,100,13.793,-15.324
2,0,1,23,100,14.854,-15.324
1,,,35,100,15.916,-15.324
2,,0,30,100,18.038,-15.324
3,,,21,100,19.1,-15.324
1,,1,18,100,20.161,-15.324
1,,,16,100,21.223,-15.324
4,0,1,32,100,22.284,-15.324
11,,1,27,100,23.345,-15.324
4,0,0,30,100,24.407,-15.324
7,,,44,100,25.468,-15.324
8,0,0,58,100,26.529,-15.324
14,0,1,63,100,27.591,-15.324
11,4,7,67,100,28.652,-15.324
5,0,1,65,100,29.713,-15.324
9,0,0,68,100,30.775,-15.324
7,,,85,97,31.836,-15.324
7,0,0,88,100,32.898,-15.324
8,1,1,92,39,33.959,-15.324
32,1,2,79,35,35.02,-15.324
16,3,3,86,3,36.082,-15.324
10,3,4,92,9,37.143,-15.324
6,2,2,93,3,38.204,-15.324
4,2,3,87,92,39.266,-15.324
10,1,3,52,100,40.327,-15.324
6,0,2,38,,46.695,-15.324
12,1,4,58,,47.757,-15.324
5,1,1,87,,48.818,-15.324
1,,,48,,125.236,-15.324
2,11,3,7,100,128.42,-15.324
1,,,18,100,130.543,-15.324
1,6,,1,46,142.218,-15.324
3,,,97,,179.234,-16.119
5,0,0,41,99,-72.309,-16.119
2,,0,32,93,-71.246,-16.119
4,,1,26,38,-70.183,-16.119
7,0,2,22,30,-69.119,-16.119
4,1,1,46,61,-68.056,-16.119
2,6,6,94,,-66.993,-16.119
1,,14,30,,-65.93,-16.119
10,1,9,15,,-64.866,-16.119
19,39,47,52,,-63.803,-16.119
10,33,46,56,64,-62.74,-16.119
2,5,6,70,99,-61.676,-16.119
3,10,12,66,54,-60.613,-16.119
2,3,3,94,,-59.55,-16.119
8,1,1,94,,-58.486,-16.119
5,4,4,90,,-57.423,-16.119
5,1,2,73,,-56.36,-16.119
17,1,1,96,,-55.297,-16.119
7,1,1,96,,-54.233,-16.119
14,3,3,95,,-53.17,-16.119
14,0,1,83,,-52.107,-16.119
17,0,0,90,,-51.043,-16.119
22,0,1,94,,-49.98,-16.119
27,1,1,94,,-48.917,-16.119
29,3,3,86,,-47.853,-16.119
24,1,1,91,,-46.79,-16.119
6,0,2,83,68,-45.727,-16.119
11,0,0,82,95,-44.663,-16.119
19,0,0,92,100,-43.6,-16.119
8,0,0,95,100,-42.537,-16.119
8,0,0,93,100,-41.474,-16.119
20,0,0,91,98,-40.41,-16.119
14,1,1,77,17,-39.347,-16.119
1,1,1,16,100,13.818,-16.119
2,,1,13,100,14.881,-16.119
2,,,3,100,15.945,-16.119
2,,,22,100,18.071,-16.119
1,,,13,100,19.135,-16.119
3,,,6,100,22.325,-16.119
8,1,2,19,100,23.388,-16.119
5,0,0,38,100,24.451,-16.119
8,0,0,45,100,25.514,-16.119
16,0,1,51,100,26.578,-16.119
18,1,2,66,100,27.641,-16.119
12,0,1,64,100,28.704,-16.119
12,,,70,100,29.768,-16.119
10,2,2,48,100,30.831,-16.119
11,2,2,64,100,31.894,-16.119
5,0,1,70,100,32.958,-16.119
9,1,2,67,100,34.021,-16.119
48,5,7,73,44,35.084,-16.119
11,7,8,91,,36.148,-16.119
8,4,4,95,,37.211,-16.119
2,1,1,93,,38.274,-16.119
5,0,1,73,7,39.337,-16.119
3,3,3,60,51,40.401,-16.119
4,0,2,15,,44.654,-16.119
10,0,4,27,,45.717,-16.119
14,3,7,42,,46.781,-16.119
9,1,2,54,,47.844,-16.119
3,0,0,87,,48.907,-16.119
1,,1,45,92,124.402,-16.119
1,,,20,100,128.655,-16.119
2,,,96,,179.693,-16.119
1,,,98,,178.886,-16.915
2,0,0,50,100,-71.383,-16.915
3,,1,61,99,-70.318,-16.915
7,,1,6,100,-69.252,-16.915
4,1,1,25,100,-68.187,-16.915
7,1,1,99,55,-67.122,-16.915
2,4,8,89,35,-66.056,-16.915
4,12,28,48,,-64.991,-16.915
26,12,13,74,,-63.926,-16.915
40,2,9,31,61,-62.86,-16.915
13,0,4,25,100,-61.795,-16.915
1,16,20,68,23,-60.73,-16.915
2,1,2,43,,-56.468,-16.915
5,2,2,80,,-55.403,-16.915
