iso3c,country,region,income,gender,type,value
RUS,Russian Federation,Europe & Central Asia,hic,Male,years,11.61999989
RUS,Russian Federation,Europe & Central Asia,hic,Female,years,11.89000034
RUS,Russian Federation,Europe & Central Asia,hic,Total,lays,9.365810394
RUS,Russian Federation,Europe & Central Asia,hic,Male,lays,9.184993744
RUS,Russian Federation,Europe & Central Asia,hic,Female,lays,9.53113842
RWA,Rwanda,Sub-Saharan Africa,lic,Total,years,5.125999928
RWA,Rwanda,Sub-Saharan Africa,lic,Male,years,5.706999779
RWA,Rwanda,Sub-Saharan Africa,lic,Female,years,4.538000107
RWA,Rwanda,Sub-Saharan Africa,lic,Total,lays,2.936861515
RWA,Rwanda,Sub-Saharan Africa,lic,Male,lays,3.208634853
RWA,Rwanda,Sub-Saharan Africa,lic,Female,lays,2.650891304
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",hic,Total,years,9.869000435
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",hic,Male,years,10.5010004
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",hic,Female,years,9
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",hic,Total,lays,6.299879551
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",hic,Male,lays,6.436794281
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",hic,Female,lays,5.988398075
SDN,Sudan,Sub-Saharan Africa,lic,Total,years,4.521999836
SDN,Sudan,Sub-Saharan Africa,lic,Male,years,4.756000042
SDN,Sudan,Sub-Saharan Africa,lic,Female,years,4.282999992
SDN,Sudan,Sub-Saharan Africa,lic,Total,lays,2.746725321
SDN,Sudan,Sub-Saharan Africa,lic,Male,lays,2.825335741
SDN,Sudan,Sub-Saharan Africa,lic,Female,lays,2.668277502
SEN,Senegal,Sub-Saharan Africa,lmc,Total,years,3.75999999
SEN,Senegal,Sub-Saharan Africa,lmc,Male,years,5.296000004
SEN,Senegal,Sub-Saharan Africa,lmc,Female,years,2.35800004
SEN,Senegal,Sub-Saharan Africa,lmc,Total,lays,2.481322289
SEN,Senegal,Sub-Saharan Africa,lmc,Male,lays,3.535179377
SEN,Senegal,Sub-Saharan Africa,lmc,Female,lays,1.540088654
SGP,Singapore,East Asia & Pacific,hic,Total,years,14.66899967
SGP,Singapore,East Asia & Pacific,hic,Male,years,14.61100006
SGP,Singapore,East Asia & Pacific,hic,Female,years,14.73400021
SGP,Singapore,East Asia & Pacific,hic,Total,lays,13.50186729
SGP,Singapore,East Asia & Pacific,hic,Male,lays,13.39053917
SGP,Singapore,East Asia & Pacific,hic,Female,lays,13.62244034
SLE,Sierra Leone,Sub-Saharan Africa,lic,Total,years,4.449999809
SLE,Sierra Leone,Sub-Saharan Africa,lic,Male,years,5.311999798
SLE,Sierra Leone,Sub-Saharan Africa,lic,Female,years,3.519000053
SLE,Sierra Leone,Sub-Saharan Africa,lic,Total,lays,2.249036551
SLE,Sierra Leone,Sub-Saharan Africa,lic,Male,lays,2.701412916
SLE,Sierra Leone,Sub-Saharan Africa,lic,Female,lays,1.767617822
SLV,El Salvador,Latin America & Caribbean,umc,Total,years,9.774000168
SLV,El Salvador,Latin America & Caribbean,umc,Male,years,9.581999779
SLV,El Salvador,Latin America & Caribbean,umc,Female,years,9.928999901
SLV,El Salvador,Latin America & Caribbean,umc,Total,lays,6.81713438
SLV,El Salvador,Latin America & Caribbean,umc,Male,lays,6.637009621
SLV,El Salvador,Latin America & Caribbean,umc,Female,lays,6.976507664
SRB,Serbia,Europe & Central Asia,umc,Total,years,12.41100025
SRB,Serbia,Europe & Central Asia,umc,Male,years,12.19499969
SRB,Serbia,Europe & Central Asia,umc,Female,years,12.64000034
SRB,Serbia,Europe & Central Asia,umc,Total,lays,9.083929062
SRB,Serbia,Europe & Central Asia,umc,Male,lays,8.803283691
SRB,Serbia,Europe & Central Asia,umc,Female,lays,9.383473396
SVK,Slovak Republic,Europe & Central Asia,hic,Total,years,12.23700047
SVK,Slovak Republic,Europe & Central Asia,hic,Male,years,11.93299961
SVK,Slovak Republic,Europe & Central Asia,hic,Female,years,12.56900024
SVK,Slovak Republic,Europe & Central Asia,hic,Total,lays,9.502765656
SVK,Slovak Republic,Europe & Central Asia,hic,Male,lays,9.152780533
SVK,Slovak Republic,Europe & Central Asia,hic,Female,lays,9.878926277
SVN,Slovenia,Europe & Central Asia,hic,Total,years,12.79300022
SVN,Slovenia,Europe & Central Asia,hic,Male,years,12.32199955
SVN,Slovenia,Europe & Central Asia,hic,Female,years,13.26099968
SVN,Slovenia,Europe & Central Asia,hic,Total,lays,10.66033554
SVN,Slovenia,Europe & Central Asia,hic,Male,lays,10.10323238
SVN,Slovenia,Europe & Central Asia,hic,Female,lays,11.23625755
SWE,Sweden,Europe & Central Asia,hic,Total,years,12.78899956
SWE,Sweden,Europe & Central Asia,hic,Male,years,12.44900036
SWE,Sweden,Europe & Central Asia,hic,Female,years,13.15400028
SWE,Sweden,Europe & Central Asia,hic,Total,lays,10.627388
SWE,Sweden,Europe & Central Asia,hic,Male,lays,10.2001009
SWE,Sweden,Europe & Central Asia,hic,Female,lays,11.08379078
TGO,Togo,Sub-Saharan Africa,lic,Total,years,7.138999939
TGO,Togo,Sub-Saharan Africa,lic,Male,years,8.574000359
TGO,Togo,Sub-Saharan Africa,lic,Female,years,5.744999886
TGO,Togo,Sub-Saharan Africa,lic,Total,lays,4.382978439
TGO,Togo,Sub-Saharan Africa,lic,Male,lays,5.27115202
TGO,Togo,Sub-Saharan Africa,lic,Female,lays,3.521527767
THA,Thailand,East Asia & Pacific,umc,Total,years,9.727000237
THA,Thailand,East Asia & Pacific,umc,Male,years,9.494999886
THA,Thailand,East Asia & Pacific,umc,Female,years,9.923999786
THA,Thailand,East Asia & Pacific,umc,Total,lays,6.639260769
THA,Thailand,East Asia & Pacific,umc,Male,lays,6.274416447
THA,Thailand,East Asia & Pacific,umc,Female,lays,6.96364212
TON,Tonga,East Asia & Pacific,umc,Total,years,11.84700012
TON,Tonga,East Asia & Pacific,umc,Male,years,11.58500004
TON,Tonga,East Asia & Pacific,umc,Female,years,12.04599953
TON,Tonga,East Asia & Pacific,umc,Total,lays,7.315887928
TON,Tonga,East Asia & Pacific,umc,Male,lays,6.947014332
TON,Tonga,East Asia & Pacific,umc,Female,lays,7.698548794
TTO,Trinidad and Tobago,Latin America & Caribbean,hic,Total,years,11.88399982
TTO,Trinidad and Tobago,Latin America & Caribbean,hic,Male,years,11.68700027
TTO,Trinidad and Tobago,Latin America & Caribbean,hic,Female,years,12.07800007
TTO,Trinidad and Tobago,Latin America & Caribbean,hic,Total,lays,8.714089394
TTO,Trinidad and Tobago,Latin America & Caribbean,hic,Male,lays,8.317838669
TTO,Trinidad and Tobago,Latin America & Caribbean,hic,Female,lays,9.104955673
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Total,years,10.29599953
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Male,years,10.03499985
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Female,years,10.51099968
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Total,lays,6.327158928
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Male,lays,6.124755859
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Female,lays,6.497285366
TUR,Turkiye,Europe & Central Asia,umc,Total,years,9.199999809
TUR,Turkiye,Europe & Central Asia,umc,Male,years,9.684000015
TUR,Turkiye,Europe & Central Asia,umc,Female,years,8.736000061
TUR,Turkiye,Europe & Central Asia,umc,Total,lays,7.035610199
TUR,Turkiye,Europe & Central Asia,umc,Male,lays,7.334372997
TUR,Turkiye,Europe & Central Asia,umc,Female,lays,6.746272087
TZA,Tanzania,Sub-Saharan Africa,lmc,Total,years,6.507999897
TZA,Tanzania,Sub-Saharan Africa,lmc,Male,years,6.864999771
TZA,Tanzania,Sub-Saharan Africa,lmc,Female,years,6.150000095
TZA,Tanzania,Sub-Saharan Africa,lmc,Total,lays,4.045166016
TZA,Tanzania,Sub-Saharan Africa,lmc,Male,lays,4.194390297
TZA,Tanzania,Sub-Saharan Africa,lmc,Female,lays,3.885492086
UKR,Ukraine,Europe & Central Asia,umc,Total,years,11.09300041
UKR,Ukraine,Europe & Central Asia,umc,Male,years,10.98799992
UKR,Ukraine,Europe & Central Asia,umc,Female,years,11.1960001
UKR,Ukraine,Europe & Central Asia,umc,Total,lays,8.487003326
UKR,Ukraine,Europe & Central Asia,umc,Male,lays,8.339242935
UKR,Ukraine,Europe & Central Asia,umc,Female,lays,8.64212513
URY,Uruguay,Latin America & Caribbean,hic,Total,years,10.40999985
URY,Uruguay,Latin America & Caribbean,hic,Male,years,9.887999535
URY,Uruguay,Latin America & Caribbean,hic,Female,years,10.93099976
URY,Uruguay,Latin America & Caribbean,hic,Total,lays,7.290275097
URY,Uruguay,Latin America & Caribbean,hic,Male,lays,6.895197868
URY,Uruguay,Latin America & Caribbean,hic,Female,lays,7.685088158
USA,United States,North America,hic,Total,years,13.81900024
USA,United States,North America,hic,Male,years,13.76299953
USA,United States,North America,hic,Female,years,13.88300037
USA,United States,North America,hic,Total,lays,11.31607342
USA,United States,North America,hic,Male,lays,11.22090626
USA,United States,North America,hic,Female,lays,11.42041206
VNM,Viet Nam,East Asia & Pacific,lmc,Total,years,8.501999855
VNM,Viet Nam,East Asia & Pacific,lmc,Male,years,8.583999634
VNM,Viet Nam,East Asia & Pacific,lmc,Female,years,8.420000076
VNM,Viet Nam,East Asia & Pacific,lmc,Total,lays,7.061424732
VNM,Viet Nam,East Asia & Pacific,lmc,Male,lays,7.056785583
VNM,Viet Nam,East Asia & Pacific,lmc,Female,lays,7.061399937
YEM,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",lic,Total,years,5.320000172
YEM,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",lic,Male,years,7.18200016
YEM,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",lic,Female,years,3.346999884
YEM,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",lic,Total,lays,2.735135794
YEM,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",lic,Male,lays,3.685385227
YEM,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",lic,Female,lays,1.725163698
ZAF,South Africa,Sub-Saharan Africa,umc,Total,years,11.42199993
ZAF,South Africa,Sub-Saharan Africa,umc,Male,years,11.36800003
ZAF,South Africa,Sub-Saharan Africa,umc,Female,years,11.47900009
ZAF,South Africa,Sub-Saharan Africa,umc,Total,lays,6.264080048
ZAF,South Africa,Sub-Saharan Africa,umc,Male,lays,5.962019444
ZAF,South Africa,Sub-Saharan Africa,umc,Female,lays,6.589330673
