iso3c,date,years_of_schooling
CMR,1890,0.01758229733
CMR,1895,0.02073756792
CMR,1900,0.02965276688
CMR,1905,0.04993795604
CMR,1910,0.07136441767
CMR,1915,0.0821371153
CMR,1920,0.08783333749
CMR,1925,0.1405459642
CMR,1930,0.1919247508
CMR,1935,0.2479965091
CMR,1940,0.3422829211
CMR,1945,0.4321123362
CMR,1950,0.5447171926
CMR,1955,0.6625916362
CMR,1960,0.8729426265
CMR,1965,1.0441401
CMR,1970,1.390852809
CMR,1975,1.698614359
CMR,1980,2.309625387
CMR,1985,3.057654142
CMR,1990,3.793665409
CMR,1995,4.542015553
CMR,2000,5.26883173
CMR,2005,5.946498394
CMR,2010,6.411089897
CIV,1870,0.08612511307
CIV,1875,0.09694676101
CIV,1880,0.1092974097
CIV,1885,0.1234984919
CIV,1890,0.13975586
CIV,1895,0.1583383828
CIV,1900,0.1790414751
CIV,1905,0.2027352452
CIV,1910,0.2296799272
CIV,1915,0.2603753805
CIV,1920,0.2952134907
CIV,1925,0.3344856799
CIV,1930,0.3792683482
CIV,1935,0.429567188
CIV,1940,0.4150474966
CIV,1945,0.4263941944
CIV,1950,0.4430068731
CIV,1955,0.4855498374
CIV,1960,0.5447244644
CIV,1965,0.6486237049
CIV,1970,0.7770266533
CIV,1975,0.9832547307
CIV,1980,1.367296338
CIV,1985,1.791529179
CIV,1990,2.157983303
CIV,1995,2.670241594
CIV,2000,3.480563164
CIV,2005,4.054190159
CIV,2010,4.576905727
GHA,1870,0.01442230958
GHA,1875,0.01620381512
GHA,1880,0.01918386109
GHA,1885,0.02298318781
GHA,1890,0.02782580629
GHA,1895,0.03399574012
GHA,1900,0.04185229912
GHA,1905,0.05184856057
GHA,1910,0.1200393438
GHA,1915,0.1681735367
GHA,1920,0.2119639814
GHA,1925,0.2445608974
GHA,1930,0.2732857466
GHA,1935,0.4033217132
GHA,1940,0.504036963
GHA,1945,0.5877106786
GHA,1950,0.6381757259
GHA,1955,0.6871680021
GHA,1960,0.7301747203
GHA,1965,1.247090697
GHA,1970,1.902238846
GHA,1975,2.559493303
GHA,1980,3.363399506
GHA,1985,4.436000824
GHA,1990,5.416959286
GHA,1995,6.195202351
GHA,2000,6.645333767
GHA,2005,6.792200565
GHA,2010,7.261775017
KEN,1870,0.007528967224
KEN,1875,0.008216326125
KEN,1880,0.00916968938
KEN,1885,0.01049776003
KEN,1890,0.01232640445
KEN,1895,0.01482667588
KEN,1900,0.01824177057
KEN,1905,0.02290331386
KEN,1910,0.1820892692
KEN,1915,0.2946311533
KEN,1920,0.4028826654
KEN,1925,0.4877584279
KEN,1930,0.5661844611
KEN,1935,0.6287654042
KEN,1940,0.6875705719
KEN,1945,0.8394315243
KEN,1950,0.9334998131
KEN,1955,1.109277844
KEN,1960,1.26641643
KEN,1965,1.353610039
KEN,1970,1.503850341
KEN,1975,2.042314768
KEN,1980,2.692047834
KEN,1985,3.321735144
KEN,1990,4.039402008
KEN,1995,4.90426445
KEN,2000,5.662600517
KEN,2005,6.226006031
KEN,2010,6.738921642
MWI,1870,0.007655236404
MWI,1875,0.008557795547
MWI,1880,0.009866786189
MWI,1885,0.01162849925
MWI,1890,0.01413691416
MWI,1895,0.01752679236
MWI,1900,0.02232129872
MWI,1905,0.02879951522
MWI,1910,0.03825803846
MWI,1915,0.1853595227
MWI,1920,0.2959663868
MWI,1925,0.3886858523
MWI,1930,0.489010483
MWI,1935,0.5806927085
MWI,1940,0.6546259522
MWI,1945,0.7168007493
MWI,1950,0.7993440032
MWI,1955,0.8414437771
MWI,1960,0.9272634983
MWI,1965,0.9907462597
MWI,1970,1.242963433
MWI,1975,1.533166647
MWI,1980,1.82946384
MWI,1985,2.331038713
MWI,1990,2.696327686
MWI,1995,3.002878904
MWI,2000,3.344504595
MWI,2005,3.680002451
MWI,2010,4.646390915
MLI,1870,0.005737434141
MLI,1875,0.005763442256
MLI,1880,0.005846642423
MLI,1885,0.005990686826
MLI,1890,0.006209129002
MLI,1895,0.006516986061
MLI,1900,0.006936960854
MLI,1905,0.007497692015
MLI,1910,0.008239870891
MLI,1915,0.009211471304
MLI,1920,0.01047582366
MLI,1925,0.02264211513
MLI,1930,0.03250543773
MLI,1935,0.04149130359
MLI,1940,0.04868288711
MLI,1945,0.06672658026
MLI,1950,0.09032167494
MLI,1955,0.1076690257
MLI,1960,0.1332954913
MLI,1965,0.1520897299
MLI,1970,0.2067595869
MLI,1975,0.2506672144
MLI,1980,0.3989377916
MLI,1985,0.5773421526
MLI,1990,0.7821474671
MLI,1995,0.9592445493
MLI,2000,1.102087617
MLI,2005,1.254435539
MLI,2010,1.624316931
MUS,1870,0.1744284928
MUS,1875,0.2100335956
MUS,1880,0.2526112199
MUS,1885,0.3033115566
MUS,1890,0.3685182631
MUS,1895,0.4598315954
MUS,1900,0.8296364546
MUS,1905,1.128540277
MUS,1910,1.408430934
MUS,1915,1.604751587
MUS,1920,1.764101028
MUS,1925,1.909220576
MUS,1930,2.008093596
MUS,1935,2.128399611
MUS,1940,2.195636988
MUS,1945,2.244269133
MUS,1950,2.369845867
MUS,1955,2.515698433
MUS,1960,2.763853312
MUS,1965,3.358727694
MUS,1970,3.964396477
MUS,1975,4.21999979
MUS,1980,4.625993729
MUS,1985,5.089582443
MUS,1990,6.112502575
MUS,1995,6.525316715
MUS,2000,6.614233494
MUS,2005,7.578294754
MUS,2010,8.822852135
MOZ,1870,0.005524837878
MOZ,1875,0.005913853645
MOZ,1880,0.006436128635
MOZ,1885,0.007140329573
MOZ,1890,0.008078267798
MOZ,1895,0.00932126306
MOZ,1900,0.01096863206
MOZ,1905,0.0131525211
MOZ,1910,0.01604832895
MOZ,1915,0.01988868229
MOZ,1920,0.02497902699
MOZ,1925,0.03169670701
MOZ,1930,0.09652648866
MOZ,1935,0.1381474286
MOZ,1940,0.1889702231
MOZ,1945,0.201339379
MOZ,1950,0.2123787403
MOZ,1955,0.4369885921
MOZ,1960,0.633441925
MOZ,1965,0.8026810884
MOZ,1970,0.9436681271
MOZ,1975,0.8848159909
MOZ,1980,0.8278541565
MOZ,1985,0.8890786171
MOZ,1990,0.9074524045
MOZ,1995,0.8687019944
MOZ,2000,0.9764142036
MOZ,2005,1.191547871
MOZ,2010,1.33553648
NER,1870,0.006207807455
NER,1875,0.006212015171
NER,1880,0.00621658517
NER,1885,0.0062215738
NER,1890,0.006227039266
NER,1895,0.00623304164
NER,1900,0.006239649374
NER,1905,0.006246908102
NER,1910,0.006301620044
NER,1915,0.006436909549
NER,1920,0.006669832394
NER,1925,0.09203135967
NER,1930,0.1559677124
NER,1935,0.2129721045
NER,1940,0.2653415501
NER,1945,0.3080379069
NER,1950,0.3301200271
NER,1955,0.3666471541
NER,1960,0.3966478407
NER,1965,0.411221087
NER,1970,0.4214091003
NER,1975,0.4312330484
NER,1980,0.4700388312
NER,1985,0.5625048876
NER,1990,0.7168062925
NER,1995,0.9206293225
NER,2000,1.158343554
NER,2005,1.371489167
NER,2010,1.528903723
REU,1870,0.680315733
REU,1875,0.7157301307
REU,1880,0.7643805146
REU,1885,0.8131639957
REU,1890,0.8509975672
REU,1895,0.9251580238
REU,1900,1.00336349
REU,1905,1.337193608
REU,1910,1.59196794
REU,1915,1.879125476
REU,1920,2.102463484
REU,1925,2.303800821
REU,1930,2.477767467
REU,1935,2.625804186
REU,1940,2.740475416
REU,1945,2.788003922
REU,1950,2.873023748
REU,1955,2.756254196
REU,1960,2.674823284
REU,1965,2.354305267
REU,1970,2.70892477
REU,1975,3.298063278
REU,1980,4.129259586
REU,1985,5.033846855
REU,1990,5.827997208
REU,1995,6.541587353
REU,2000,7.108277798
REU,2005,7.606024742
REU,2010,8.027386665
SEN,1870,0.007329879794
SEN,1875,0.007824024186
SEN,1880,0.008461861871
SEN,1885,0.009275306948
SEN,1890,0.0103081679
SEN,1895,0.01169316191
SEN,1900,0.01359678246
SEN,1905,0.01612625457
SEN,1910,0.01943789795
SEN,1915,0.02372914366
SEN,1920,0.02925657481
SEN,1925,0.3928153813
SEN,1930,0.6662611365
SEN,1935,0.9123215079
SEN,1940,1.127251029
SEN,1945,1.340029955
SEN,1950,1.801826596
SEN,1955,1.981647015
SEN,1960,2.098466396
SEN,1965,2.087975264
SEN,1970,2.111793041
SEN,1975,2.152354956
SEN,1980,2.253602743
SEN,1985,2.321625233
SEN,1990,2.260952234
SEN,1995,2.137670755
SEN,2000,1.982884049
SEN,2005,1.657682657
SEN,2010,2.64944005
SLE,1870,0.01928453147
SLE,1875,0.02280194685
SLE,1880,0.02724903077
SLE,1885,0.03286835551
SLE,1890,0.03996403515
SLE,1895,0.04896906391
SLE,1900,0.0605442822
SLE,1905,0.07529635727
SLE,1910,0.09402761608
SLE,1915,0.1432188153
SLE,1920,0.1831540167
SLE,1925,0.2208575755
SLE,1930,0.2505489886
SLE,1935,0.2758543789
SLE,1940,0.3329618871
SLE,1945,0.3793052733
SLE,1950,0.4167144597
SLE,1955,0.4421541095
SLE,1960,0.4734544158
SLE,1965,0.5318211913
SLE,1970,0.6000928879
SLE,1975,0.7603858113
SLE,1980,1.004216552
SLE,1985,1.302192688
SLE,1990,1.657548547
SLE,1995,2.070076704
SLE,2000,2.437446833
SLE,2005,2.859506845
SLE,2010,3.263749838
ZAF,1870,0.6308836937
ZAF,1875,0.723679781
ZAF,1880,0.828166604
ZAF,1885,0.9451723695
ZAF,1890,1.095713377
ZAF,1895,1.290134668
ZAF,1900,1.401618838
ZAF,1905,1.352442622
ZAF,1910,1.370191693
ZAF,1915,1.375138998
ZAF,1920,1.823668718
ZAF,1925,2.240673304
ZAF,1930,2.617048502
ZAF,1935,3.061466694
ZAF,1940,3.442163467
ZAF,1945,3.78266263
ZAF,1950,3.967222214
ZAF,1955,4.250169754
ZAF,1960,4.26789999
ZAF,1965,4.397043705
ZAF,1970,4.546739101
ZAF,1975,4.740185738
ZAF,1980,4.90221405
ZAF,1985,4.957749844
ZAF,1990,6.580914974
ZAF,1995,8.23306942
ZAF,2000,7.544980049
ZAF,2005,8.498592377
ZAF,2010,9.716927528
SDN,1870,0.006521339994
SDN,1875,0.006933396216
SDN,1880,0.00744846696
SDN,1885,0.008092441596
SDN,1890,0.008897649124
SDN,1895,0.009904400446
SDN,1900,0.01116291713
SDN,1905,0.01882124506
SDN,1910,0.02403306216
SDN,1915,0.02877850644
SDN,1920,0.04757256806
SDN,1925,0.06137198582
SDN,1930,0.07573775947
SDN,1935,0.1005434915
SDN,1940,0.1445991248
SDN,1945,0.1803084612
SDN,1950,0.2551850379
SDN,1955,0.3166839182
SDN,1960,0.4160999358
SDN,1965,0.5119450688
SDN,1970,0.629864037
SDN,1975,0.7451704144
SDN,1980,0.9705914855
SDN,1985,1.158369541
SDN,1990,1.680750728
SDN,1995,2.234606981
SDN,2000,2.741140604
SDN,2005,3.148572683
SDN,2010,3.47920537
UGA,1870,0.005696870852
UGA,1875,0.005608997773
UGA,1880,0.005713008344
UGA,1885,0.005914062262
UGA,1890,0.006249773316
UGA,1895,0.006761094555
UGA,1900,0.007520737592
UGA,1905,0.008623584174
UGA,1910,0.1213293597
UGA,1915,0.1992451251
UGA,1920,0.2702110112
UGA,1925,0.3216349483
UGA,1930,0.3668443859
UGA,1935,0.3995594978
UGA,1940,0.427883625
UGA,1945,0.6556279063
UGA,1950,0.8261017799
UGA,1955,0.9689237475
UGA,1960,1.081412911
UGA,1965,1.035826445
UGA,1970,1.114120245
UGA,1975,1.509197235
UGA,1980,1.925328016
UGA,1985,2.362734318
UGA,1990,2.979758739
UGA,1995,3.599731207
UGA,2000,4.143557072
UGA,2005,4.638270378
UGA,2010,5.681678295
ZWE,1870,0.02085133269
ZWE,1875,0.02489306964
ZWE,1880,0.02994544245
ZWE,1885,0.03625756875
ZWE,1890,0.04413766041
ZWE,1895,0.05396570265
ZWE,1900,0.0662079975
ZWE,1905,0.08143343776
ZWE,1910,0.1003369913
ZWE,1915,0.1239459664
ZWE,1920,0.1532617211
ZWE,1925,0.1893466711
ZWE,1930,0.2671350837
ZWE,1935,0.410095036
ZWE,1940,0.7359169126
ZWE,1945,1.021041751
ZWE,1950,1.104623675
ZWE,1955,1.413032889
ZWE,1960,1.782944202
ZWE,1965,2.187315226
ZWE,1970,2.523484945
ZWE,1975,2.991309404
ZWE,1980,3.39515543
ZWE,1985,4.237162113
ZWE,1990,4.889707088
ZWE,1995,5.698816776
ZWE,2000,6.171016693
ZWE,2005,7.017484665
ZWE,2010,7.603169441
AUS,2015,13.2285738
AUS,2020,13.2113924
AUS,2025,13.14603138
AUT,2015,10.65209961
AUT,2020,10.74621391
AUT,2025,10.69174671
BEL,2015,11.58071709
BEL,2020,11.79172325
BEL,2025,11.93719864
CAN,2015,13.10140991
CAN,2020,13.16011143
CAN,2025,13.20662498
DNK,2015,11.90064621
DNK,2020,11.91229153
DNK,2025,11.90662384
FIN,2015,11.44139576
FIN,2020,11.55748653
FIN,2025,11.50554657
FRA,2015,11.70171356
FRA,2020,12.00724697
FRA,2025,12.20517731
DEU,2015,12.75660706
DEU,2020,13.02785206
DEU,2025,13.34009266
GRC,2015,11.72362232
GRC,2020,12.03299141
GRC,2025,12.17938709
ISL,2015,12.81725502
ISL,2020,13.48014927
ISL,2025,14.16322327
IRL,2015,13.87311745
IRL,2020,14.05680847
IRL,2025,14.13451958
ITA,2015,11.11542988
ITA,2020,11.53273678
ITA,2025,11.86381626
JPN,2015,12.70054913
JPN,2020,12.94704437
JPN,2025,13.02053452
LUX,2015,11.75326633
LUX,2020,11.8531971
LUX,2025,11.95564938
NLD,2015,12.01205444
NLD,2020,12.09861851
NLD,2025,12.13703632
NZL,2015,11.11680889
NZL,2020,10.91182327
NZL,2025,10.66351318
NOR,2015,12.35043144
NOR,2020,12.28120422
NOR,2025,12.26069641
PRT,2015,8.989941597
PRT,2020,9.434244156
PRT,2025,9.8272295
ESP,2015,11.29216003
ESP,2020,11.57697392
ESP,2025,11.73982811
SWE,2015,12.19591331
SWE,2020,12.18498611
SWE,2025,12.16436005
CHE,2015,13.3699255
CHE,2020,13.32914352
CHE,2025,13.28379154
TUR,2015,7.888998032
TUR,2015,7.888998032
TUR,2020,8.253502846
TUR,2020,8.253502846
TUR,2025,8.594477654
USA,2015,13.60108089
USA,2020,13.61202717
USA,2025,13.65668583
GBR,2015,12.75562859
GBR,2020,12.97541809
GBR,2025,13.14931774
AFG,2015,3.625320435
AFG,2020,4.377555847
AFG,2025,5.382579803
BGD,2015,5.967319489
BGD,2020,6.591087341
BGD,2025,7.18714571
BRN,2015,9.024162292
BRN,2020,9.22338295
BRN,2025,9.528455734
KHM,2015,4.601757526
KHM,2020,5.20729351
KHM,2025,5.717380524
CHN,2015,8.058017731
CHN,2020,8.623650551
CHN,2025,9.005495071
MAC,2015,10.46824455
MAC,2020,10.90719414
MAC,2025,11.34036255
FJI,2015,10.7916069
FJI,2020,11.25983143
FJI,2025,11.79701996
HKG,2015,12.14321518
HKG,2020,12.70831776
HKG,2025,13.11373901
IND,2015,6.649715424
IND,2020,7.187336922
IND,2025,7.868673325
IDN,2015,8.131132126
IDN,2020,8.668007851
IDN,2025,9.261893272
LAO,2015,5.03158617
LAO,2020,5.464796066
LAO,2025,5.982400417
MYS,2015,11.07339287
MYS,2020,11.60714626
MYS,2025,12.06210136
MDV,2015,6.653819084
MDV,2020,7.485516071
MDV,2025,8.185673714
MNG,2015,9.746837616
MNG,2020,9.962445259
MNG,2025,10.17255688
MMR,2015,5.182367802
MMR,2020,5.808909893
MMR,2025,6.438469887
NPL,2015,4.543715954
NPL,2020,5.333858967
NPL,2025,6.130072117
PAK,2015,5.185749054
PAK,2020,5.711707592
PAK,2025,6.26667738
PNG,2015,4.575958729
PNG,2020,4.779802799
PNG,2025,4.918098927
PHL,2015,8.951835632
PHL,2020,9.267191887
PHL,2025,9.555034637
KOR,2015,13.41155624
KOR,2020,13.78783989
KOR,2025,14.13946342
SGP,2015,12.36467171
SGP,2020,12.97400665
SGP,2025,13.50831509
LKA,2015,9.894101143
LKA,2020,10.14545918
LKA,2025,10.36848068
TWN,2015,12.21329594
TWN,2020,12.67912579
TWN,2025,13.03149414
THA,2015,8.111515045
THA,2020,8.824207306
THA,2025,9.541712761
TON,2015,11.15343571
TON,2020,11.30272579
TON,2025,11.48050308
VNM,2015,8.196933746
VNM,2015,8.196933746
VNM,2020,8.504432678
VNM,2020,8.504432678
VNM,2025,8.85422039
ALB,2015,9.852807999
ALB,2020,10.08508968
ALB,2025,10.36108398
ARM,2015,10.51597214
ARM,2020,10.59428406
ARM,2025,10.66089249
BGR,2015,10.93259716
BGR,2020,10.91493607
BGR,2025,10.92922401
HRV,2015,11.93811893
HRV,2020,12.17564487
HRV,2025,12.38515568
CZE,2015,13.24267673
CZE,2015,13.24267673
CZE,2020,13.2315197
CZE,2020,13.2315197
CZE,2025,13.20748138
EST,2015,12.64827061
EST,2020,12.61900711
EST,2025,12.55666924
HUN,2015,12.02118397
HUN,2020,12.18019962
HUN,2025,12.3065815
KAZ,2015,11.73617458
KAZ,2020,11.85107613
KAZ,2025,11.96716976
KGZ,2015,11.40250874
KGZ,2020,11.43406105
KGZ,2025,11.49766254
LVA,2015,11.74193764
LVA,2020,12.00564098
LVA,2025,12.22524357
LTU,2015,12.85087013
LTU,2020,12.85507774
LTU,2025,12.83524418
POL,2015,12.13292694
POL,2020,12.26959515
POL,2025,12.38851166
ROM,2015,11.09411621
ROM,2020,11.01644897
ROM,2025,10.98149586
ROU,2015,11.22824287
ROU,2020,11.44718933
ROU,2025,11.57159138
RUS,2015,11.69474792
RUS,2020,11.7611866
RUS,2025,11.7906065
SER,2015,11.59083557
SER,2020,11.87048149
SER,2025,12.06254673
SVK,2015,13.26998711
SVK,2020,13.32404613
SVK,2025,13.38602638
SVN,2015,12.18252945
SVN,2020,12.30546665
SVN,2025,12.36133385
TJK,2015,10.50219154
TJK,2020,10.30029774
TJK,2025,10.22437
UKR,2015,11.00195599
UKR,2020,10.96112537
UKR,2025,10.93686104
ARG,2015,9.505599022
ARG,2020,9.753362656
ARG,2025,10.03847408
BRB,2015,9.361791611
BRB,2020,9.549380302
BRB,2025,9.7315588
BLZ,2015,10.47393703
BLZ,2020,10.5769186
BLZ,2025,10.72928429
BOL,2015,8.51693058
BOL,2020,9.070775032
BOL,2025,9.485054016
BRA,2015,7.544209003
BRA,2020,7.891572952
BRA,2025,8.222980499
CHL,2015,10.61709499
CHL,2020,10.84421444
CHL,2025,11.0345459
COL,2015,9.398435593
COL,2020,9.875974655
COL,2025,10.29824829
CRI,2015,8.560751915
CRI,2020,8.89034462
CRI,2025,9.207022667
CUB,2015,10.7763195
CUB,2020,11.36713028
CUB,2025,11.82140255
DOM,2015,8.164474487
DOM,2020,8.695817947
DOM,2025,9.196748734
ECU,2015,8.359676361
ECU,2020,8.888856888
ECU,2025,9.317106247
SLV,2015,7.518787384
SLV,2020,7.870270252
SLV,2025,8.243865967
GTM,2015,4.990222454
GTM,2020,5.668156147
GTM,2025,6.262608528
GUY,2015,7.948510647
GUY,2020,8.276712418
GUY,2025,8.641582489
HTI,2015,5.247817993
HTI,2020,5.629649162
HTI,2025,6.068566799
HND,2015,6.440731049
HND,2020,6.976415634
HND,2025,7.500640392
JAM,2015,9.822698593
JAM,2020,10.06573963
JAM,2025,10.30805779
MEX,2015,9.252565384
MEX,2020,9.787425995
MEX,2025,10.2491169
NIC,2015,6.679513454
NIC,2020,7.258717537
NIC,2025,7.792059422
PAN,2015,10.02957439
PAN,2020,10.37628365
PAN,2025,10.69559383
PRY,2015,8.174238205
PRY,2020,8.658424377
PRY,2025,9.106653214
PER,2015,9.522894859
PER,2020,9.829506874
PER,2025,10.09416199
TTO,2015,10.83275223
TTO,2020,11.17386723
TTO,2025,11.46432972
URY,2015,8.797762871
URY,2020,8.851062775
URY,2025,8.890338898
VEN,2015,8.831284523
VEN,2020,9.122286797
VEN,2025,9.375429153
DZA,2015,6.977071762
DZA,2020,7.707928181
DZA,2025,8.397561073
BHR,2015,7.517581463
BHR,2020,7.886384964
BHR,2025,8.277134895
CYP,2015,12.2995863
CYP,2020,12.58198833
CYP,2025,12.75281048
EGY,2015,7.11474371
EGY,2020,7.646400928
EGY,2025,8.222826958
IRN,2015,8.923604012
IRN,2020,9.379727364
IRN,2025,9.793480873
IRQ,2015,7.551900387
IRQ,2020,7.905711174
IRQ,2025,8.35151577
ISR,2015,12.43262863
ISR,2020,12.38700867
ISR,2025,12.35355759
JOR,2015,10.32334805
JOR,2020,10.64834309
JOR,2025,10.94057274
KWT,2015,6.523144722
KWT,2020,6.624227047
KWT,2025,6.736464024
LBY,2015,8.564676285
LBY,2020,9.160791397
LBY,2025,9.760837555
MLT,2015,11.43696213
MLT,2020,12.02248192
MLT,2025,12.55037022
MAR,2015,5.378074169
MAR,2020,6.048382282
MAR,2025,6.789295197
QAT,2015,8.371709824
QAT,2020,8.429721832
QAT,2025,8.485980034
SAU,2015,8.896950722
SAU,2020,9.621087074
SAU,2025,10.2365942
SYR,2015,7.043508053
SYR,2020,7.50085783
SYR,2025,7.925277233
TUN,2015,7.997318745
TUN,2020,8.807053566
TUN,2025,9.496465683
ARE,2015,9.163645744
ARE,2020,9.380843163
ARE,2025,9.639465332
YEM,2015,3.595384121
YEM,2020,4.335904121
YEM,2025,5.305152893
BEN,2015,4.093001842
BEN,2020,4.897212029
BEN,2025,5.858712673
BWA,2015,10.02229595
BWA,2020,10.4160862
BWA,2025,10.7134409
BDI,2015,3.368506908
BDI,2020,3.853533983
BDI,2025,4.601073742
CMR,2015,6.786273479
CMR,2020,7.108289242
CMR,2025,7.310745239
CAF,2015,4.231142044
CAF,2020,4.356914997
CAF,2025,4.557562828
COG,2015,6.109855652
COG,2020,6.18240881
COG,2025,6.4537673
CIV,2015,4.998932838
CIV,2020,5.483368397
CIV,2025,6.079863548
COD,2015,3.949742079
COD,2020,4.184063911
COD,2025,4.683359146
GAB,2015,8.978218079
GAB,2020,9.54597187
GAB,2025,10.23246479
GMB,2015,3.408082962
GMB,2020,4.053153038
GMB,2025,4.619704247
GHA,2015,6.940520287
GHA,2020,7.550352097
GHA,2025,8.26116848
KEN,2015,6.304654598
KEN,2020,6.737247944
KEN,2025,7.049463749
LSO,2015,6.250962734
LSO,2020,6.737603188
LSO,2025,7.131484509
LBR,2015,4.527649403
LBR,2020,5.222719193
LBR,2025,5.969691277
MWI,2015,4.427936077
MWI,2020,4.928682804
MWI,2025,5.452780247
MLI,2015,1.866729259
MLI,2020,2.422976732
MLI,2025,3.168144226
MRT,2015,4.393841267
MRT,2020,4.945972443
MRT,2025,5.45857048
MUS,2015,9.32114315
MUS,2020,9.874269485
MUS,2025,10.41595745
MOZ,2015,2.098680735
MOZ,2020,2.806018114
MOZ,2025,3.79032588
NAM,2015,6.792184353
NAM,2020,7.036948204
NAM,2025,7.190620422
NER,2015,1.709619164
NER,2020,2.079706192
NER,2025,2.630801678
REU,2015,8.387854576
REU,2020,8.620476723
REU,2025,8.825721741
RWA,2015,3.493476629
RWA,2020,4.078202724
RWA,2025,4.900831223
SEN,2015,2.965677023
SEN,2020,3.509280682
SEN,2025,4.161736012
SLE,2015,3.403210402
SLE,2020,3.903738976
SLE,2025,4.616639137
ZAF,2015,10.09382343
ZAF,2020,10.41577244
ZAF,2025,10.68719482
SDN,2015,3.619857073
SDN,2020,3.869942665
SDN,2025,4.331795692
SWZ,2015,5.061347961
SWZ,2020,5.728478432
SWZ,2025,6.42484808
TGO,2015,5.697790623
TGO,2020,6.50430727
TGO,2025,7.345593929
UGA,2015,6.125368118
UGA,2020,6.440392971
UGA,2025,6.812986851
TZA,2015,5.783562183
TZA,2020,6.347448826
TZA,2025,6.781996727
ZMB,2015,6.973151207
ZMB,2020,7.640619278
ZMB,2025,8.22565937
ZWE,2015,7.933575153
ZWE,2020,8.172010422
ZWE,2025,8.35496521
