iso3c,date,value
EAS,2001,10.89980502
EAS,2002,11.0580881
EAS,2003,11.19656689
EAS,2004,11.28754926
EAS,2005,11.34687877
EAS,2006,11.42689082
EAS,2007,11.45580916
EAS,2008,11.47248997
EAS,2009,11.48109924
EAS,2010,11.49851828
EAS,2011,11.54701733
EAS,2012,11.6246323
EAS,2013,11.6846727
EAS,2014,11.81794868
EAS,2015,11.88559008
EAS,2016,11.94474968
EAS,2017,11.96629878
EAS,2018,11.97746892
EAS,2019,11.95194124
EAS,2020,11.92688597
EAS,2021,11.91285203
EAS,2022,11.88140561
EAS,2023,11.86778956
EAS,2024,11.8763144
ECS,2001,11.95691305
ECS,2002,11.99111622
ECS,2003,12.02672844
ECS,2004,12.0559061
ECS,2005,12.07942941
ECS,2006,12.10610198
ECS,2007,12.13075922
ECS,2008,12.17881653
ECS,2009,12.17740149
ECS,2010,12.2175899
ECS,2011,12.263326
ECS,2012,12.30973936
ECS,2013,12.3389543
ECS,2014,12.34787398
ECS,2015,12.3775256
ECS,2016,12.3893535
ECS,2017,12.4224681
ECS,2018,12.43510191
ECS,2019,12.45024183
ECS,2020,12.31425003
ECS,2021,12.29964928
ECS,2022,12.31826009
ECS,2023,12.30266117
ECS,2024,12.30004112
LCN,2001,11.2861792
LCN,2002,11.32745663
LCN,2003,11.38808378
LCN,2004,11.4704821
LCN,2005,11.53129095
LCN,2006,11.59240221
LCN,2007,11.64038089
LCN,2008,11.68424294
LCN,2009,11.7524256
LCN,2010,11.79025225
LCN,2011,11.81989079
LCN,2012,11.83602111
LCN,2013,11.86985776
LCN,2014,11.89279216
LCN,2015,11.90943789
LCN,2016,11.94013299
LCN,2017,11.95211641
LCN,2018,11.96736076
LCN,2019,11.96575184
LCN,2020,11.95476709
LCN,2021,11.92521093
LCN,2022,11.93519353
LCN,2023,11.94277729
LCN,2024,11.94813929
MEA,2001,8.65087763
MEA,2002,8.716680157
MEA,2003,8.797256029
MEA,2004,8.853631301
MEA,2005,8.847635941
MEA,2006,8.889713014
MEA,2007,8.880631885
MEA,2008,8.909890475
MEA,2009,8.998655899
MEA,2010,9.033019623
MEA,2011,9.076343506
MEA,2012,9.102479318
MEA,2013,9.113892596
MEA,2014,9.139060583
MEA,2015,9.179818127
MEA,2016,9.2200379
MEA,2017,9.2976885
MEA,2018,9.380928833
MEA,2019,9.47974216
MEA,2020,9.569145478
MEA,2021,9.627360883
MEA,2022,9.654413213
MEA,2023,9.741945872
MEA,2024,9.900971444
NAC,2001,12.55287254
NAC,2002,12.52591735
NAC,2003,12.51530028
NAC,2004,12.54506789
NAC,2005,12.56738608
NAC,2006,12.55697694
NAC,2007,12.53535509
NAC,2008,12.53284008
NAC,2009,12.54345982
NAC,2010,12.56282741
NAC,2011,12.5687883
NAC,2012,12.56194424
NAC,2013,12.53969987
NAC,2014,12.56330713
NAC,2015,12.58580002
NAC,2016,12.58857138
NAC,2017,12.58189346
NAC,2018,12.56962291
NAC,2019,12.56028638
NAC,2020,12.54687962
NAC,2021,12.44509969
NAC,2022,12.42835263
NAC,2023,12.39716881
NAC,2024,12.39716881
SAS,2001,8.105937298
SAS,2002,8.363298148
SAS,2003,8.637107716
SAS,2004,8.88802315
SAS,2005,9.114915502
SAS,2006,9.348807361
SAS,2007,9.565008765
SAS,2008,9.773327736
SAS,2009,9.925922216
SAS,2010,10.09016918
SAS,2011,10.2149373
SAS,2012,10.34986057
SAS,2013,10.46464164
SAS,2014,10.56304461
SAS,2015,10.63614203
SAS,2016,10.70421826
SAS,2017,10.7745804
SAS,2018,10.83228313
SAS,2019,10.88375504
SAS,2020,10.91885582
SAS,2021,10.98613419
SAS,2022,11.07528027
SAS,2023,11.17047244
SAS,2024,11.16350481
SSF,2001,7.024659442
SSF,2002,7.217986795
SSF,2003,7.403513007
SSF,2004,7.590926867
SSF,2005,7.764923194
SSF,2006,7.9243986
SSF,2007,8.041157748
SSF,2008,8.242885584
SSF,2009,8.35272252
SSF,2010,8.472757511
SSF,2011,8.561619675
SSF,2012,8.608738752
SSF,2013,8.641074622
SSF,2014,8.667325487
SSF,2015,8.666377206
SSF,2016,8.682162513
SSF,2017,8.692414457
SSF,2018,8.698135503
SSF,2019,8.710679011
SSF,2020,8.698711615
SSF,2021,8.745715918
SSF,2022,8.798697759
SSF,2023,8.85253829
SSF,2024,8.837751972
