iso3c,country,region,income,gender,type,value
HND,Honduras,Latin America & Caribbean,lmc,Male,years,7.371724963
HND,Honduras,Latin America & Caribbean,lmc,Female,years,8.006238043
HND,Honduras,Latin America & Caribbean,lmc,Total,lays,4.718841553
HND,Honduras,Latin America & Caribbean,lmc,Male,lays,4.523538081
HND,Honduras,Latin America & Caribbean,lmc,Female,lays,4.918748448
HRV,Croatia,Europe & Central Asia,hic,Total,years,12.80098253
HRV,Croatia,Europe & Central Asia,hic,Male,years,12.73987961
HRV,Croatia,Europe & Central Asia,hic,Female,years,12.86481297
HRV,Croatia,Europe & Central Asia,hic,Total,lays,10.05326413
HRV,Croatia,Europe & Central Asia,hic,Male,lays,9.879139642
HRV,Croatia,Europe & Central Asia,hic,Female,lays,10.23921834
HTI,Haiti,Latin America & Caribbean,lmc,Total,years,11.53924739
HTI,Haiti,Latin America & Caribbean,lmc,Male,years,11.30978155
HTI,Haiti,Latin America & Caribbean,lmc,Female,years,11.77196604
HTI,Haiti,Latin America & Caribbean,lmc,Total,lays,6.431849723
HTI,Haiti,Latin America & Caribbean,lmc,Male,lays,6.222200021
HTI,Haiti,Latin America & Caribbean,lmc,Female,lays,6.649268561
HUN,Hungary,Europe & Central Asia,hic,Total,years,11.89003837
HUN,Hungary,Europe & Central Asia,hic,Male,years,11.83392221
HUN,Hungary,Europe & Central Asia,hic,Female,years,11.94785219
HUN,Hungary,Europe & Central Asia,hic,Total,lays,9.631879729
HUN,Hungary,Europe & Central Asia,hic,Male,lays,9.653030309
HUN,Hungary,Europe & Central Asia,hic,Female,lays,9.611132333
IDN,Indonesia,East Asia & Pacific,umc,Total,years,11.95145023
IDN,Indonesia,East Asia & Pacific,umc,Male,years,11.89446867
IDN,Indonesia,East Asia & Pacific,umc,Female,years,12.00931913
IDN,Indonesia,East Asia & Pacific,umc,Total,lays,7.314419426
IDN,Indonesia,East Asia & Pacific,umc,Male,lays,7.165703586
IDN,Indonesia,East Asia & Pacific,umc,Female,lays,7.459201556
IND,India,South Asia,lmc,Total,years,11.00602138
IND,India,South Asia,lmc,Male,years,10.92900896
IND,India,South Asia,lmc,Female,years,11.08793026
IND,India,South Asia,lmc,Total,lays,7.026244049
IND,India,South Asia,lmc,Male,lays,6.977079321
IND,India,South Asia,lmc,Female,lays,7.078534679
IRL,Ireland,Europe & Central Asia,hic,Total,years,12.90276706
IRL,Ireland,Europe & Central Asia,hic,Male,years,12.88476431
IRL,Ireland,Europe & Central Asia,hic,Female,years,12.91862088
IRL,Ireland,Europe & Central Asia,hic,Total,lays,10.86818718
IRL,Ireland,Europe & Central Asia,hic,Male,lays,10.88568181
IRL,Ireland,Europe & Central Asia,hic,Female,lays,10.84472302
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",umc,Total,years,11.89004922
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",umc,Male,years,11.83442152
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",umc,Female,years,11.94649827
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",umc,Total,lays,8.056751924
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",umc,Male,lays,7.931973059
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",umc,Female,lays,8.185453622
ISL,Iceland,Europe & Central Asia,hic,Total,years,12.4860819
ISL,Iceland,Europe & Central Asia,hic,Male,years,12.44249636
ISL,Iceland,Europe & Central Asia,hic,Female,years,12.52357244
ISL,Iceland,Europe & Central Asia,hic,Total,lays,9.967519684
ISL,Iceland,Europe & Central Asia,hic,Male,lays,9.732757594
ISL,Iceland,Europe & Central Asia,hic,Female,lays,10.19609953
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",hic,Total,years,12.39543438
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",hic,Male,years,12.31797373
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",hic,Female,years,12.47781241
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",hic,Total,lays,9.579804803
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",hic,Male,lays,9.538874659
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",hic,Female,lays,9.624681397
ITA,Italy,Europe & Central Asia,hic,Total,years,12.56086224
ITA,Italy,Europe & Central Asia,hic,Male,years,12.56273949
ITA,Italy,Europe & Central Asia,hic,Female,years,12.55109864
ITA,Italy,Europe & Central Asia,hic,Total,lays,10.04999985
ITA,Italy,Europe & Central Asia,hic,Male,lays,10.13901163
ITA,Italy,Europe & Central Asia,hic,Female,lays,9.951501979
JAM,Jamaica,Latin America & Caribbean,umc,Total,years,10.85257554
JAM,Jamaica,Latin America & Caribbean,umc,Male,years,10.82755375
JAM,Jamaica,Latin America & Caribbean,umc,Female,years,10.83815265
JAM,Jamaica,Latin America & Caribbean,umc,Total,lays,7.132451482
JAM,Jamaica,Latin America & Caribbean,umc,Male,lays,6.895790364
JAM,Jamaica,Latin America & Caribbean,umc,Female,lays,7.310066711
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Total,years,11.63215262
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Male,years,11.37375826
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Female,years,11.89770794
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Total,lays,7.295720768
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Male,lays,6.910338976
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Female,lays,7.685204769
JPN,Japan,East Asia & Pacific,hic,Total,years,12.98856086
JPN,Japan,East Asia & Pacific,hic,Male,years,NA
JPN,Japan,East Asia & Pacific,hic,Female,years,NA
JPN,Japan,East Asia & Pacific,hic,Total,lays,11.70549145
JPN,Japan,East Asia & Pacific,hic,Male,lays,NA
JPN,Japan,East Asia & Pacific,hic,Female,lays,NA
KAZ,Kazakhstan,Europe & Central Asia,umc,Total,years,11.67922956
KAZ,Kazakhstan,Europe & Central Asia,umc,Male,years,11.60652781
KAZ,Kazakhstan,Europe & Central Asia,umc,Female,years,11.75186962
KAZ,Kazakhstan,Europe & Central Asia,umc,Total,lays,8.311730154
KAZ,Kazakhstan,Europe & Central Asia,umc,Male,lays,8.236519752
KAZ,Kazakhstan,Europe & Central Asia,umc,Female,lays,8.388144831
KEN,Kenya,Sub-Saharan Africa,lmc,Total,years,11.95214355
KEN,Kenya,Sub-Saharan Africa,lmc,Male,years,11.93277556
KEN,Kenya,Sub-Saharan Africa,lmc,Female,years,11.97187662
KEN,Kenya,Sub-Saharan Africa,lmc,Total,lays,7.9949248
KEN,Kenya,Sub-Saharan Africa,lmc,Male,lays,7.981969329
KEN,Kenya,Sub-Saharan Africa,lmc,Female,lays,8.008124475
KGZ,Kyrgyz Republic,Europe & Central Asia,lmc,Total,years,12.01815391
KGZ,Kyrgyz Republic,Europe & Central Asia,lmc,Male,years,11.97049069
KGZ,Kyrgyz Republic,Europe & Central Asia,lmc,Female,years,12.06928045
KGZ,Kyrgyz Republic,Europe & Central Asia,lmc,Total,lays,7.987752737
KGZ,Kyrgyz Republic,Europe & Central Asia,lmc,Male,lays,8.063954957
KGZ,Kyrgyz Republic,Europe & Central Asia,lmc,Female,lays,7.916523329
KHM,Cambodia,East Asia & Pacific,lmc,Total,years,8.600953102
KHM,Cambodia,East Asia & Pacific,lmc,Male,years,8.371780753
KHM,Cambodia,East Asia & Pacific,lmc,Female,years,8.843549371
KHM,Cambodia,East Asia & Pacific,lmc,Total,lays,4.813740527
KHM,Cambodia,East Asia & Pacific,lmc,Male,lays,4.603387567
KHM,Cambodia,East Asia & Pacific,lmc,Female,lays,5.021931282
KIR,Kiribati,East Asia & Pacific,lmc,Total,years,11.28535134
KIR,Kiribati,East Asia & Pacific,lmc,Male,years,10.60127294
KIR,Kiribati,East Asia & Pacific,lmc,Female,years,11.96547121
KIR,Kiribati,East Asia & Pacific,lmc,Total,lays,7.756202107
KIR,Kiribati,East Asia & Pacific,lmc,Male,lays,7.013195503
KIR,Kiribati,East Asia & Pacific,lmc,Female,lays,8.520093816
KNA,St. Kitts and Nevis,Latin America & Caribbean,hic,Total,years,12.86676621
KNA,St. Kitts and Nevis,Latin America & Caribbean,hic,Male,years,12.84848404
KNA,St. Kitts and Nevis,Latin America & Caribbean,hic,Female,years,12.88919377
KNA,St. Kitts and Nevis,Latin America & Caribbean,hic,Total,lays,8.68462113
KNA,St. Kitts and Nevis,Latin America & Caribbean,hic,Male,lays,8.55435693
KNA,St. Kitts and Nevis,Latin America & Caribbean,hic,Female,lays,8.831041813
KOR,"Korea, Rep.",East Asia & Pacific,hic,Total,years,12.88118011
KOR,"Korea, Rep.",East Asia & Pacific,hic,Male,years,12.88159311
KOR,"Korea, Rep.",East Asia & Pacific,hic,Female,years,12.8745783
KOR,"Korea, Rep.",East Asia & Pacific,hic,Total,lays,11.5657223
KOR,"Korea, Rep.",East Asia & Pacific,hic,Male,lays,11.56908708
KOR,"Korea, Rep.",East Asia & Pacific,hic,Female,lays,11.56124055
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",hic,Total,years,9.791353792
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",hic,Male,years,9.119039685
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",hic,Female,years,10.59959683
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",hic,Total,lays,6.163244139
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",hic,Male,lays,5.668816734
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",hic,Female,lays,6.754132452
LAO,Lao PDR,East Asia & Pacific,lmc,Total,years,9.900719881
LAO,Lao PDR,East Asia & Pacific,lmc,Male,years,9.932518721
LAO,Lao PDR,East Asia & Pacific,lmc,Female,years,9.876596272
LAO,Lao PDR,East Asia & Pacific,lmc,Total,lays,5.139666249
LAO,Lao PDR,East Asia & Pacific,lmc,Male,lays,5.148004083
LAO,Lao PDR,East Asia & Pacific,lmc,Female,lays,5.135968469
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Total,years,8.116852283
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Male,years,7.804961801
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Female,years,8.445369363
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Total,lays,5.15571122
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Male,lays,4.921433907
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Female,lays,5.397912261
LCA,St. Lucia,Latin America & Caribbean,umc,Total,years,11.49519914
LCA,St. Lucia,Latin America & Caribbean,umc,Male,years,11.49681181
LCA,St. Lucia,Latin America & Caribbean,umc,Female,years,11.41009998
LCA,St. Lucia,Latin America & Caribbean,umc,Total,lays,7.923611022
LCA,St. Lucia,Latin America & Caribbean,umc,Male,lays,7.763599412
LCA,St. Lucia,Latin America & Caribbean,umc,Female,lays,8.02191425
LSO,Lesotho,Sub-Saharan Africa,lmc,Total,years,7.210836709
LSO,Lesotho,Sub-Saharan Africa,lmc,Male,years,6.885119796
LSO,Lesotho,Sub-Saharan Africa,lmc,Female,years,7.543752909
LSO,Lesotho,Sub-Saharan Africa,lmc,Total,lays,3.683572487
LSO,Lesotho,Sub-Saharan Africa,lmc,Male,lays,3.364315285
LSO,Lesotho,Sub-Saharan Africa,lmc,Female,lays,4.024957577
LTU,Lithuania,Europe & Central Asia,hic,Total,years,12.88679242
LTU,Lithuania,Europe & Central Asia,hic,Male,years,12.87059993
LTU,Lithuania,Europe & Central Asia,hic,Female,years,12.90632838
LTU,Lithuania,Europe & Central Asia,hic,Total,lays,10.58883822
LTU,Lithuania,Europe & Central Asia,hic,Male,lays,10.53736503
LTU,Lithuania,Europe & Central Asia,hic,Female,lays,10.64181728
LUX,Luxembourg,Europe & Central Asia,hic,Total,years,11.75329089
LUX,Luxembourg,Europe & Central Asia,hic,Male,years,11.66520393
LUX,Luxembourg,Europe & Central Asia,hic,Female,years,11.84352309
LUX,Luxembourg,Europe & Central Asia,hic,Total,lays,9.291269134
LUX,Luxembourg,Europe & Central Asia,hic,Male,lays,9.141325989
LUX,Luxembourg,Europe & Central Asia,hic,Female,lays,9.446432759
LVA,Latvia,Europe & Central Asia,hic,Total,years,12.72685021
LVA,Latvia,Europe & Central Asia,hic,Male,years,12.60761404
LVA,Latvia,Europe & Central Asia,hic,Female,years,12.85781366
LVA,Latvia,Europe & Central Asia,hic,Total,lays,10.50162259
LVA,Latvia,Europe & Central Asia,hic,Male,lays,10.38764221
LVA,Latvia,Europe & Central Asia,hic,Female,lays,10.62439887
MAC,"Macao SAR, China",East Asia & Pacific,hic,Total,years,10.83897424
MAC,"Macao SAR, China",East Asia & Pacific,hic,Male,years,10.64609778
MAC,"Macao SAR, China",East Asia & Pacific,hic,Female,years,11.04798949
MAC,"Macao SAR, China",East Asia & Pacific,hic,Total,lays,9.658356963
MAC,"Macao SAR, China",East Asia & Pacific,hic,Male,lays,9.55538115
MAC,"Macao SAR, China",East Asia & Pacific,hic,Female,lays,9.768048617
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Total,years,10.71897531
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Male,years,10.42626125
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Female,years,11.0422461
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Total,lays,6.360913155
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Male,lays,6.133619817
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Female,lays,6.611891003
MDA,Moldova,Europe & Central Asia,umc,Total,years,12.79983115
MDA,Moldova,Europe & Central Asia,umc,Male,years,12.78560543
MDA,Moldova,Europe & Central Asia,umc,Female,years,12.81677508
MDA,Moldova,Europe & Central Asia,umc,Total,lays,8.786107849
MDA,Moldova,Europe & Central Asia,umc,Male,lays,8.665132556
MDA,Moldova,Europe & Central Asia,umc,Female,lays,8.9214436
MDG,Madagascar,Sub-Saharan Africa,lic,Total,years,6.899873853
MDG,Madagascar,Sub-Saharan Africa,lic,Male,years,6.672830999
MDG,Madagascar,Sub-Saharan Africa,lic,Female,years,7.12945503
MDG,Madagascar,Sub-Saharan Africa,lic,Total,lays,3.576422934
MDG,Madagascar,Sub-Saharan Africa,lic,Male,lays,3.436604734
MDG,Madagascar,Sub-Saharan Africa,lic,Female,lays,3.720252678
MEX,Mexico,Latin America & Caribbean,umc,Total,years,11.55246329
MEX,Mexico,Latin America & Caribbean,umc,Male,years,11.43142855
MEX,Mexico,Latin America & Caribbean,umc,Female,years,11.67563558
MEX,Mexico,Latin America & Caribbean,umc,Total,lays,7.791167957
MEX,Mexico,Latin America & Caribbean,umc,Male,lays,7.76872963
MEX,Mexico,Latin America & Caribbean,umc,Female,lays,7.820581291
MHL,Marshall Islands,East Asia & Pacific,umc,Total,years,12.0326401
MHL,Marshall Islands,East Asia & Pacific,umc,Male,years,11.71236426
MHL,Marshall Islands,East Asia & Pacific,umc,Female,years,12.39038557
MHL,Marshall Islands,East Asia & Pacific,umc,Total,lays,7.228293623
MHL,Marshall Islands,East Asia & Pacific,umc,Male,lays,6.889705627
MHL,Marshall Islands,East Asia & Pacific,umc,Female,lays,7.60695622
MKD,North Macedonia,Europe & Central Asia,umc,Total,years,11.75986326
MKD,North Macedonia,Europe & Central Asia,umc,Male,years,11.7127614
MKD,North Macedonia,Europe & Central Asia,umc,Female,years,11.81568873
MKD,North Macedonia,Europe & Central Asia,umc,Total,lays,7.955647407
MKD,North Macedonia,Europe & Central Asia,umc,Male,lays,7.83402556
MKD,North Macedonia,Europe & Central Asia,umc,Female,lays,8.09071324
MLI,Mali,Sub-Saharan Africa,lic,Total,years,4.741697401
MLI,Mali,Sub-Saharan Africa,lic,Male,years,5.053402483
MLI,Mali,Sub-Saharan Africa,lic,Female,years,4.418754846
MLI,Mali,Sub-Saharan Africa,lic,Total,lays,2.404735398
MLI,Mali,Sub-Saharan Africa,lic,Male,lays,2.56232995
MLI,Mali,Sub-Saharan Africa,lic,Female,lays,2.241421163
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",hic,Total,years,12.28679383
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",hic,Male,years,12.25765109
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",hic,Female,years,12.31007195
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",hic,Total,lays,9.593964778
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",hic,Male,lays,9.509252294
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",hic,Female,lays,9.679318207
MMR,Myanmar,East Asia & Pacific,lmc,Total,years,10.61502174
MMR,Myanmar,East Asia & Pacific,lmc,Male,years,10.33584762
MMR,Myanmar,East Asia & Pacific,lmc,Female,years,11.04349018
MMR,Myanmar,East Asia & Pacific,lmc,Total,lays,5.777986983
MMR,Myanmar,East Asia & Pacific,lmc,Male,lays,5.609175678
MMR,Myanmar,East Asia & Pacific,lmc,Female,lays,6.030983716
MNE,Montenegro,Europe & Central Asia,umc,Total,years,12.75487304
MNE,Montenegro,Europe & Central Asia,umc,Male,years,12.74581891
MNE,Montenegro,Europe & Central Asia,umc,Female,years,12.76524258
MNE,Montenegro,Europe & Central Asia,umc,Total,lays,9.061823486
MNE,Montenegro,Europe & Central Asia,umc,Male,lays,9.021351842
MNE,Montenegro,Europe & Central Asia,umc,Female,lays,9.104351763
MNG,Mongolia,East Asia & Pacific,umc,Total,years,11.91012347
MNG,Mongolia,East Asia & Pacific,umc,Male,years,11.6162374
MNG,Mongolia,East Asia & Pacific,umc,Female,years,12.2251572
MNG,Mongolia,East Asia & Pacific,umc,Total,lays,8.008537413
MNG,Mongolia,East Asia & Pacific,umc,Male,lays,7.669186837
MNG,Mongolia,East Asia & Pacific,umc,Female,lays,8.37194166
MUS,Mauritius,Sub-Saharan Africa,umc,Total,years,11.73603684
MUS,Mauritius,Sub-Saharan Africa,umc,Male,years,11.56457162
MUS,Mauritius,Sub-Saharan Africa,umc,Female,years,11.90827405
MUS,Mauritius,Sub-Saharan Africa,umc,Total,lays,8.370555213
MUS,Mauritius,Sub-Saharan Africa,umc,Male,lays,8.248260175
MUS,Mauritius,Sub-Saharan Africa,umc,Female,lays,8.493400869
MWI,Malawi,Sub-Saharan Africa,lic,Total,years,7.515399754
MWI,Malawi,Sub-Saharan Africa,lic,Male,years,7.46889925
MWI,Malawi,Sub-Saharan Africa,lic,Female,years,7.558201909
MWI,Malawi,Sub-Saharan Africa,lic,Total,lays,4.185709232
MWI,Malawi,Sub-Saharan Africa,lic,Male,lays,4.159810731
MWI,Malawi,Sub-Saharan Africa,lic,Female,lays,4.209547934
MYS,Malaysia,East Asia & Pacific,umc,Total,years,10.31026
MYS,Malaysia,East Asia & Pacific,umc,Male,years,10.002819
MYS,Malaysia,East Asia & Pacific,umc,Female,years,10.65054071
MYS,Malaysia,East Asia & Pacific,umc,Total,lays,6.911367001
MYS,Malaysia,East Asia & Pacific,umc,Male,lays,6.62115846
MYS,Malaysia,East Asia & Pacific,umc,Female,lays,7.227864121
NAM,Namibia,Sub-Saharan Africa,lmc,Total,years,10.72097504
NAM,Namibia,Sub-Saharan Africa,lmc,Male,years,10.42040521
NAM,Namibia,Sub-Saharan Africa,lmc,Female,years,11.03005689
NAM,Namibia,Sub-Saharan Africa,lmc,Total,lays,5.875272308
NAM,Namibia,Sub-Saharan Africa,lmc,Male,lays,5.71055505
NAM,Namibia,Sub-Saharan Africa,lmc,Female,lays,6.044654294
NER,Niger,Sub-Saharan Africa,lic,Total,years,4.749274686
NER,Niger,Sub-Saharan Africa,lic,Male,years,4.9419505
NER,Niger,Sub-Saharan Africa,lic,Female,years,4.549640581
NER,Niger,Sub-Saharan Africa,lic,Total,lays,2.422043824
NER,Niger,Sub-Saharan Africa,lic,Male,lays,2.516775886
NER,Niger,Sub-Saharan Africa,lic,Female,lays,2.323948634
NGA,Nigeria,Sub-Saharan Africa,lmc,Total,years,9.243067503
NGA,Nigeria,Sub-Saharan Africa,lmc,Male,years,9.288348794
NGA,Nigeria,Sub-Saharan Africa,lmc,Female,years,9.194813371
NGA,Nigeria,Sub-Saharan Africa,lmc,Total,lays,4.700215364
NGA,Nigeria,Sub-Saharan Africa,lmc,Male,lays,4.665245978
NGA,Nigeria,Sub-Saharan Africa,lmc,Female,lays,4.734336672
NIC,Nicaragua,Latin America & Caribbean,lmc,Total,years,10.61329073
NIC,Nicaragua,Latin America & Caribbean,lmc,Male,years,10.47356898
NIC,Nicaragua,Latin America & Caribbean,lmc,Female,years,10.75315851
NIC,Nicaragua,Latin America & Caribbean,lmc,Total,lays,6.35371179
NIC,Nicaragua,Latin America & Caribbean,lmc,Male,lays,6.272723763
NIC,Nicaragua,Latin America & Caribbean,lmc,Female,lays,6.434669575
NLD,Netherlands,Europe & Central Asia,hic,Total,years,12.92025393
NLD,Netherlands,Europe & Central Asia,hic,Male,years,12.90989596
NLD,Netherlands,Europe & Central Asia,hic,Female,years,12.9368431
NLD,Netherlands,Europe & Central Asia,hic,Total,lays,10.59283421
NLD,Netherlands,Europe & Central Asia,hic,Male,lays,10.62423796
NLD,Netherlands,Europe & Central Asia,hic,Female,lays,10.56718361
NOR,Norway,Europe & Central Asia,hic,Total,years,12.75822031
NOR,Norway,Europe & Central Asia,hic,Male,years,12.73790514
NOR,Norway,Europe & Central Asia,hic,Female,years,12.77568167
NOR,Norway,Europe & Central Asia,hic,Total,lays,10.46176308
NOR,Norway,Europe & Central Asia,hic,Male,lays,10.47598657
NOR,Norway,Europe & Central Asia,hic,Female,lays,10.44735798
NPL,Nepal,South Asia,lmc,Total,years,10.29314673
NPL,Nepal,South Asia,lmc,Male,years,10.35029536
NPL,Nepal,South Asia,lmc,Female,years,10.2272734
NPL,Nepal,South Asia,lmc,Total,lays,6.259398729
NPL,Nepal,South Asia,lmc,Male,lays,6.294151571
NPL,Nepal,South Asia,lmc,Female,lays,6.219340289
NRU,Nauru,East Asia & Pacific,hic,Total,years,11.62098587
NRU,Nauru,East Asia & Pacific,hic,Male,years,11.36223465
NRU,Nauru,East Asia & Pacific,hic,Female,years,11.90704477
NRU,Nauru,East Asia & Pacific,hic,Total,lays,6.72805091
NRU,Nauru,East Asia & Pacific,hic,Male,lays,6.070511871
NRU,Nauru,East Asia & Pacific,hic,Female,lays,7.315858655
NZL,New Zealand,East Asia & Pacific,hic,Total,years,12.67598522
NZL,New Zealand,East Asia & Pacific,hic,Male,years,12.63633978
NZL,New Zealand,East Asia & Pacific,hic,Female,years,12.71586573
NZL,New Zealand,East Asia & Pacific,hic,Total,lays,10.25374309
NZL,New Zealand,East Asia & Pacific,hic,Male,lays,10.27041037
NZL,New Zealand,East Asia & Pacific,hic,Female,lays,10.22674867
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",hic,Total,years,11.05890965
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",hic,Male,years,11.01535761
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",hic,Female,years,11.10358602
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",hic,Total,lays,7.611345868
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",hic,Male,lays,7.442930304
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",hic,Female,lays,7.789627518
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Total,years,9.326435745
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Male,years,9.871474504
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Female,years,8.759755701
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Total,lays,5.300901076
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Male,lays,5.475141033
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Female,lays,5.121222648
PAN,Panama,Latin America & Caribbean,hic,Total,years,10.7227295
PAN,Panama,Latin America & Caribbean,hic,Male,years,10.61331385
PAN,Panama,Latin America & Caribbean,hic,Female,years,10.84187996
PAN,Panama,Latin America & Caribbean,hic,Total,lays,6.728896018
PAN,Panama,Latin America & Caribbean,hic,Male,lays,6.622342494
PAN,Panama,Latin America & Caribbean,hic,Female,lays,6.842520083
PER,Peru,Latin America & Caribbean,umc,Total,years,12.19840455
PER,Peru,Latin America & Caribbean,umc,Male,years,12.14116704
PER,Peru,Latin America & Caribbean,umc,Female,years,12.26229447
PER,Peru,Latin America & Caribbean,umc,Total,lays,8.132706095
PER,Peru,Latin America & Caribbean,umc,Male,lays,8.167260511
PER,Peru,Latin America & Caribbean,umc,Female,lays,8.101985355
PHL,Philippines,East Asia & Pacific,lmc,Total,years,10.97218001
PHL,Philippines,East Asia & Pacific,lmc,Male,years,10.81385326
PHL,Philippines,East Asia & Pacific,lmc,Female,years,11.13201356
PHL,Philippines,East Asia & Pacific,lmc,Total,lays,6.413443872
PHL,Philippines,East Asia & Pacific,lmc,Male,lays,6.130699204
PHL,Philippines,East Asia & Pacific,lmc,Female,lays,6.697568892
PLW,Palau,East Asia & Pacific,hic,Total,years,11.94162935
PLW,Palau,East Asia & Pacific,hic,Male,years,NA
PLW,Palau,East Asia & Pacific,hic,Female,years,NA
PLW,Palau,East Asia & Pacific,hic,Total,lays,8.857773541
PLW,Palau,East Asia & Pacific,hic,Male,lays,NA
PLW,Palau,East Asia & Pacific,hic,Female,lays,NA
PNG,Papua New Guinea,East Asia & Pacific,lmc,Total,years,8.309097528
PNG,Papua New Guinea,East Asia & Pacific,lmc,Male,years,8.41705364
PNG,Papua New Guinea,East Asia & Pacific,lmc,Female,years,8.197559834
PNG,Papua New Guinea,East Asia & Pacific,lmc,Total,lays,5.212701786
PNG,Papua New Guinea,East Asia & Pacific,lmc,Male,lays,5.263210766
PNG,Papua New Guinea,East Asia & Pacific,lmc,Female,lays,5.166617356
POL,Poland,Europe & Central Asia,hic,Total,years,12.76498121
POL,Poland,Europe & Central Asia,hic,Male,years,12.72657949
POL,Poland,Europe & Central Asia,hic,Female,years,12.79936123
POL,Poland,Europe & Central Asia,hic,Total,lays,10.80496572
POL,Poland,Europe & Central Asia,hic,Male,lays,10.75577793
POL,Poland,Europe & Central Asia,hic,Female,lays,10.85179842
PRT,Portugal,Europe & Central Asia,hic,Total,years,12.70892519
PRT,Portugal,Europe & Central Asia,hic,Male,years,12.66377872
PRT,Portugal,Europe & Central Asia,hic,Female,years,12.75693417
PRT,Portugal,Europe & Central Asia,hic,Total,lays,10.25133926
PRT,Portugal,Europe & Central Asia,hic,Male,lays,10.2928448
PRT,Portugal,Europe & Central Asia,hic,Female,lays,10.21045701
PRY,Paraguay,Latin America & Caribbean,umc,Total,years,10.37591195
PRY,Paraguay,Latin America & Caribbean,umc,Male,years,10.25506443
PRY,Paraguay,Latin America & Caribbean,umc,Female,years,10.4993633
PRY,Paraguay,Latin America & Caribbean,umc,Total,lays,6.204479206
PRY,Paraguay,Latin America & Caribbean,umc,Male,lays,6.086801356
PRY,Paraguay,Latin America & Caribbean,umc,Female,lays,6.324740067
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Total,years,11.36361361
