iso3c,year,value
AFG,2015,741
AFG,2016,702
AFG,2017,659
AFG,2018,629
AFG,2019,601
AFG,2020,634
AFG,2021,660
AFG,2022,551
AFG,2023,521
AGO,2015,249
AGO,2016,236
AGO,2017,220
AGO,2018,208
AGO,2019,202
AGO,2020,195
AGO,2021,211
AGO,2022,185
AGO,2023,183
ALB,2015,9
ALB,2016,8
ALB,2017,8
ALB,2018,7
ALB,2019,7
ALB,2020,7
ALB,2021,14
ALB,2022,8
ALB,2023,7
AND,2015,10
AND,2016,10
AND,2017,11
AND,2018,11
AND,2019,11
AND,2020,48
AND,2021,18
AND,2022,17
AND,2023,11
ARE,2015,3
ARE,2016,3
ARE,2017,3
ARE,2018,3
ARE,2019,3
ARE,2020,6
ARE,2021,6
ARE,2022,2
ARE,2023,3
ARG,2015,39
ARG,2016,40
ARG,2017,38
ARG,2018,38
ARG,2019,36
ARG,2020,40
ARG,2021,76
ARG,2022,39
ARG,2023,33
ARM,2015,25
ARM,2016,25
ARM,2017,24
ARM,2018,24
ARM,2019,23
ARM,2020,43
ARM,2021,57
ARM,2022,27
ARM,2023,19
ATG,2015,30
ATG,2016,28
ATG,2017,31
ATG,2018,31
ATG,2019,32
ATG,2020,35
ATG,2021,32
ATG,2022,36
ATG,2023,35
AUS,2015,6
AUS,2016,6
AUS,2017,6
AUS,2018,5
AUS,2019,5
AUS,2020,5
AUS,2021,4
AUS,2022,4
AUS,2023,2
AUT,2015,7
AUT,2016,6
AUT,2017,6
AUT,2018,7
AUT,2019,7
AUT,2020,6
AUT,2021,6
AUT,2022,7
AUT,2023,6
AZE,2015,21
AZE,2016,22
AZE,2017,22
AZE,2018,21
AZE,2019,21
AZE,2020,21
AZE,2021,55
AZE,2022,32
AZE,2023,18
BDI,2015,525
BDI,2016,501
BDI,2017,482
BDI,2018,464
BDI,2019,449
BDI,2020,441
BDI,2021,447
BDI,2022,412
BDI,2023,392
BEL,2015,5
BEL,2016,5
BEL,2017,5
BEL,2018,5
BEL,2019,4
BEL,2020,4
BEL,2021,7
BEL,2022,11
BEL,2023,4
BEN,2015,606
BEN,2016,604
BEN,2017,592
BEN,2018,585
BEN,2019,572
BEN,2020,578
BEN,2021,584
BEN,2022,547
BEN,2023,518
BFA,2015,328
BFA,2016,313
BFA,2017,298
BFA,2018,286
BFA,2019,274
BFA,2020,334
BFA,2021,354
BFA,2022,316
BFA,2023,242
BGD,2015,204
BGD,2016,191
BGD,2017,179
BGD,2018,168
BGD,2019,157
BGD,2020,152
BGD,2021,194
BGD,2022,131
BGD,2023,115
BGR,2015,7
BGR,2016,7
BGR,2017,7
BGR,2018,7
BGR,2019,6
BGR,2020,9
BGR,2021,9
BGR,2022,10
BGR,2023,6
BHR,2015,16
BHR,2016,17
BHR,2017,17
BHR,2018,16
BHR,2019,17
BHR,2020,7
BHR,2021,10
BHR,2022,5
BHR,2023,17
BHS,2015,83
BHS,2016,77
BHS,2017,79
BHS,2018,82
BHS,2019,82
BHS,2020,84
BHS,2021,174
BHS,2022,80
BHS,2023,76
BIH,2015,7
BIH,2016,7
BIH,2017,7
BIH,2018,7
BIH,2019,6
BIH,2020,7
BIH,2021,13
BIH,2022,12
BIH,2023,6
BLR,2015,1
BLR,2016,1
BLR,2017,1
BLR,2018,1
BLR,2019,1
BLR,2020,2
BLR,2021,2
BLR,2022,1
BLR,2023,1
BLZ,2015,47
BLZ,2016,51
BLZ,2017,56
BLZ,2018,60
BLZ,2019,61
BLZ,2020,88
BLZ,2021,157
BLZ,2022,110
BLZ,2023,67
BOL,2015,166
BOL,2016,162
BOL,2017,160
BOL,2018,157
BOL,2019,156
BOL,2020,218
BOL,2021,270
BOL,2022,164
BOL,2023,146
BRA,2015,63
BRA,2016,64
BRA,2017,61
BRA,2018,62
BRA,2019,65
BRA,2020,85
BRA,2021,128
BRA,2022,104
BRA,2023,67
BRB,2015,37
BRB,2016,36
BRB,2017,37
BRB,2018,37
BRB,2019,36
BRB,2020,39
BRB,2021,38
BRB,2022,38
BRB,2023,35
BRN,2015,39
BRN,2016,39
BRN,2017,39
BRN,2018,39
BRN,2019,38
BRN,2020,39
BRN,2021,44
BRN,2022,88
BRN,2023,36
BTN,2015,68
BTN,2016,63
BTN,2017,58
BTN,2018,55
BTN,2019,52
BTN,2020,51
BTN,2021,50
BTN,2022,49
BTN,2023,47
BWA,2015,141
BWA,2016,72
BWA,2017,46
BWA,2018,99
BWA,2019,100
BWA,2020,98
BWA,2021,165
BWA,2022,120
BWA,2023,155
CAF,2015,981
CAF,2016,962
CAF,2017,1093
CAF,2018,881
CAF,2019,1650
CAF,2020,1296
CAF,2021,1127
CAF,2022,841
CAF,2023,692
CAN,2015,11
CAN,2016,12
CAN,2017,12
CAN,2018,13
CAN,2019,12
CAN,2020,17
CAN,2021,14
CAN,2022,15
CAN,2023,12
CHE,2015,6
CHE,2016,7
CHE,2017,6
CHE,2018,6
CHE,2019,6
CHE,2020,5
CHE,2021,4
CHE,2022,4
CHE,2023,5
CHL,2015,14
CHL,2016,13
CHL,2017,12
CHL,2018,11
CHL,2019,11
CHL,2020,12
CHL,2021,14
CHL,2022,12
CHL,2023,10
CHN,2015,26
CHN,2016,25
CHN,2017,24
CHN,2018,22
CHN,2019,21
CHN,2020,20
CHN,2021,21
CHN,2022,18
CHN,2023,16
CIV,2015,505
CIV,2016,488
CIV,2017,465
CIV,2018,449
CIV,2019,429
CIV,2020,447
CIV,2021,459
CIV,2022,409
CIV,2023,359
CMR,2015,417
CMR,2016,393
CMR,2017,372
CMR,2018,354
CMR,2019,336
CMR,2020,316
CMR,2021,342
CMR,2022,276
CMR,2023,258
COD,2015,545
COD,2016,526
COD,2017,519
COD,2018,508
COD,2019,493
COD,2020,489
COD,2021,507
COD,2022,456
COD,2023,427
COG,2015,284
COG,2016,263
COG,2017,262
COG,2018,259
COG,2019,245
COG,2020,247
COG,2021,301
