iso3c,year,value
AFG,2015,23.4
AFG,2016,24.2
AFG,2017,25.1
AFG,2018,25.9
AFG,2019,26.7
AFG,2020,27.6
AFG,2021,28.4
AFG,2022,29.2
AFG,2023,29.9
AFG,2024,30.6
ALB,2015,70.6
ALB,2016,70.6
ALB,2017,70.6
ALB,2018,70.7
ALB,2019,70.7
ALB,2020,70.7
ALB,2021,70.7
ALB,2022,70.7
ALB,2023,70.8
ALB,2024,70.8
AND,2015,90.6
AND,2016,90.6
AND,2017,90.6
AND,2018,90.6
AND,2019,90.6
AND,2020,90.6
AND,2021,90.6
AND,2022,90.6
AND,2023,90.6
AND,2024,90.6
ARE,2015,98.5
ARE,2016,98.6
ARE,2017,98.6
ARE,2018,98.6
ARE,2019,98.6
ARE,2020,98.6
ARE,2021,98.6
ARE,2022,98.6
ARE,2023,98.6
ARE,2024,98.6
ARM,2015,82.8
ARM,2016,82.8
ARM,2017,82.7
ARM,2018,82.6
ARM,2019,82.4
ARM,2020,82.3
ARM,2021,82.1
ARM,2022,82.4
ARM,2023,82.2
ARM,2024,82.1
ASM,2015,89.2
ASM,2016,89.5
ASM,2017,89.7
ASM,2018,89.9
ASM,2019,90.1
ASM,2020,90.3
ASM,2021,90.5
ASM,2022,90.5
ASM,2023,90.5
ASM,2024,90.5
AUT,2015,98.9
AUT,2016,98.9
AUT,2017,98.9
AUT,2018,98.9
AUT,2019,98.9
AUT,2020,98.9
AUT,2021,98.9
AUT,2022,98.9
AUT,2023,98.9
AUT,2024,98.9
AZE,2015,54.3
AZE,2016,54.7
AZE,2017,55.1
AZE,2018,55.5
AZE,2019,55.9
AZE,2020,56.3
AZE,2021,56.7
AZE,2022,57.1
AZE,2023,57.5
AZE,2024,57.8
BEL,2015,99.7
BEL,2016,99.7
BEL,2017,99.6
BEL,2018,99.6
BEL,2019,99.6
BEL,2020,99.6
BEL,2021,99.6
BEL,2022,99.6
BEL,2023,99.6
BEL,2024,99.5
BEN,2015,16.3
BEN,2016,16.5
BEN,2017,16.6
BEN,2018,16.8
BEN,2019,16.9
BEN,2020,17.1
BEN,2021,17.2
BEN,2022,17.4
BEN,2023,17.5
BEN,2024,17.7
BGD,2015,56.4
BGD,2016,56.8
BGD,2017,57.3
BGD,2018,57.7
BGD,2019,58.2
BGD,2020,58.7
BGD,2021,59.2
BGD,2022,59.2
BGD,2023,59.1
BGD,2024,59.1
BGR,2015,97
BGR,2016,96.9
BGR,2017,96.8
BGR,2018,96.7
BGR,2019,96.6
BGR,2020,96.5
BGR,2021,96.4
BGR,2022,96.4
BGR,2023,96.3
BGR,2024,96.2
BHR,2015,98.9
BHR,2016,98.9
BHR,2017,98.9
BHR,2018,98.9
BHR,2019,98.9
BHR,2020,98.9
BHR,2021,98.9
BHR,2022,98.9
BHR,2023,98.9
BHR,2024,98.9
BIH,2015,88.7
BIH,2016,88.8
BIH,2017,88.9
BIH,2018,88.9
BIH,2019,88.7
BIH,2020,88.2
BIH,2021,87.6
BIH,2022,87
BIH,2023,86.4
BIH,2024,86.4
BLR,2015,92.5
BLR,2016,92.6
BLR,2017,92.7
BLR,2018,92.7
BLR,2019,92.8
BLR,2020,92.8
BLR,2021,92.9
BLR,2022,93
BLR,2023,93
BLR,2024,93.1
BRA,2015,82
BRA,2016,82.7
BRA,2017,83.5
BRA,2018,84.3
BRA,2019,85
BRA,2020,85.7
BRA,2021,86.4
BRA,2022,87.1
BRA,2023,88
BRA,2024,88.6
BTN,2015,47.1
BTN,2016,50.5
BTN,2017,53.9
BTN,2018,57.3
BTN,2019,60.6
BTN,2020,63.6
