iso3c,year,value
ABW,2015,0.2432286614
ABW,2016,0.2366415358
ABW,2017,0.2287767012
ABW,2018,0.2162408139
ABW,2019,0.2176245128
ABW,2020,0.2825728719
ABW,2021,0.2465702202
ABW,2022,0.2239769775
ABW,2023,0.2097299028
ABW,2024,0.2062174586
AFG,2015,0.3027820361
AFG,2016,0.2892716335
AFG,2017,0.2931984051
AFG,2018,0.3000674028
AFG,2019,0.2896742073
AFG,2020,0.3040418317
AFG,2021,0.3765993249
AFG,2022,0.4153427936
AFG,2023,0.4182956789
AGO,2015,0.3070457071
AGO,2016,0.303478244
AGO,2017,0.2940870602
AGO,2018,0.2731619738
AGO,2019,0.2759632298
AGO,2020,0.2685719611
AGO,2021,0.2715365924
AGO,2022,0.2649412847
AGO,2023,0.2628745293
AGO,2024,0.2455111485
ALB,2015,0.2322010982
ALB,2016,0.2184525486
ALB,2017,0.2232935424
ALB,2018,0.2042624254
ALB,2019,0.1933569461
ALB,2020,0.1954895079
ALB,2021,0.1811175891
ALB,2022,0.1658030508
ALB,2023,0.1535107248
ALB,2024,0.1421791501
AND,2015,0.1409966059
AND,2016,0.1363834121
AND,2017,0.1354843075
AND,2018,0.1394850602
AND,2019,0.1338332887
AND,2020,0.1225050833
AND,2021,0.124529285
AND,2022,0.1113026959
AND,2023,0.106394621
AND,2024,0.1007028162
ARE,2015,0.4366699533
ARE,2016,0.4229006091
ARE,2017,0.3837212427
ARE,2018,0.3974989955
ARE,2019,0.4187882647
ARE,2020,0.4673318322
ARE,2021,0.4572982043
ARE,2022,0.4611822297
ARE,2023,0.4508371883
ARE,2024,0.4605712061
ARG,2015,0.2888199207
ARG,2016,0.2982332605
ARG,2017,0.2932454182
ARG,2018,0.2962174274
ARG,2019,0.3031003237
ARG,2020,0.3280655163
ARG,2021,0.314669801
ARG,2022,0.3102551588
ARG,2023,0.3128959759
ARG,2024,0.3114332786
ARM,2015,0.2276483448
ARM,2016,0.2334602941
ARM,2017,0.2153160091
ARM,2018,0.2077368832
ARM,2019,0.1945254518
ARM,2020,0.2226746074
ARM,2021,0.2120310634
ARM,2022,0.1884418712
ARM,2023,0.1672213813
ARM,2024,0.1626163482
ATG,2015,0.2846755751
ATG,2016,0.2800887945
ATG,2017,0.2751297952
ATG,2018,0.2620137694
ATG,2019,0.2628166569
ATG,2020,0.3125659063
ATG,2021,0.2918945683
ATG,2022,0.2698415105
ATG,2023,0.2657048173
ATG,2024,0.2668615453
AUS,2015,0.4655457813
AUS,2016,0.431156194
AUS,2017,0.454950203
AUS,2018,0.441959365
AUS,2019,0.4137269877
AUS,2020,0.3948167896
AUS,2021,0.3903642262
