iso3c,year,value
AFG,2017,71.4
AFG,2021,87.4
ALB,2017,92.8
ALB,2021,97
ALB,2024,95.7
ARE,2021,89.8
ARG,2017,99.3
ARG,2021,98.6
ARG,2024,99.3
ARM,2021,74.6
AUT,2024,58.3
AZE,2017,98.8
AZE,2024,100
BEL,2021,99.1
BEL,2024,97
BEN,2017,45.9
BEN,2021,47
BEN,2024,68.9
BFA,2017,80.8
BFA,2021,83.1
BFA,2024,90.2
BGD,2017,82.9
BGD,2021,86.6
BGD,2024,89.3
BGR,2017,99.3
BGR,2021,99.3
BHR,2024,98.4
BIH,2017,94.5
BIH,2021,96.8
BIH,2024,93.4
BLR,2017,98.9
BOL,2017,97.7
BOL,2021,97.9
BOL,2024,98.7
BRA,2017,98.4
BRA,2021,96.2
BRA,2024,98.5
BWA,2017,96.8
BWA,2024,94.8
CAN,2021,97.8
CAN,2024,93.1
CHE,2021,95
CHE,2024,92.7
CHL,2017,98.8
CHL,2021,99.2
CHL,2024,98.2
CHN,2017,98.6
CHN,2021,99.7
CHN,2024,99
CIV,2017,68
CIV,2021,71.8
CIV,2024,78.4
CMR,2017,85.3
CMR,2021,82.8
CMR,2024,79.9
COD,2024,86.4
COG,2017,59.8
COG,2021,63.2
COG,2024,55.7
COL,2017,98.9
COL,2021,96.9
COL,2024,98.4
COM,2024,72.4
CRI,2017,97.8
CRI,2021,94.6
CRI,2024,97.8
CYP,2021,87.4
CYP,2024,87.7
CZE,2017,98.5
CZE,2021,99.1
CZE,2024,95.3
DEU,2021,95.7
DEU,2024,98
DNK,2021,98.5
DNK,2024,99.7
DOM,2017,89.9
DOM,2021,91
DOM,2024,92.4
DZA,2017,95.1
DZA,2021,96.7
DZA,2024,99.7
ECU,2017,99.5
ECU,2021,97.5
ECU,2024,98.2
EGY,2017,93.7
EGY,2021,97.3
EGY,2024,98.8
ESP,2021,96
ESP,2024,97.2
EST,2017,98.6
EST,2021,98
ETH,2017,64.2
ETH,2024,90.6
FIN,2024,99.6
FRA,2021,93.8
FRA,2024,95.3
GAB,2017,69.9
GAB,2021,73
GAB,2024,78.3
GBR,2024,93.6
GEO,2017,94.1
GEO,2021,95.1
GEO,2024,91.7
GHA,2021,86.7
GHA,2024,87.9
GIN,2017,44.6
GIN,2021,58.6
GIN,2024,47.3
GMB,2024,77.2
GRC,2017,92.8
GRC,2021,97.7
GRC,2024,96.7
GTM,2017,93
GTM,2024,94.3
HKG,2021,98.1
HKG,2024,99.9
HND,2017,93.2
HND,2021,92.8
HND,2024,95.4
HRV,2017,99.4
HRV,2021,99.6
HTI,2017,79.5
HUN,2017,99.7
HUN,2021,98.9
HUN,2024,99.2
IDN,2017,95.8
IDN,2021,96.7
IDN,2024,97.4
IND,2017,96.8
IND,2024,99.2
IRL,2024,85.3
IRN,2021,86.6
IRN,2024,92
IRQ,2021,94.2
IRQ,2024,96.8
ISL,2021,99.7
ISL,2024,100
ISR,2017,99.1
ISR,2021,98.2
ISR,2024,98
ITA,2021,97.9
ITA,2024,98.4
JAM,2021,82.7
JOR,2017,95.3
JOR,2021,96.8
JOR,2024,86.1
JPN,2024,94.4
KAZ,2017,93.8
KAZ,2021,98.9
KEN,2017,94.3
KEN,2021,91.4
KEN,2024,92.6
KGZ,2017,93.2
KGZ,2021,93.6
KGZ,2024,97.9
KHM,2017,88.6
KHM,2021,89.6
