iso3c,year,value
AFG,2015,36
AFG,2017,41
AFG,2019,42
AFG,2021,41
AGO,2015,36
AGO,2017,40
AGO,2019,39
AGO,2021,37
ALB,2015,61
ALB,2017,61
ALB,2019,64
ALB,2021,64
AND,2015,75
AND,2017,76
AND,2019,78
AND,2021,79
ARE,2015,72
ARE,2017,73
ARE,2019,75
ARE,2021,82
ARG,2015,80
ARG,2017,79
ARG,2019,78
ARG,2021,79
ARM,2015,67
ARM,2017,69
ARM,2019,70
ARM,2021,68
ATG,2015,78
ATG,2017,77
ATG,2019,75
ATG,2021,76
AUS,2015,87
AUS,2017,87
AUS,2019,87
AUS,2021,87
AUT,2015,84
AUT,2017,84
AUT,2019,84
AUT,2021,85
AZE,2015,62
AZE,2017,64
AZE,2019,67
AZE,2021,66
BDI,2015,40
BDI,2017,40
BDI,2019,42
BDI,2021,41
BEL,2015,86
BEL,2017,87
BEL,2019,87
BEL,2021,86
BEN,2015,35
BEN,2017,34
BEN,2019,35
BEN,2021,38
BFA,2015,35
BFA,2017,38
BFA,2019,38
BFA,2021,40
BGD,2015,45
BGD,2017,48
BGD,2019,50
BGD,2021,52
BGR,2015,70
BGR,2017,72
BGR,2019,76
BGR,2021,73
BHR,2015,73
BHR,2017,74
BHR,2019,76
BHR,2021,76
BHS,2015,77
BHS,2017,79
BHS,2019,79
BHS,2021,77
BIH,2015,68
BIH,2017,70
BIH,2019,67
BIH,2021,66
BLR,2015,76
BLR,2017,78
BLR,2019,81
BLR,2021,79
BLZ,2015,69
BLZ,2017,68
BLZ,2019,69
BLZ,2021,68
BOL,2015,60
BOL,2017,64
BOL,2019,65
BOL,2021,65
BRA,2015,82
BRA,2017,82
BRA,2019,81
BRA,2021,80
BRB,2015,80
BRB,2017,80
BRB,2019,79
BRB,2021,77
BRN,2015,75
BRN,2017,78
BRN,2019,77
BRN,2021,78
BTN,2015,53
BTN,2017,56
BTN,2019,60
BTN,2021,60
BWA,2015,58
BWA,2017,58
BWA,2019,55
BWA,2021,55
CAF,2015,30
CAF,2017,30
CAF,2019,31
CAF,2021,32
CAN,2015,90
CAN,2017,90
CAN,2019,91
CAN,2021,91
CHE,2015,84
CHE,2017,86
CHE,2019,86
CHE,2021,86
CHL,2015,79
CHL,2017,82
CHL,2019,82
CHL,2021,82
CHN,2015,76
CHN,2017,79
CHN,2019,81
CHN,2021,81
CIV,2015,43
CIV,2017,44
CIV,2019,41
CIV,2021,43
CMR,2015,42
CMR,2017,43
CMR,2019,43
CMR,2021,44
COD,2015,37
COD,2017,40
COD,2019,40
COD,2021,42
COG,2015,38
COG,2017,36
COG,2019,39
COG,2021,41
COL,2015,78
COL,2017,80
COL,2019,80
COL,2021,80
COM,2015,44
COM,2017,46
COM,2019,46
COM,2021,48
CPV,2015,68
CPV,2017,70
CPV,2019,69
CPV,2021,71
CRI,2015,77
CRI,2017,81
CRI,2019,82
CRI,2021,81
CUB,2015,84
CUB,2017,84
CUB,2019,83
CUB,2021,83
CYP,2015,78
CYP,2017,81
CYP,2019,81
CYP,2021,81
CZE,2015,82
CZE,2017,84
CZE,2019,83
CZE,2021,84
DEU,2015,88
DEU,2017,88
DEU,2019,88
DEU,2021,88
DJI,2015,41
DJI,2017,45
DJI,2019,45
DJI,2021,44
DMA,2015,70
DMA,2017,70
DMA,2019,72
DMA,2021,49
DNK,2015,80
DNK,2017,81
DNK,2019,82
DNK,2021,82
DOM,2015,75
DOM,2017,75
DOM,2019,75
DOM,2021,77
DZA,2015,74
DZA,2017,74
DZA,2019,74
DZA,2021,74
ECU,2015,77
ECU,2017,78
ECU,2019,79
ECU,2021,77
EGY,2015,65
EGY,2017,69
EGY,2019,70
EGY,2021,70
ERI,2015,45
ERI,2017,46
ERI,2019,46
ERI,2021,45
ESP,2015,85
ESP,2017,86
ESP,2019,85
ESP,2021,85
EST,2015,77
EST,2017,78
EST,2019,79
EST,2021,79
ETH,2015,34
ETH,2017,35
ETH,2019,36
ETH,2021,35
FIN,2015,86
FIN,2017,85
FIN,2019,85
FIN,2021,86
FJI,2015,60
FJI,2017,59
FJI,2019,59
FJI,2021,58
FRA,2015,84
FRA,2017,85
FRA,2019,84
FRA,2021,85
FSM,2015,46
FSM,2017,49
FSM,2019,46
FSM,2021,48
GAB,2015,50
GAB,2017,51
GAB,2019,49
GAB,2021,49
GBR,2015,85
GBR,2017,86
GBR,2019,87
GBR,2021,88
GEO,2015,71
GEO,2017,70
GEO,2019,69
GEO,2021,68
GHA,2015,44
GHA,2017,45
GHA,2019,46
GHA,2021,48
GIN,2015,33
GIN,2017,36
GIN,2019,39
GIN,2021,40
GMB,2015,43
GMB,2017,44
GMB,2019,46
GMB,2021,46
GNB,2015,37
GNB,2017,38
GNB,2019,36
GNB,2021,37
GNQ,2015,41
GNQ,2017,44
GNQ,2019,44
GNQ,2021,46
GRC,2015,78
GRC,2017,79
GRC,2019,79
GRC,2021,77
GRD,2015,71
GRD,2017,73
GRD,2019,74
GRD,2021,70
GTM,2015,60
GTM,2017,58
GTM,2019,61
GTM,2021,59
GUY,2015,75
GUY,2017,77
GUY,2019,77
GUY,2021,76
HND,2015,65
HND,2017,65
HND,2019,66
HND,2021,64
HRV,2015,78
HRV,2017,79
HRV,2019,80
HRV,2021,80
HTI,2015,51
HTI,2017,53
HTI,2019,53
HTI,2021,54
HUN,2015,78
HUN,2017,79
HUN,2019,79
HUN,2021,79
IDN,2015,50
IDN,2017,54
IDN,2019,56
IDN,2021,55
IND,2015,57
IND,2017,60
IND,2019,64
IND,2021,63
IRL,2015,82
IRL,2017,82
IRL,2019,82
IRL,2021,83
IRN,2015,68
IRN,2017,72
IRN,2019,75
IRN,2021,74
IRQ,2015,56
IRQ,2017,57
IRQ,2019,58
IRQ,2021,59
ISL,2015,87
ISL,2017,87
ISL,2019,89
ISL,2021,89
ISR,2015,82
ISR,2017,84
ISR,2019,85
ISR,2021,85
ITA,2015,83
ITA,2017,84
ITA,2019,85
ITA,2021,84
JAM,2015,74
JAM,2017,75
JAM,2019,77
JAM,2021,74
JOR,2015,70
JOR,2017,70
JOR,2019,67
JOR,2021,65
JPN,2015,83
JPN,2017,84
JPN,2019,83
JPN,2021,83
KAZ,2015,77
KAZ,2017,79
KAZ,2019,82
KAZ,2021,80
KEN,2015,50
KEN,2017,52
KEN,2019,51
KEN,2021,53
KGZ,2015,69
KGZ,2017,71
KGZ,2019,71
KGZ,2021,69
KHM,2015,56
KHM,2017,60
KHM,2019,58
KHM,2021,58
KIR,2015,45
KIR,2017,47
KIR,2019,48
KIR,2021,48
KNA,2015,76
KNA,2017,76
KNA,2019,77
KNA,2021,79
KOR,2015,86
KOR,2017,88
KOR,2019,89
KOR,2021,89
KWT,2015,77
KWT,2017,78
KWT,2019,77
KWT,2021,78
LAO,2015,47
LAO,2017,51
LAO,2019,51
LAO,2021,52
LBN,2015,71
LBN,2017,73
LBN,2019,74
LBN,2021,73
LBR,2015,37
LBR,2017,40
LBR,2019,43
LBR,2021,45
LBY,2015,61
LBY,2017,66
LBY,2019,64
LBY,2021,62
LCA,2015,74
LCA,2017,74
LCA,2019,77
LCA,2021,77
LKA,2015,61
LKA,2017,65
LKA,2019,66
LKA,2021,67
LSO,2015,54
LSO,2017,56
LSO,2019,53
LSO,2021,53
LTU,2015,70
LTU,2017,72
LTU,2019,75
LTU,2021,75
LUX,2015,84
LUX,2017,85
LUX,2019,86
LUX,2021,83
LVA,2015,70
LVA,2017,75
LVA,2019,76
LVA,2021,75
MAR,2015,65
MAR,2017,69
MAR,2019,68
MAR,2021,69
MCO,2015,84
MCO,2017,85
MCO,2019,86
MCO,2021,86
MDA,2015,70
MDA,2017,71
MDA,2019,72
MDA,2021,71
MDG,2015,29
MDG,2017,30
MDG,2019,33
MDG,2021,35
MDV,2015,64
MDV,2017,71
MDV,2019,68
MDV,2021,61
MEX,2015,74
MEX,2017,74
MEX,2019,74
MEX,2021,75
MHL,2015,60
MHL,2017,61
MHL,2019,61
MHL,2021,59
MKD,2015,73
MKD,2017,74
MKD,2019,74
MKD,2021,74
MLI,2015,36
MLI,2017,38
MLI,2019,40
MLI,2021,41
MLT,2015,85
MLT,2017,85
MLT,2019,83
MLT,2021,85
MMR,2015,53
MMR,2017,54
MMR,2019,60
MMR,2021,52
MNE,2015,69
MNE,2017,71
MNE,2019,72
MNE,2021,72
MNG,2015,66
MNG,2017,67
MNG,2019,67
MNG,2021,65
MOZ,2015,40
MOZ,2017,43
MOZ,2019,43
MOZ,2021,44
MRT,2015,33
MRT,2017,39
MRT,2019,36
MRT,2021,40
MUS,2015,67
MUS,2017,68
MUS,2019,68
MUS,2021,66
MWI,2015,42
MWI,2017,48
MWI,2019,48
MWI,2021,48
MYS,2015,75
MYS,2017,77
MYS,2019,78
MYS,2021,76
NAM,2015,63
NAM,2017,63
NAM,2019,62
NAM,2021,63
NER,2015,32
NER,2017,33
NER,2019,34
NER,2021,35
NGA,2015,39
NGA,2017,39
NGA,2019,43
NGA,2021,38
NIC,2015,71
NIC,2017,73
NIC,2019,73
NIC,2021,70
NLD,2015,84
NLD,2017,85
NLD,2019,85
NLD,2021,85
NOR,2015,86
NOR,2017,86
NOR,2019,86
NOR,2021,87
NPL,2015,47
NPL,2017,45
NPL,2019,50
NPL,2021,54
NRU,2015,57
NRU,2017,59
NRU,2019,60
NRU,2021,60
NZL,2015,85
NZL,2017,86
NZL,2019,85
NZL,2021,85
OMN,2015,69
OMN,2017,69
OMN,2019,70
OMN,2021,70
PAK,2015,40
PAK,2017,43
PAK,2019,44
PAK,2021,45
PAN,2015,75
PAN,2017,77
PAN,2019,79
PAN,2021,78
PER,2015,76
PER,2017,75
PER,2019,75
PER,2021,71
PHL,2015,57
PHL,2017,60
PHL,2019,60
PHL,2021,58
PLW,2015,65
PLW,2017,67
PLW,2019,66
PLW,2021,65
PNG,2015,36
PNG,2017,33
PNG,2019,30
PNG,2021,30
POL,2015,80
POL,2017,82
POL,2019,82
POL,2021,82
PRK,2015,43
PRK,2017,73
PRK,2019,72
PRK,2021,68
PRT,2015,87
PRT,2017,88
PRT,2019,87
PRT,2021,88
PRY,2015,72
PRY,2017,73
PRY,2019,74
PRY,2021,72
QAT,2015,73
QAT,2017,72
QAT,2019,75
QAT,2021,76
ROU,2015,78
ROU,2017,78
ROU,2019,79
ROU,2021,78
RUS,2015,74
RUS,2017,77
RUS,2019,79
RUS,2021,79
RWA,2015,44
RWA,2017,48
RWA,2019,47
RWA,2021,49
SAU,2015,71
SAU,2017,73
SAU,2019,72
SAU,2021,74
SDN,2015,43
SDN,2017,45
