iso3c,year,value
ABW,2015,88.66122693
ABW,2016,93.54245387
ABW,2017,97.17
AFG,2015,8.260000229
AFG,2016,11
AFG,2017,13.5
AFG,2018,16.79999924
AFG,2019,17.60000038
AFG,2020,17.04850006
AFG,2021,16.51429939
AFG,2022,15.86629963
AFG,2023,15.92840004
AFG,2024,16.09499931
AGO,2015,22
AGO,2016,23.20000076
AGO,2017,26
AGO,2018,29
AGO,2019,32.12939835
AGO,2020,33.32089996
AGO,2021,34.55649948
AGO,2022,35.83800125
AGO,2023,37.88589859
AGO,2024,40.70479965
ALB,2015,56.90000153
ALB,2016,59.59999847
ALB,2017,62.40000153
ALB,2018,65.40000153
ALB,2019,68.55039112
ALB,2020,72.23767711
ALB,2021,79.32371752
ALB,2022,82.61367544
ALB,2023,83.13559161
ALB,2024,85.86389923
AND,2015,87.90000153
AND,2016,89.69999695
AND,2017,91.56746703
AND,2018,93.5
AND,2019,90.71869659
AND,2020,93.20570374
AND,2021,93.89749908
AND,2022,94.05169678
AND,2023,94.21499634
AND,2024,94.39759827
ARE,2015,90.5
ARE,2016,90.60000732
ARE,2017,94.81992254
ARE,2018,98.45000178
ARE,2019,99.14999796
ARE,2020,100
ARE,2021,100
ARE,2022,100
ARE,2023,100
ARE,2024,100
ARG,2015,68.04306411
ARG,2016,70.96898082
ARG,2017,74.29490687
ARG,2018,77.7
ARG,2019,79.94695203
ARG,2020,85.51438646
ARG,2021,87.15070683
ARG,2022,88.37535691
ARG,2023,89.22897166
ARG,2024,89.66715228
ARM,2015,59.10083377
ARM,2016,64.34602977
ARM,2017,64.74488433
ARM,2018,68.24505226
ARM,2019,66.54394969
ARM,2020,76.50770055
ARM,2021,78.61225758
ARM,2022,77.02767465
ARM,2023,79.99663036
ARM,2024,81.33930206
ATG,2015,70
ATG,2016,70.27159882
ATG,2017,70.54419708
ATG,2018,70.81790161
ATG,2019,71.09259796
ATG,2020,71.36840057
ATG,2021,71.64530182
ATG,2022,71.9233017
ATG,2023,72.12409973
ATG,2024,72.73040009
AUS,2015,84.56051491
AUS,2016,86.54000092
AUS,2017,86.54504885
AUS,2018,90.0082016
AUS,2019,93.60990143
AUS,2020,94.6934967
AUS,2021,96.97219849
AUS,2022,96.11940002
AUS,2023,96.1160965
AUS,2024,96.13140106
AUT,2015,83.94014193
AUT,2016,84.32374257
AUT,2017,87.93558659
AUT,2018,87.47913723
AUT,2019,87.75220479
AUT,2020,87.52942813
AUT,2021,92.52915104
AUT,2022,93.61409139
AUT,2023,95.33467117
AUT,2024,94.91974877
AUT,2025,91.92573373
AZE,2015,77
AZE,2016,78.2
AZE,2017,79
AZE,2018,79.79999549
AZE,2019,81.09999907
AZE,2020,84.59999573
AZE,2021,85.99998954
AZE,2022,88
AZE,2023,89
AZE,2024,90.43979645
AZE,2025,90.80000181
BDI,2015,2
BDI,2016,2.200000048
BDI,2017,2.660748535
BDI,2018,4.019499779
BDI,2019,6.072199821
BDI,2020,6.430099964
BDI,2021,6.777999878
BDI,2022,7.144800186
BDI,2023,7.172299862
BDI,2024,8.595999718
BEL,2015,85.05294175
BEL,2016,86.51647666
BEL,2017,87.67968082
BEL,2018,88.647343
BEL,2019,90.27542801
BEL,2020,91.52641629
BEL,2021,92.78867618
BEL,2022,94.00783071
BEL,2023,94.62625074
BEL,2024,95.77579144
BEN,2015,11.25500011
BEN,2016,14.5
BEN,2017,18.7
BEN,2018,19
BEN,2019,20.50099945
BEN,2020,22.12059975
BEN,2021,28.20470047
BEN,2022,30.53730011
BEN,2023,32.39400101
BEN,2024,33.98379898
BFA,2015,6.545700073
BFA,2016,7.140999794
BFA,2017,7.790400028
BFA,2018,8.498900414
BFA,2019,9.27180601
BFA,2020,12.97319984
BFA,2021,18.1522007
BFA,2022,25.3987999
BFA,2023,25.36120033
BFA,2024,28.25270081
BGD,2015,12.36880016
BGD,2016,16.89909935
BGD,2017,21.5
BGD,2018,25.56509972
BGD,2019,30.38310051
BGD,2020,36.10910034
BGD,2021,38.91744466
BGD,2022,41.61650085
BGD,2023,44.50274195
BGD,2024,53.42171316
BGR,2015,56.65625161
BGR,2016,59.82554766
BGR,2017,63.41010138
BGR,2018,64.78201069
BGR,2019,67.94698094
BGR,2020,70.16248359
BGR,2021,75.27144583
BGR,2022,79.12686326
BGR,2023,80.38956462
BGR,2024,82.438955
BHR,2015,93.4783008
BHR,2016,97.9999807
BHR,2017,95.87813575
BHR,2018,98.64467258
BHR,2019,99.70150438
BHR,2020,99.67103159
BHR,2021,100
BHR,2022,100
BHR,2023,100
BHR,2024,100
BHS,2015,78
BHS,2016,80
BHS,2017,80.59999847
BHS,2018,83
BHS,2019,90.69329834
BHS,2020,92.4437027
BHS,2021,92.34980011
BHS,2022,92.2559967
BHS,2023,92.38729858
BHS,2024,92.47270203
BIH,2015,52.59999847
BIH,2016,60.25653543
BIH,2017,64.89202051
BIH,2018,70.12013504
BIH,2019,69.94634763
BIH,2020,73.21175294
BIH,2021,75.67620138
BIH,2022,78.8455371
BIH,2023,83.3771539
BIH,2024,86.10091103
BLR,2015,62.23036091
BLR,2016,71.11304576
BLR,2017,74.43644541
BLR,2018,79.12988669
BLR,2019,82.78915209
BLR,2020,85.08791245
BLR,2021,86.88841196
BLR,2022,89.50733148
BLR,2023,91.51249979
BLR,2024,94.26182128
BLZ,2015,41.59000015
BLZ,2016,44.57569885
BLZ,2017,48.8771019
BLZ,2018,53.59360123
BLZ,2019,58.76520157
BLZ,2020,64.43589783
BLZ,2021,70.65370178
BLZ,2022,69.98329926
BLZ,2023,70.18720245
BLZ,2024,80.00582262
BMU,2015,98.32360965
BMU,2016,98
BMU,2017,98.37
BOL,2015,37.48681763
BOL,2016,39.69749832
BOL,2017,43.83229828
BOL,2018,44.2861422
BOL,2019,47.47481911
BOL,2020,59.94010155
BOL,2021,65.9773785
BOL,2022,72.62270355
BOL,2023,77.30039978
BOL,2024,79.70469666
BRA,2015,58.32795173
BRA,2016,60.87254007
BRA,2017,67.47128452
BRA,2018,70.43428254
BRA,2019,73.91243991
BRA,2020,81.34269353
BRA,2021,80.68989314
BRA,2022,80.52775094
BRA,2023,84.15060238
BRA,2024,84.46347227
BRB,2015,72.04940033
BRB,2016,71.57299805
BRB,2017,71.14849854
BRB,2018,70.72650146
BRB,2019,70.30709839
BRB,2020,69.89009857
BRB,2021,69.4756012
BRB,2022,69.06359863
BRB,2023,69.67510223
BRB,2024,70.36470032
BRN,2015,71.19999695
BRN,2016,90
BRN,2017,94.86669922
BRN,2018,95
BRN,2019,95
BRN,2020,96.30549622
BRN,2021,97.62879944
BRN,2022,98.97042579
BRN,2023,98.97039795
BRN,2024,96.29828801
BTN,2015,39.79999924
BTN,2016,46.50320053
BTN,2017,54.33549881
BTN,2018,63.48680115
BTN,2019,74.17939758
BTN,2020,76.85079956
BTN,2021,85.63688389
BTN,2022,88.35620117
BTN,2023,90.02140045
BTN,2024,91.27739716
BWA,2015,38.89379883
BWA,2016,41.16859818
BWA,2017,43.57640076
BWA,2018,46.12509918
BWA,2019,48.82279968
BWA,2020,51.67819977
BWA,2021,54.70069885
BWA,2022,57.9
BWA,2024,57.45950036
CAF,2015,2.900000095
CAF,2016,3.099999905
CAF,2017,4
CAF,2018,5.099999905
CAF,2019,7.509200096
CAF,2022,13.75360012
CAF,2023,13.8416996
CAF,2024,13.78250027
CAN,2015,90
CAN,2016,91.16000366
CAN,2017,92.70140076
CAN,2018,94.64
CAN,2019,91.91290283
CAN,2020,92.3
CAN,2021,93.93710327
CAN,2022,94
CAN,2023,94.14530182
CAN,2024,94.353302
CHE,2015,87.4790556
CHE,2016,89.13468774
CHE,2017,89.68614767
CHE,2018,91.80000305
CHE,2019,93.14608695
CHE,2020,94.34999847
CHE,2021,95.56937154
CHE,2022,96.45279694
CHE,2023,97.34436623
CHE,2024,97.3443985
CHE,2025,97.32103855
CHL,2015,76.62959195
CHL,2016,83.55858602
CHL,2017,82.32748693
CHL,2018,84.90000153
CHL,2019,85.01760101
CHL,2020,87.45929718
CHL,2021,90.23280334
CHL,2022,92.31819916
CHL,2023,94.45742345
CHL,2024,95.590243
CHN,2015,50.29999924
CHN,2016,53.2
CHN,2017,54.3
CHN,2018,65.35839844
CHN,2019,64.0808813
CHN,2020,70.05275998
CHN,2021,73.05323517
CHN,2022,75.61131603
CHN,2023,90.6
CHN,2024,92
CHN,2025,91.6
CIV,2015,38.44000017
CIV,2016,41.20781493
CIV,2017,43.83992085
CIV,2018,37.54653613
CIV,2019,36.28895457
CIV,2020,36.01660156
CIV,2021,35.95069885
CIV,2022,38.41328122
CIV,2023,40.65284979
CIV,2024,41.43219902
CMR,2015,18.29999924
CMR,2016,20.60000038
CMR,2017,23.20297197
CMR,2018,29.70000076
CMR,2019,36.53919983
CMR,2020,37.69749832
CMR,2021,38.89260101
CMR,2022,40.12559891
CMR,2023,42.24380112
CMR,2024,46.25880051
COD,2015,3.799999952
COD,2016,10.1
COD,2018,11.69999981
COD,2019,13.02970028
COD,2020,14.51049995
COD,2021,16.1595993
COD,2022,17.99620056
COD,2023,18.96789932
COD,2024,19.67350006
COG,2015,7.616000175
COG,2016,8.121899605
COG,2017,8.649999619
COG,2018,11.8071003
COG,2019,16.11639977
COG,2020,21.99850082
COG,2021,30.02739906
COG,2022,40.98669815
COG,2023,43.15039825
COG,2024,47.25159836
COL,2015,55.90497251
COL,2016,58.13649357
COL,2017,62.25988032
COL,2018,64.12637682
COL,2019,65.00690072
COL,2020,69.79533474
COL,2021,73.02837449
COL,2022,72.79637855
COL,2023,77.33686322
COL,2024,79.34543299
COM,2015,7.459199905
COM,2016,7.938300133
COM,2017,8.478199959
COM,2019,16.38380051
COM,2020,22.42040062
COM,2021,30.68120003
COM,2022,31.37409973
COM,2023,31.92749977
COM,2024,32.51750183
CPV,2015,42.68301416
CPV,2016,50.32281787
CPV,2017,57.16214635
CPV,2018,59.5
CPV,2019,61.94339776
CPV,2020,69.37339783
CPV,2021,70.28250122
CPV,2022,73.32740021
CPV,2023,74.59919739
CPV,2024,74.73519897
CRI,2015,59.76295014
CRI,2016,65.88044919
CRI,2017,71.58166462
CRI,2018,73.47972844
CRI,2019,81.20259644
CRI,2020,80.53018608
CRI,2021,82.74901607
CRI,2022,82.59801121
CRI,2023,85.39514799
CRI,2024,87.17019653
CUB,2015,37.30509742
CUB,2016,42.97867519
CUB,2017,57.14840432
CUB,2018,62.67892362
CUB,2019,67.97080866
CUB,2020,71.11907507
CUB,2021,67.64354869
CUB,2022,67.88410187
CUB,2023,69.55580139
CUB,2024,70.47699738
CUW,2016,61.85551074
CUW,2017,68.12721625
CYM,2015,77
CYM,2016,79
CYM,2017,81.06769325
CYP,2015,71.71574092
CYP,2016,75.9002054
CYP,2017,80.74318897
CYP,2018,84.43358252
CYP,2019,86.06362996
CYP,2020,90.80194644
CYP,2021,90.75951564
CYP,2022,89.60099194
CYP,2023,91.22110357
CYP,2024,89.60099246
CZE,2015,75.6688387
