iso3c,year,value
AFG,2015,32.97033326
AFG,2016,34.15573062
AFG,2017,35.3395751
AFG,2018,36.52175749
AFG,2019,37.70201822
AFG,2020,38.88012451
AFG,2021,40.05595908
AFG,2022,41.22924781
AFG,2023,42.21863488
AFG,2024,43.1642296
AGO,2015,33.8680206
AGO,2016,33.33759369
AGO,2017,32.78607556
AGO,2018,32.21502621
AGO,2019,31.62662965
AGO,2020,31.02201909
AGO,2021,30.40306809
AGO,2022,29.77099195
AGO,2023,29.12706995
AGO,2024,28.4724749
AIA,2015,80.24183774
AIA,2016,80.24183774
AIA,2017,80.24183774
ALB,2015,70.5919729
ALB,2016,70.61650673
ALB,2017,70.63694076
ALB,2018,70.65335205
ALB,2019,70.66585394
ALB,2020,70.6745369
ALB,2021,70.70579623
ALB,2022,70.73606914
ALB,2023,70.76539454
ALB,2024,70.79373639
AND,2015,100
AND,2016,100
AND,2017,100
AND,2018,100
AND,2019,100
AND,2020,99.99999522
AND,2021,100
AND,2022,99.99999631
AND,2023,100
AND,2024,100
ARE,2015,99.92775052
ARE,2016,99.9516742
ARE,2017,99.97576177
ARE,2018,100
ARE,2019,99.99999789
ARE,2020,99.99999792
ARE,2021,100
ARE,2022,100
ARE,2023,99.99999707
ARE,2024,100
ARM,2015,90.8262942
ARM,2016,90.91822408
ARM,2017,91.01028326
ARM,2018,91.04877585
ARM,2019,91.04524965
ARM,2020,91.04198092
ARM,2021,91.03899954
ARM,2022,91.46013165
ARM,2023,91.46794508
ARM,2024,91.47567066
ASM,2015,89.23970568
ASM,2016,89.45284379
ASM,2017,89.6659819
ASM,2018,89.87912001
ASM,2019,90.09225812
ASM,2020,90.30539623
ASM,2021,90.51853434
ASM,2022,90.53833605
ASM,2023,90.53833605
ASM,2024,90.53833605
ATG,2015,93.87362502
ATG,2016,93.94798722
ATG,2017,94.02260349
ATG,2018,94.09743025
ATG,2019,94.17241579
ATG,2020,94.24751849
ATG,2021,94.24761517
ATG,2022,94.24768011
ATG,2023,94.24770539
ATG,2024,94.24769001
AUS,2015,95.87456856
AUS,2016,95.87453217
AUS,2017,95.87449804
AUS,2018,95.87446075
AUS,2019,95.87442155
AUS,2020,95.87438559
AUS,2021,95.87434489
AUS,2022,95.87430043
AUS,2023,95.87425941
AUS,2024,95.87421321
AUT,2015,98.90942601
AUT,2016,98.9078107
AUT,2017,98.90619911
AUT,2018,98.90447712
AUT,2019,98.90262224
AUT,2020,98.90063961
AUT,2021,98.89854389
AUT,2022,98.89632137
AUT,2023,98.89399714
AUT,2024,98.89153572
AZE,2015,73.48180125
AZE,2016,74.02077407
AZE,2017,74.55579936
AZE,2018,75.08648715
AZE,2019,75.61236922
