iso3c,year,value
AFG,2015,19.9
AFG,2016,20.4
AFG,2017,21.3
AFG,2018,22.6
AFG,2019,25.1
AFG,2020,27.5
AFG,2021,28.8
AFG,2022,28.9
AFG,2023,28.1
AGO,2015,14.2
AGO,2016,15.2
AGO,2017,15.4
AGO,2018,15.9
AGO,2019,18.2
AGO,2020,20.8
AGO,2021,22.6
AGO,2022,23.1
AGO,2023,22.5
ALB,2015,4.5
ALB,2016,4.4
ALB,2017,4.3
ALB,2018,4.3
ALB,2019,4.3
ALB,2020,5.4
ALB,2021,5.8
ALB,2022,6.2
ALB,2023,5.4
ARE,2015,3.6
ARE,2016,3.5
ARE,2017,3.4
ARE,2018,2.9
ARE,2019,2.8
ARE,2020,2.5
ARE,2021,2.5
ARE,2022,2.5
ARE,2023,2.5
ARG,2015,2.9
ARG,2016,3.2
ARG,2017,3.5
ARG,2018,3.7
ARG,2019,3.6
ARG,2020,3.5
ARG,2021,3.4
ARG,2022,3.3
ARG,2023,3.4
ARM,2015,2.5
ARM,2016,2.5
ARM,2017,2.5
ARM,2018,2.5
ARM,2019,2.5
ARM,2020,2.5
ARM,2021,2.5
ARM,2022,2.5
ARM,2023,2.5
AUS,2015,2.5
AUS,2016,2.5
AUS,2017,2.5
AUS,2018,2.5
AUS,2019,2.5
AUS,2020,2.5
AUS,2021,2.5
AUS,2022,2.5
AUS,2023,2.5
AUT,2015,2.5
AUT,2016,2.5
AUT,2017,2.5
AUT,2018,2.5
AUT,2019,2.5
AUT,2020,2.5
AUT,2021,2.5
AUT,2022,2.5
AUT,2023,2.5
AZE,2015,2.5
AZE,2016,2.5
AZE,2017,2.5
AZE,2018,2.5
AZE,2019,2.5
AZE,2020,2.5
AZE,2021,2.5
AZE,2022,2.5
AZE,2023,2.5
BEL,2015,2.5
BEL,2016,2.5
BEL,2017,2.5
BEL,2018,2.5
BEL,2019,2.5
BEL,2020,2.5
BEL,2021,2.5
BEL,2022,2.5
BEL,2023,2.5
BEN,2015,9.1
BEN,2016,9.7
BEN,2017,10.5
BEN,2018,11.4
BEN,2019,11.8
BEN,2020,11.7
BEN,2021,12.5
BEN,2022,13.3
BEN,2023,14.3
BFA,2015,13.6
BFA,2016,14
BFA,2017,14
BFA,2018,14.5
BFA,2019,14.3
BFA,2020,14.9
BFA,2021,14.3
BFA,2022,13.9
BFA,2023,13.1
BGD,2015,15.2
BGD,2016,14.4
BGD,2017,13.4
BGD,2018,12
BGD,2019,10.9
BGD,2020,10.8
BGD,2021,10.3
BGD,2022,10.6
BGD,2023,10.4
BGR,2015,4.1
BGR,2016,4.2
BGR,2017,3.4
BGR,2018,3.1
BGR,2019,3
BGR,2020,2.8
BGR,2021,2.5
BGR,2022,2.5
BGR,2023,2.5
BIH,2015,2.5
BIH,2016,2.5
BIH,2017,2.5
BIH,2018,2.5
BIH,2019,2.5
BIH,2020,2.5
BIH,2021,2.5
BIH,2022,2.5
BIH,2023,2.5
BLR,2015,2.5
BLR,2016,2.5
BLR,2017,2.5
BLR,2018,2.5
BLR,2019,2.5
BLR,2020,2.5
BLR,2021,2.5
BLR,2022,2.5
BLR,2023,2.5
BLZ,2015,6.5
BLZ,2016,6.1
BLZ,2017,5.8
BLZ,2018,5.3
BLZ,2019,5
BLZ,2020,5
BLZ,2021,5.1
BLZ,2022,5.8
BLZ,2023,7
BOL,2015,16.1
BOL,2016,14.9
BOL,2017,14.2
BOL,2018,13.7
BOL,2019,13.6
BOL,2020,16
BOL,2021,19.1
BOL,2022,21.6
BOL,2023,21.8
BRA,2015,2.5
BRA,2016,2.5
BRA,2017,2.5
BRA,2018,2.5
BRA,2019,2.5
BRA,2020,2.8
BRA,2021,3.4
BRA,2022,3.2
BRA,2023,2.5
BRB,2015,2.5
BRB,2016,2.5
BRB,2017,2.5
BRB,2018,2.5
BRB,2019,2.8
BRB,2020,3.4
BRB,2021,4
BRB,2022,4.2
BRB,2023,4.4
BWA,2015,20.3
BWA,2016,20.9
BWA,2017,22.1
BWA,2018,22.1
BWA,2019,22.8
BWA,2020,22.8
BWA,2021,22.9
BWA,2022,22.5
BWA,2023,24
