iso3c,year,value
AGO,2018,11
ALB,2015,3
ALB,2016,3
ALB,2017,3
ALB,2018,2.7
ALB,2019,2.6
ALB,2020,2.5
ARE,2018,0.5
ARG,2016,1.9
ARG,2017,1.8
ARG,2018,2
ARG,2019,2.2
ARG,2020,2.4
ARG,2021,2.2
ARG,2022,2.1
ARG,2023,2.3
ARG,2024,2.1
ARM,2015,3.9
ARM,2016,3.8
ARM,2017,3.9
ARM,2018,3.9
ARM,2019,4.1
ARM,2020,4
ARM,2021,4
ARM,2022,4
ARM,2023,4
AUS,2016,0.9
AUS,2018,0.9
AUS,2020,1.1
AUT,2015,1.1
AUT,2016,1
AUT,2017,0.7
AUT,2018,1
AUT,2019,0.9
AUT,2020,1.1
AUT,2021,0.9
AUT,2022,0.6
AUT,2023,0.8
BDI,2020,16.4
BEL,2015,0.6
BEL,2016,0.6
BEL,2017,0.7
BEL,2018,0.6
BEL,2019,0.6
BEL,2020,0.5
BEL,2021,0.5
BEL,2022,0.5
BEL,2023,0.5
BEN,2015,21.5
BEN,2018,8.8
BEN,2021,7.7
BFA,2018,10.2
BFA,2021,9.4
BGD,2016,6.8
BGD,2022,5
BGR,2015,3
BGR,2016,2.3
BGR,2017,2.1
BGR,2018,1.8
BGR,2019,1.8
BGR,2020,1.5
BGR,2021,1.6
BGR,2022,1.5
BGR,2023,1.4
BLR,2015,1.9
BLR,2016,2
BLR,2017,1.9
BLR,2018,1.8
BLR,2019,1.7
BLR,2020,1.6
BLZ,2018,2.4
BOL,2015,3.6
BOL,2016,3.8
BOL,2017,3.4
BOL,2018,3.1
BOL,2019,2.5
BOL,2020,2.7
BOL,2021,2.5
BOL,2022,2.6
BOL,2023,2.4
BRA,2015,3.3
BRA,2016,3.6
BRA,2017,3.7
BRA,2018,3.7
BRA,2019,3.7
BRA,2020,2.7
BRA,2021,3.8
BRA,2022,3.2
BRA,2023,3
BRB,2016,2.8
BTN,2017,3.5
BTN,2022,2
BWA,2015,6.4
CAF,2021,18.2
CAN,2015,0.7
CAN,2016,0.6
CAN,2017,0.6
CAN,2018,0.6
CAN,2019,0.6
CAN,2020,0.5
CAN,2021,0.5
CHE,2015,0.5
CHE,2016,0.5
CHE,2017,0.5
CHE,2018,0.5
CHE,2019,0.5
CHE,2020,0.5
CHE,2021,0.5
CHE,2022,0.5
CHL,2015,2
CHL,2017,1.9
CHL,2020,2.5
CHL,2022,1.7
CHN,2015,3.6
CHN,2016,3.3
CHN,2017,3.2
CHN,2018,3
CHN,2019,2.7
CHN,2020,2.7
CHN,2021,2.4
