iso3c,year,value
ABW,2015,4.554890368
ABW,2016,4.73755369
ABW,2017,4.567986389
ABW,2018,4.545120652
ABW,2019,4.944919096
ABW,2020,4.780498586
ABW,2021,4.99814299
ABW,2022,5.288416737
ABW,2023,5.304632122
ABW,2024,5.451178295
AFG,2015,0.8303764474
AFG,2016,0.7828305737
AFG,2017,0.8538949117
AFG,2018,0.8691659936
AFG,2019,0.8568284109
AFG,2020,0.8293075691
AFG,2021,0.8208865449
AFG,2022,0.7864221458
AFG,2023,0.7824215896
AFG,2024,0.7746012356
AGO,2015,2.96674122
AGO,2016,2.762749087
AGO,2017,2.494923158
AGO,2018,2.251485798
AGO,2019,2.199453589
AGO,2020,1.888103518
AGO,2021,1.928676955
AGO,2022,1.909222524
AGO,2023,1.857985705
AGO,2024,1.845620511
ALB,2015,3.208480379
ALB,2016,3.114146324
ALB,2017,3.471945051
ALB,2018,3.52455562
ALB,2019,3.374950006
ALB,2020,3.162848826
ALB,2021,3.412494849
ALB,2022,3.139780946
ALB,2023,3.007835234
ALB,2024,2.997019933
ARE,2015,29.88832645
ARE,2016,29.34378426
ARE,2017,27.56814455
ARE,2018,25.54692827
ARE,2019,26.66732304
ARE,2020,26.56610898
ARE,2021,26.66824506
ARE,2022,25.3690604
ARE,2023,24.25728158
ARE,2024,24.04321707
ARG,2015,8.419180233
ARG,2016,8.409568743
ARG,2017,8.415120956
ARG,2018,8.341988229
ARG,2019,8.21822379
ARG,2020,7.836753724
ARG,2021,8.194648157
ARG,2022,8.446445799
ARG,2023,8.293538897
ARG,2024,8.192036447
ARM,2015,2.960959862
ARM,2016,2.917922668
ARM,2017,2.99902665
ARM,2018,3.05810037
ARM,2019,3.227105485
ARM,2020,3.471821712
ARM,2021,3.682273909
ARM,2022,3.779300822
ARM,2023,3.618392201
ARM,2024,3.55384869
ASM,2015,0.1664208177
ASM,2016,0.168437171
ASM,2017,0.1705889195
ASM,2018,0.172860847
ASM,2019,0.1752673823
ASM,2020,0.1768453206
ASM,2021,0.1808024378
ASM,2022,0.1841049191
ASM,2023,0.1872856211
ASM,2024,0.1903132685
ATG,2015,4.018611102
ATG,2016,4.270359791
ATG,2017,3.825662113
ATG,2018,3.911972373
ATG,2019,4.486449805
ATG,2020,4.279990419
ATG,2021,4.321649395
ATG,2022,4.429125377
ATG,2023,4.448326118
ATG,2024,4.552531673
AUS,2015,25.22465259
AUS,2016,24.63603783
AUS,2017,24.92387137
AUS,2018,24.35842309
AUS,2019,23.88625049
AUS,2020,22.59510298
AUS,2021,22.43254264
AUS,2022,21.97574585
AUS,2023,22.03731504
AUS,2024,21.74718125
AUT,2015,9.518056801
AUT,2016,9.465942851
AUT,2017,9.645588337
AUT,2018,9.252011279
AUT,2019,9.362043802
AUT,2020,8.632261297
AUT,2021,8.94148226
AUT,2022,8.414117861
AUT,2023,7.840360693
AUT,2024,7.735894448
