iso3c,year,value
AFG,2015,53.3
AFG,2016,51.4
AFG,2017,54.2
AFG,2018,55.4
AFG,2019,54.4
AFG,2020,55.9
AFG,2021,6.5
AFG,2022,3.5
AFG,2023,2.6
AGO,2015,69.9
AGO,2016,69.9
AGO,2017,70.8
AGO,2018,72.7
AGO,2019,73.6
AGO,2020,73
AGO,2021,70
AGO,2022,74.5
AGO,2023,75.3
ALB,2015,83.1
ALB,2016,83.5
ALB,2017,84.1
ALB,2018,84.8
ALB,2019,89.7
ALB,2020,90.6
ALB,2021,90.5
ALB,2022,90.1
ALB,2023,90.1
ARE,2015,43.7
ARE,2016,44.9
ARE,2017,45.6
ARE,2018,45.6
ARE,2019,54.6
ARE,2020,58.4
ARE,2021,58.8
ARE,2022,58.5
ARE,2023,57.8
ARG,2015,84.3
ARG,2016,83.7
ARG,2017,84.9
ARG,2018,86.7
ARG,2019,85.5
ARG,2020,84.6
ARG,2021,83.2
ARG,2022,85.3
ARG,2023,86.1
ARM,2015,75
ARM,2016,76.2
ARM,2017,82.4
ARM,2018,88.5
ARM,2019,89.8
ARM,2020,89.4
ARM,2021,91.2
ARM,2022,89.3
ARM,2023,89.1
AUS,2015,93.6
AUS,2016,93.9
AUS,2017,92.3
AUS,2018,92.7
AUS,2019,92
AUS,2020,92.3
AUS,2021,92.5
AUS,2022,91.8
AUS,2023,91.7
AUT,2015,94.5
AUT,2016,94.5
AUT,2017,94.8
AUT,2018,93.2
AUT,2019,93.5
AUT,2020,93.6
AUT,2021,93.6
AUT,2022,92.3
AUT,2023,93.4
AZE,2015,66
AZE,2016,65.2
AZE,2017,66.8
AZE,2018,64.3
AZE,2019,65.6
AZE,2020,64.6
AZE,2021,65.4
AZE,2022,65.3
AZE,2023,66.2
BDI,2015,59.5
BDI,2016,55.6
BDI,2017,58
BDI,2018,57.4
BDI,2019,58
BDI,2020,63.9
BDI,2021,62.9
BDI,2022,68.5
BDI,2023,67.8
BEL,2015,94.7
BEL,2016,94.6
BEL,2017,94.6
BEL,2018,94.8
BEL,2019,95
BEL,2020,94.8
BEL,2021,94.7
BEL,2022,95.2
BEL,2023,95.4
BEN,2015,83.9
BEN,2016,84.3
BEN,2017,85.2
BEN,2018,84.9
BEN,2019,82.6
BEN,2020,83
BEN,2021,82.1
BEN,2022,82.1
BEN,2023,88
BFA,2015,73.5
BFA,2016,74.3
BFA,2017,75.2
BFA,2018,76.4
BFA,2019,67.9
BFA,2020,63.6
BFA,2021,60.3
BFA,2022,54.7
BFA,2023,67.8
BGD,2015,69.7
BGD,2016,69.1
BGD,2017,68.4
BGD,2018,67.7
BGD,2019,66.8
BGD,2020,67.5
BGD,2021,68.5
BGD,2022,67.6
BGD,2023,69.3
BGR,2015,90.6
BGR,2016,90.4
BGR,2017,91.1
BGR,2018,90.8
BGR,2019,91.1
BGR,2020,90.9
BGR,2021,91.6
BGR,2022,91.8
BGR,2023,91
BHR,2015,43.9
BHR,2016,43.9
BHR,2017,42.4
BHR,2018,49.1
BHR,2019,51.8
BHR,2020,51.7
BHR,2021,52.8
BHR,2022,57.9
BHR,2023,57.4
BIH,2015,85.2
BIH,2016,85
BIH,2017,84.5
BIH,2018,83.1
BIH,2019,83.1
BIH,2020,83.8
BIH,2021,83.3
BIH,2022,81
BIH,2023,81.9
BLR,2015,84.2
BLR,2016,86.4
BLR,2017,86.2
BLR,2018,86.9
BLR,2019,87.2
BLR,2020,75.9
BLR,2021,74.6
BLR,2022,71.3
BLR,2023,72.4
BOL,2015,76.4
BOL,2016,78.5
BOL,2017,80.1
BOL,2018,79.1
BOL,2019,76.5
BOL,2020,76.7
BOL,2021,82.2
BOL,2022,81.5
BOL,2023,81.8
BRA,2015,81.8
BRA,2016,77.2
BRA,2017,76.8
BRA,2018,76.1
BRA,2019,76.5
BRA,2020,76.5
BRA,2021,76.4
BRA,2022,77.4
BRA,2023,80.4
BRB,2015,87.6
BRB,2016,87.6
BRB,2017,88.4
BRB,2018,88.9
BRB,2019,88.9
BRB,2020,89.6
BRB,2021,90
BRB,2022,90.3
BRB,2023,90.3
BTN,2015,76.7
BTN,2016,77.1
BTN,2017,77.7
BTN,2018,80
BTN,2019,77.9
BTN,2020,79.3
BTN,2021,80
BTN,2022,78.9
BTN,2023,76.8
BWA,2015,74.8
BWA,2016,74.8
BWA,2017,75.5
BWA,2018,73.2
BWA,2019,74.2
BWA,2020,74.6
BWA,2021,70.4
BWA,2022,71.6
BWA,2023,70.5
CAF,2015,62
CAF,2016,61.8
CAF,2017,57.8
CAF,2018,61.3
CAF,2019,59
CAF,2020,57.3
CAF,2021,63.2
CAF,2022,62
CAF,2023,59
CAN,2015,91.9
CAN,2016,92
CAN,2017,91.3
CAN,2018,91.2
CAN,2019,91.2
CAN,2020,89.5
CAN,2021,92
CAN,2022,87.2
CAN,2023,89.1
CHE,2015,93.8
CHE,2016,93.7
CHE,2017,93.7
CHE,2018,93.7
CHE,2019,94.1
CHE,2020,94.3
CHE,2021,94.3
CHE,2022,94.2
CHE,2023,94.2
CHL,2015,86.5
CHL,2016,85
CHL,2017,86.7
CHL,2018,86.4
CHL,2019,85.8
CHL,2020,87.4
CHL,2021,86.8
CHL,2022,90.6
CHL,2023,91.3
CHN,2015,63.5
CHN,2016,63
CHN,2017,63.7
CHN,2018,62.6
CHN,2019,61.7
CHN,2020,62.1
CHN,2021,60.8
CHN,2022,58.7
CHN,2023,58.3
CIV,2015,69.5
CIV,2016,70.5
CIV,2017,66.6
CIV,2018,66.4
CIV,2019,66.4
CIV,2020,62.3
CIV,2021,67.2
CIV,2022,70.7
CIV,2023,71.3
CMR,2015,79
CMR,2016,77
CMR,2017,75.2
CMR,2018,74.9
CMR,2019,75.9
CMR,2020,77.7
CMR,2021,79
CMR,2022,79
CMR,2023,79.6
COD,2015,51.4
COD,2016,52.7
COD,2017,53.1
COD,2018,54.9
COD,2019,55.3
COD,2020,58.8
COD,2021,58.2
COD,2022,58
COD,2023,53.9
COG,2015,32.5
COG,2016,32.5
COG,2017,36.3
COG,2018,41.7
COG,2019,40.5
COG,2020,37.7
COG,2021,36.2
COG,2022,40.8
COG,2023,43
COL,2015,78.6
COL,2016,77
COL,2017,76.9
COL,2018,75.8
COL,2019,76.2
COL,2020,76
COL,2021,74.6
COL,2022,77.7
COL,2023,79.5
COM,2015,50.4
COM,2016,52
COM,2017,51.2
COM,2018,50.9
COM,2019,50.6
COM,2020,56.3
COM,2021,56.9
COM,2022,53.8
COM,2023,53.2
CPV,2015,80.8
CPV,2016,80.7
CPV,2017,80.6
CPV,2018,81.6
CPV,2019,81.1
CPV,2020,81.5
CPV,2021,82.9
CPV,2022,83.1
CPV,2023,83.1
CRI,2015,92.2
CRI,2016,92.2
CRI,2017,91.7
CRI,2018,91.2
CRI,2019,91.3
CRI,2020,91.4
CRI,2021,92
CRI,2022,91.9
CRI,2023,91.9
CUB,2015,67.8
CUB,2016,67.6
CUB,2017,68.7
CUB,2018,69.9
CUB,2019,73.3
CUB,2020,70.9
CUB,2021,70.8
CUB,2022,69.3
CUB,2023,70.1
CYP,2015,85.2
CYP,2016,86.9
CYP,2017,88.4
CYP,2018,87
CYP,2019,87.2
CYP,2020,87.2
CYP,2021,84.2
CYP,2022,83.9
CYP,2023,84.8
CZE,2015,91.4
CZE,2016,91.3
CZE,2017,91.9
CZE,2018,92.2
CZE,2019,89.6
CZE,2020,89.4
CZE,2021,91.3
CZE,2022,93.4
CZE,2023,93.3
DEU,2015,95.9
DEU,2016,95.9
DEU,2017,95.9
DEU,2018,95.7
DEU,2019,95.9
DEU,2020,95.4
DEU,2021,95.5
DEU,2022,95.3
DEU,2023,95.7
DJI,2015,52.8
DJI,2016,51.7
DJI,2017,53.2
DJI,2018,58.2
DJI,2019,59.1
DJI,2020,60.2
DJI,2021,61
DJI,2022,61
DJI,2023,60
DNK,2015,95.8
DNK,2016,96
DNK,2017,96.1
DNK,2018,96.1
DNK,2019,95.5
DNK,2020,95.4
DNK,2021,95.7
DNK,2022,96
DNK,2023,96.1
DOM,2015,80.6
DOM,2016,83.2
DOM,2017,83.2
DOM,2018,84.4
DOM,2019,85.3
DOM,2020,85.8
DOM,2021,85.8
DOM,2022,84.6
DOM,2023,83.3
DZA,2015,78
DZA,2016,79.6
DZA,2017,74.2
DZA,2018,78.8
DZA,2019,76.8
DZA,2020,76.7
DZA,2021,66
DZA,2022,61.6
DZA,2023,62.8
ECU,2015,86.1
ECU,2016,86.2
ECU,2017,86.2
ECU,2018,86.7
ECU,2019,84.8
ECU,2020,87.1
ECU,2021,86.5
ECU,2022,85
ECU,2023,81.4
EGY,2015,30.7
EGY,2016,31.4
EGY,2017,42.3
EGY,2018,42.1
EGY,2019,43.5
EGY,2020,50.9
EGY,2021,52.1
EGY,2022,54.2
EGY,2023,56.7
ERI,2015,17
ERI,2016,16.5
ERI,2017,17.2
ERI,2018,17.1
ERI,2019,16.4
ERI,2020,16.2
ERI,2021,18.1
ERI,2022,19
ERI,2023,19
ESP,2015,94.4
ESP,2016,94.7
ESP,2017,94
ESP,2018,94.2
ESP,2019,94.6
ESP,2020,94.6
ESP,2021,94.7
ESP,2022,95.5
ESP,2023,95.3
EST,2015,93.4
EST,2016,94.6
EST,2017,94.8
EST,2018,95
EST,2019,94.9
EST,2020,94.9
EST,2021,94.7
EST,2022,94.4
EST,2023,94.5
ETH,2015,68.3
ETH,2016,68.4
ETH,2017,70.8
ETH,2018,70.9
ETH,2019,72.7
ETH,2020,71.4
ETH,2021,78.7
ETH,2022,76.5
ETH,2023,73.4
FIN,2015,94.5
FIN,2016,94.5
FIN,2017,94.5
FIN,2018,94.8
FIN,2019,94.8
FIN,2020,94.6
FIN,2021,94.3
FIN,2022,94.5
FIN,2023,93.9
FJI,2015,70.3
FJI,2016,71.5
FJI,2017,71.3
FJI,2018,70.7
FJI,2019,68.7
FJI,2020,68.8
FJI,2021,65.9
FJI,2022,64.5
FJI,2023,65.6
FRA,2015,94
FRA,2016,94.2
FRA,2017,94.3
FRA,2018,94.7
FRA,2019,94.4
FRA,2020,93
FRA,2021,93
FRA,2022,93.1
FRA,2023,93
GAB,2015,75.4
GAB,2016,76.5
GAB,2017,78.3
GAB,2018,79.3
GAB,2019,76.2
GAB,2020,76.4
GAB,2021,76.3
GAB,2022,77.2
GAB,2023,80.6
GBR,2015,91.5
GBR,2016,91.5
GBR,2017,92.9
GBR,2018,92.3
GBR,2019,89
GBR,2020,91.5
GBR,2021,92.6
GBR,2022,92.1
GBR,2023,91.7
GEO,2015,83.1
GEO,2016,85.8
GEO,2017,86
GEO,2018,87.5
GEO,2019,89
GEO,2020,90.1
GEO,2021,89.4
GEO,2022,89.6
GEO,2023,89.2
GHA,2015,78.7
GHA,2016,80.5
GHA,2017,80.2
GHA,2018,80.4
GHA,2019,80.5
GHA,2020,82.4
GHA,2021,80.6
GHA,2022,82.3
GHA,2023,83
GIN,2015,48.4
GIN,2016,48.7
GIN,2017,49.1
GIN,2018,50.7
GIN,2019,48.8
GIN,2020,46.3
GIN,2021,37.4
GIN,2022,37.1
GIN,2023,51.4
GMB,2015,55.2
GMB,2016,55.8
GMB,2017,68.9
GMB,2018,75
GMB,2019,75.3
GMB,2020,78.9
GMB,2021,77
GMB,2022,79.7
GMB,2023,80.5
GNB,2015,71.7
GNB,2016,71.7
GNB,2017,70.8
GNB,2018,71.8
GNB,2019,71.9
GNB,2020,69.4
GNB,2021,69.8
GNB,2022,57.5
GNB,2023,58.8
GNQ,2015,49.1
GNQ,2016,48.3
GNQ,2017,48.3
GNQ,2018,47.8
GNQ,2019,48.3
GNQ,2020,48.8
GNQ,2021,47
GNQ,2022,49.1
GNQ,2023,52.1
GRC,2015,92.7
GRC,2016,92.3
GRC,2017,93.3
GRC,2018,91.1
GRC,2019,91.3
GRC,2020,91.3
GRC,2021,91.9
GRC,2022,91.8
GRC,2023,90.6
GTM,2015,67.9
GTM,2016,67.4
GTM,2017,69.1
GTM,2018,69.7
GTM,2019,69.9
GTM,2020,70.5
GTM,2021,70.2
GTM,2022,70.3
GTM,2023,72.9
GUY,2015,87.6
GUY,2016,87.9
GUY,2017,88.4
GUY,2018,87.5
GUY,2019,87.7
GUY,2020,87.5
GUY,2021,84.1
GUY,2022,83.8
GUY,2023,84.5
HKG,2015,90.6
HKG,2016,90.4
HKG,2017,90.6
HKG,2018,89.8
HKG,2019,87
HKG,2020,85.7
HKG,2021,82.5
HKG,2022,83.2
HKG,2023,81.2
HND,2015,73.3
HND,2016,72.5
HND,2017,73.1
HND,2018,71.8
HND,2019,69
HND,2020,70.7
HND,2021,72.7
HND,2022,77.7
HND,2023,80.1
HRV,2015,89.4
HRV,2016,90.4
HRV,2017,89.2
HRV,2018,91.1
HRV,2019,89.1
HRV,2020,90.1
HRV,2021,92.1
HRV,2022,92
HRV,2023,92.5
HTI,2015,43.3
HTI,2016,43.3
HTI,2017,40.1
HTI,2018,40.4
HTI,2019,41.7
HTI,2020,39.2
HTI,2021,36.6
HTI,2022,31.6
HTI,2023,31
HUN,2015,85.5
HUN,2016,85.6
HUN,2017,85.4
HUN,2018,84.8
HUN,2019,84.1
HUN,2020,85.2
HUN,2021,85.3
HUN,2022,84.9
HUN,2023,85.5
IDN,2015,74
IDN,2016,74.8
IDN,2017,73.7
IDN,2018,74.2
IDN,2019,73.7
IDN,2020,71.2
IDN,2021,70.4
IDN,2022,72.3
IDN,2023,69.3
IND,2015,67.1
IND,2016,67
IND,2017,66.8
IND,2018,68.1
IND,2019,63.6
IND,2020,66.8
IND,2021,67.9
IND,2022,66.1
IND,2023,65.2
IRL,2015,90.9
IRL,2016,92.3
IRL,2017,92.4
IRL,2018,92.4
IRL,2019,92.4
IRL,2020,92.4
IRL,2021,91.8
IRL,2022,92.7
IRL,2023,92.9
IRN,2015,35.6
IRN,2016,37.1
IRN,2017,35.4
IRN,2018,36.4
IRN,2019,35.4
IRN,2020,34.7
IRN,2021,33.8
IRN,2022,33.1
IRN,2023,33
IRQ,2015,51.3
IRQ,2016,52.7
IRQ,2017,53.2
IRQ,2018,54.4
IRQ,2019,54.7
IRQ,2020,53.2
IRQ,2021,52
IRQ,2022,52.4
IRQ,2023,52.5
ISL,2015,92.5
ISL,2016,92.8
ISL,2017,92.6
ISL,2018,92.6
ISL,2019,92.3
ISL,2020,92
ISL,2021,93.1
ISL,2022,93.5
ISL,2023,88.7
ISR,2015,88.3
ISR,2016,88.4
ISR,2017,88.3
ISR,2018,88.5
ISR,2019,87.6
ISR,2020,88.7
ISR,2021,89.5
ISR,2022,88
ISR,2023,87.8
ITA,2015,92.6
ITA,2016,92.6
ITA,2017,93.4
ITA,2018,92.6
ITA,2019,93.5
ITA,2020,93
ITA,2021,92.9
ITA,2022,93.5
ITA,2023,93.4
JAM,2015,89.7
JAM,2016,90.3
JAM,2017,90.5
JAM,2018,90.4
JAM,2019,92.3
JAM,2020,93.3
JAM,2021,94
JAM,2022,95.1
JAM,2023,94.4
JOR,2015,63.8
JOR,2016,59.3
JOR,2017,65.5
JOR,2018,66.3
JOR,2019,66.9
JOR,2020,64.6
JOR,2021,64.1
JOR,2022,63.2
JOR,2023,61.6
JPN,2015,78
JPN,2016,78.1
JPN,2017,82
JPN,2018,80.2
JPN,2019,80
JPN,2020,79
JPN,2021,77.8
JPN,2022,79.4
JPN,2023,79.4
KAZ,2015,79.6
KAZ,2016,81.7
KAZ,2017,78.9
KAZ,2018,79.1
KAZ,2019,80.5
KAZ,2020,75.6
KAZ,2021,79
KAZ,2022,78.6
KAZ,2023,77
KEN,2015,73.9
KEN,2016,74.6
KEN,2017,76.2
KEN,2018,74.4
KEN,2019,75.4
KEN,2020,75.3
KEN,2021,77.7
KEN,2022,78.1
KEN,2023,76.2
KGZ,2015,80
KGZ,2016,80
KGZ,2017,79.8
KGZ,2018,80.3
KGZ,2019,77.9
KGZ,2020,75
KGZ,2021,74.4
KGZ,2022,76.2
KGZ,2023,73.9
KHM,2015,58.7
KHM,2016,56.4
KHM,2017,57
KHM,2018,57.4
KHM,2019,58.5
KHM,2020,58.9
KHM,2021,57.7
KHM,2022,55.5
KHM,2023,51.7
KOR,2015,86.2
KOR,2016,87.2
KOR,2017,89.3
KOR,2018,88.6
KOR,2019,87.3
KOR,2020,88.4
KOR,2021,86.3
KOR,2022,88.1
KOR,2023,87.4
KWT,2015,41.1
KWT,2016,40.5
KWT,2017,40.4
KWT,2018,42.5
KWT,2019,44.8
KWT,2020,41.2
KWT,2021,38.5
KWT,2022,39.9
KWT,2023,40.1
LAO,2015,46.8
LAO,2016,47.8
LAO,2017,49.3
LAO,2018,49.3
LAO,2019,49.4
LAO,2020,49.6
LAO,2021,49.2
LAO,2022,50.9
LAO,2023,49.6
LBN,2015,55.6
LBN,2016,56.5
LBN,2017,57.1
LBN,2018,57.6
LBN,2019,57.8
LBN,2020,55.8
LBN,2021,61.1
