iso3c,year,value
AFG,2015,23.39130818
AFG,2016,24.22292256
AFG,2017,25.05517674
AFG,2018,25.88821338
AFG,2019,26.72185462
AFG,2020,27.55593405
AFG,2021,28.39068019
AFG,2022,29.22582267
AFG,2023,29.90744765
AFG,2024,30.55472231
ALB,2015,95.76119199
ALB,2016,95.87210379
ALB,2017,95.97843842
ALB,2018,96.08032556
ALB,2019,96.17790394
ALB,2020,96.27132341
ALB,2021,96.3944053
ALB,2022,96.51726256
ALB,2023,96.63990674
ALB,2024,96.64684058
AND,2015,90.64000093
AND,2016,90.64000089
AND,2017,90.64000294
AND,2018,90.64000309
AND,2019,90.64000449
AND,2020,90.63999567
AND,2021,90.64000478
AND,2022,90.63999666
AND,2023,90.64000315
AND,2024,90.64000181
ARE,2015,99.86236939
ARE,2016,99.88627742
ARE,2017,99.91034923
ARE,2018,99.93457285
ARE,2019,99.93456948
ARE,2020,99.93456952
ARE,2021,99.93457257
ARE,2022,99.93457456
ARE,2023,99.93456867
ARE,2024,99.93457517
ARM,2015,82.82264018
ARM,2016,82.75783351
ARM,2017,82.69294008
ARM,2018,82.57940936
ARM,2019,82.42792151
ARM,2020,82.27677099
ARM,2021,82.12598288
ARM,2022,82.356032
ARM,2023,82.21443162
ARM,2024,82.07281919
ASM,2015,97.37931071
ASM,2016,97.61188928
ASM,2017,97.84446784
ASM,2018,98.0770464
ASM,2019,98.30962496
ASM,2020,98.54220352
ASM,2021,98.77478208
ASM,2022,98.79638991
ASM,2023,98.79638991
ASM,2024,98.79638991
AUT,2015,99.16302659
AUT,2016,99.31572509
AUT,2017,99.46841877
AUT,2018,99.62112113
AUT,2019,99.77381801
AUT,2020,99.92651467
AUT,2021,100
AUT,2022,99.99999733
AUT,2023,100
AUT,2024,99.99999719
AZE,2015,54.26339869
AZE,2016,54.65615422
AZE,2017,55.05412234
AZE,2018,55.45716529
AZE,2019,55.86468498
AZE,2020,56.27701675
AZE,2021,56.69311376
AZE,2022,57.09153891
AZE,2023,57.45045804
AZE,2024,57.81182832
BEL,2015,99.67121315
BEL,2016,99.65742641
BEL,2017,99.64364522
BEL,2018,99.62985052
BEL,2019,99.61606725
BEL,2020,99.60228078
BEL,2021,99.58849141
BEL,2022,99.57470715
BEL,2023,99.56091572
BEL,2024,99.54713452
BEN,2015,16.32654644
BEN,2016,16.47560558
BEN,2017,16.62554224
BEN,2018,16.77635509
BEN,2019,16.92804064
BEN,2020,17.08059498
BEN,2021,17.23357849
BEN,2022,17.38742621
BEN,2023,17.54191765
BEN,2024,17.69683224
BES,2015,99.60626094
BES,2016,99.67188411
BES,2017,99.73750729
BES,2018,99.80313047
BES,2019,99.86875365
BES,2020,99.93437682
BES,2021,100
BES,2022,100
BES,2023,100
BES,2024,100
BGD,2015,56.43603461
BGD,2016,56.84784791
BGD,2017,57.27599745
BGD,2018,57.72062128
