iso3c,year,value
AGO,2024,0.3331882358
ALB,2024,1.421517134
AND,2024,3.157382488
ARE,2024,2.49777627
ARG,2024,1.302987337
ARM,2024,1.582101107
ATG,2024,0.09480680525
AUS,2024,4.473754883
AUT,2024,3.027527332
AZE,2024,0.5021332502
BDI,2024,0.09881144762
BEL,2024,3.5512743
BEN,2024,0.05802175403
BFA,2024,0.00396637572
BGD,2024,0.3961068094
BGR,2024,2.629737854
BHR,2024,1.778727293
BHS,2024,0.7692225575
BIH,2024,1.340634823
BLR,2024,0.4609656334
BLZ,2024,1.148260117
BOL,2024,0.7861545086
BRA,2024,1.678824902
BRB,2024,0.7746833563
BRN,2024,0.899934113
BTN,2023,0.02867459133
BWA,2024,0.3243105114
CAF,2024,0.002128399676
CAN,2024,3.077826738
CHE,2024,4.16756773
CHL,2024,2.104176283
CHN,2024,0.05197877064
CIV,2024,0.3750924468
CMR,2024,0.0775033161
COD,2024,0.0138273593
COL,2024,2.023629665
COM,2024,0.01164077595
CPV,2024,0.2712631226
CRI,2024,1.719162345
CYP,2024,4.427212238
CZE,2024,3.783388853
DEU,2024,2.741365433
DJI,2024,0.006621994078
DMA,2024,0.1445673704
DNK,2024,4.738237858
DOM,2024,0.9931449294
DZA,2024,0.3597688973
ECU,2024,2.237068653
EGY,2024,0.3650079072
ESP,2024,2.545563459
EST,2024,3.916674852
ETH,2024,0.178118512
FIN,2024,2.747553349
FJI,2024,0.09223331511
FRA,2024,2.626870394
FSM,2024,0.03502645716
GAB,2024,0.04224633798
GBR,2024,2.253331661
GEO,2024,1.961872339
GHA,2024,0.1814304292
GIN,2024,0.00102444971
GMB,2024,0.0206214916
GNB,2024,0.000364
GNQ,2024,0.002163578523
GRC,2024,2.88160944
GRD,2024,0.1349128932
GTM,2024,0.6818701625
GUY,2024,0.1142223775
HKG,2024,1.260238528
HND,2024,0.6107723713
HRV,2024,2.898346186
HTI,2024,0.01451702509
HUN,2024,2.879086971
IDN,2024,0.5612130761
IND,2024,0.513595283
IRL,2024,3.551514387
IRQ,2024,0.05101003125
ISL,2024,3.908243179
ISR,2024,2.815060377
ITA,2024,1.67680943
JAM,2024,0.6452962756
JOR,2024,0.6484146714
JPN,2024,1.388082862
KAZ,2024,0.6358103752
KEN,2024,1.056171894
KGZ,2024,0.2413894832
KHM,2024,0.3428149819
KIR,2024,0.00157705124
KNA,2024,0.1132608503
KOR,2024,2.432698727
KWT,2024,0.725573957
LAO,2024,0.1549790055
LBN,2023,0.7203815579
LBR,2024,0.001510826522
LCA,2024,0.2443492115
LKA,2024,0.5626813173
LSO,2024,0.01218540128
LTU,2024,6.170152664
LUX,2024,5.245841503
LVA,2024,3.838277578
MAC,2024,0.3257264495
MAR,2024,0.7191489935
MDA,2024,2.339660168
MDG,2024,0.0647687614
MDV,2024,1.067513585
MEX,2024,0.8698011041
MKD,2024,1.666464567
MLI,2024,0.004232334439
MLT,2024,4.833381653
MNE,2024,1.465107679
MNG,2024,0.3287707865
MOZ,2024,0.1791855842
MRT,2024,0.000637
MUS,2024,1.801636219
MWI,2024,0.01038518921
MYS,2024,1.486987352
NER,2024,0.000576
NGA,2024,0.04383553192
NIC,2024,0.1683241725
NLD,2024,4.925274372
NOR,2024,4.378352642
NPL,2024,0.2535724938
NRU,2024,0.1145520732
NZL,2024,4.530739307
OMN,2024,1.138322353
PAK,2024,0.8551390171
PAN,2024,2.316031218
PER,2024,2.14936924
PHL,2024,0.49534446
PNG,2024,0.008615646511
POL,2024,2.974920511
PRI,2024,1.278278708
PRT,2024,3.080688477
PRY,2024,0.7394275069
PSE,2024,0.5652080774
QAT,2024,2.298075676
ROU,2024,1.790663481
RUS,2024,0.4329731166
RWA,2024,0.1581624746
SAU,2024,0.8247693777
SEN,2024,0.1770709455
SGP,2024,6.226117134
SLB,2024,0.02324216627
SLV,2024,0.9163467884
SMR,2023,0.5962866545
SRB,2024,2.319905758
STP,2024,0.02526624873
SUR,2024,0.4796448648
SVK,2024,3.221849442
SVN,2024,3.474531651
SWE,2024,3.519217968
SWZ,2024,0.01952955499
SYC,2024,1.824266553
TCD,2024,0.000129
TGO,2024,0.074381046
THA,2024,0.8005552888
TLS,2024,0.008559728973
TON,2023,0.1035338566
TTO,2024,0.8777602911
TUN,2024,1.195137024
TUR,2024,1.11960268
TUV,2023,0.01249868702
TZA,2024,0.01603237912
UGA,2024,0.1890658587
UKR,2024,1.322124004
URY,2024,2.007094383
USA,2024,2.459051371
UZB,2024,0.2277330458
VCT,2024,0.02746308967
VNM,2024,1.307749867
VUT,2024,0.004429430701
WSM,2024,0.0112020839
ZAF,2024,0.7339057922
ZMB,2024,0.3715714514
ZWE,2024,0.1324987561
