iso3c,year,value
ABW,2015,0.5
ABW,2016,0.5
ABW,2017,18.9
ABW,2018,18.9
ABW,2019,18.9
ABW,2020,18.9
ABW,2021,18.9
ABW,2022,18.9
ABW,2023,18.9
ABW,2024,19.7
AFG,2015,0.4
AFG,2016,0.1
AFG,2017,0.1
AFG,2018,0.1
AFG,2019,0.1
AFG,2020,3.6
AFG,2021,3.6
AFG,2022,3.6
AFG,2023,3.6
AFG,2024,3.6
AGO,2015,7
AGO,2016,7
AGO,2017,7
AGO,2018,7
AGO,2019,7
AGO,2020,7
AGO,2021,7
AGO,2022,7
AGO,2023,10.7
AGO,2024,10.8
ALB,2015,2.6
ALB,2016,17.2
ALB,2017,17.7
ALB,2018,17.7
ALB,2019,18.6
ALB,2020,18.6
ALB,2021,18.6
ALB,2022,18.6
ALB,2023,18.6
ALB,2024,23.6
AND,2015,21.1
AND,2016,21.1
AND,2017,26.7
AND,2018,26.7
AND,2019,26.7
AND,2020,26.7
AND,2021,26.9
AND,2022,26.9
AND,2023,26.9
AND,2024,27.3
ARE,2015,18.6
ARE,2016,13.1
ARE,2017,17.3
ARE,2018,18
ARE,2019,18
ARE,2020,19.4
ARE,2021,19.4
ARE,2022,19.4
ARE,2023,19.4
ARE,2024,19.2
ARG,2015,8.7
ARG,2016,8.9
ARG,2017,8.9
ARG,2018,8.5
ARG,2019,8.5
ARG,2020,8.5
ARG,2021,8.5
ARG,2022,8.7
ARG,2023,8.7
ARG,2024,8.8
ARM,2015,23.1
ARM,2016,23.1
ARM,2017,23.1
ARM,2018,23.1
ARM,2019,24.3
ARM,2020,24.3
ARM,2021,24.3
ARM,2022,24.7
ARM,2023,24.7
ARM,2024,38.9
ASM,2015,4
ASM,2016,15.8
ASM,2017,15.8
ASM,2018,15.8
ASM,2019,15.8
ASM,2020,0.8
ASM,2021,15.8
ASM,2022,15.8
ASM,2023,16.7
ASM,2024,16.4
ATG,2015,19.3
ATG,2016,19.3
ATG,2017,18.6
ATG,2018,18.6
ATG,2019,18.6
ATG,2020,21
ATG,2021,19.9
ATG,2022,19.9
ATG,2023,19.9
ATG,2024,16.5
AUS,2015,14.7
AUS,2016,17
AUS,2017,19.3
AUS,2018,19.3
AUS,2019,19.4
AUS,2020,20.3
AUS,2021,20.4
AUS,2022,20.4
AUS,2023,20.4
AUS,2024,22
AUT,2015,28.4
AUT,2016,27.6
AUT,2017,28.4
AUT,2018,28.4
AUT,2019,28.4
AUT,2020,29.1
AUT,2021,29.3
AUT,2022,29.5
AUT,2023,29.5
AUT,2024,29.6
AZE,2015,10.2
AZE,2016,10.2
AZE,2017,10.2
AZE,2018,10.2
AZE,2019,10.2
AZE,2020,10.2
AZE,2021,10.2
AZE,2022,10.2
AZE,2023,10.2
AZE,2024,22.1
BDI,2015,7
BDI,2016,7.6
BDI,2017,7.6
BDI,2018,7.6
BDI,2019,7.6
BDI,2020,7.6
BDI,2021,7.6
BDI,2022,7.6
BDI,2023,7.6
BDI,2024,7.6
BEL,2015,22.8
BEL,2016,23.3
BEL,2017,23.3
BEL,2018,23.3
BEL,2019,24.9
BEL,2020,15.4
BEL,2021,15.5
BEL,2022,15.6
BEL,2023,15.6
BEL,2024,16.3
BEN,2015,28.9
BEN,2016,29.6
BEN,2017,29.6
BEN,2018,29.6
BEN,2019,29.6
BEN,2020,29.6
BEN,2021,29.6
BEN,2022,29.6
BEN,2023,29.6
BEN,2024,29.7
BFA,2015,15.8
BFA,2016,15.1
BFA,2017,14.9
BFA,2018,14.9
BFA,2019,14.9
BFA,2020,16.4
BFA,2021,16.4
BFA,2022,16.4
BFA,2023,16.4
BFA,2024,16.5
BGD,2015,4.6
BGD,2016,4.6
BGD,2017,4.6
BGD,2018,4.6
BGD,2019,4.6
BGD,2020,4.6
BGD,2021,4.6
BGD,2022,4.6
BGD,2023,4.6
BGD,2024,4.2
BGR,2015,40.6
BGR,2016,34.7
BGR,2017,34.7
BGR,2018,34.7
BGR,2019,40.6
BGR,2020,41
BGR,2021,41
BGR,2022,41
BGR,2023,41
BGR,2024,44.3
BHR,2015,6.6
BHR,2016,6.6
BHR,2017,6.6
BHR,2018,6.6
BHR,2019,6.6
BHR,2020,6.6
BHR,2021,6.6
BHR,2022,13
BHR,2023,13
BHR,2024,11.7
BHS,2015,31.2
BHS,2016,31.2
BHS,2017,36.6
BHS,2018,36.6
BHS,2019,36.6
BHS,2020,36.6
BHS,2021,36.6
BHS,2022,36.6
BHS,2023,36.6
BHS,2024,34.6
BIH,2015,1.5
BIH,2016,1.4
BIH,2017,1.4
BIH,2018,1.4
BIH,2019,1.4
BIH,2020,3.6
BIH,2021,4
BIH,2022,4.1
BIH,2023,4.1
BIH,2024,9.5
BLR,2015,8.8
BLR,2016,9.5
BLR,2017,9.4
BLR,2018,9.4
BLR,2019,9.4
BLR,2020,9.4
BLR,2021,13.8
BLR,2022,13.8
BLR,2023,13.8
BLR,2024,9.4
BLZ,2015,37.5
BLZ,2016,37.7
BLZ,2017,37.7
BLZ,2018,37.7
BLZ,2019,37.7
BLZ,2020,37.5
BLZ,2021,37.5
BLZ,2022,37.5
BLZ,2023,37.5
BLZ,2024,37.3
BMU,2015,5.8
BMU,2016,5.8
BMU,2017,2.1
BMU,2018,2.1
BMU,2019,2.1
BMU,2020,2.1
BMU,2021,2.1
BMU,2022,2.1
BMU,2023,2.1
BMU,2024,2.3
BOL,2015,30.9
BOL,2016,30.9
BOL,2017,30.9
BOL,2018,30.9
BOL,2019,30.9
BOL,2020,30.9
BOL,2021,30.9
BOL,2022,30.9
BOL,2023,30.9
BOL,2024,30.9
BRA,2015,28.5
BRA,2016,28.9
BRA,2017,28.9
BRA,2018,29.4
BRA,2019,30.3
BRA,2020,30.3
BRA,2021,30.3
BRA,2022,30.3
BRA,2023,30.6
BRA,2024,30.6
BRB,2015,1.3
BRB,2016,1.3
BRB,2017,1.3
BRB,2018,1.3
BRB,2019,1.3
BRB,2020,1.3
BRB,2021,1.3
BRB,2022,1.3
BRB,2023,1.3
BRB,2024,1.1
BRN,2015,46.9
BRN,2016,46.9
BRN,2017,46.9
BRN,2018,46.9
BRN,2019,46.9
BRN,2020,46.9
BRN,2021,46.9
BRN,2022,46.9
BRN,2023,46.9
BRN,2024,39.9
BTN,2015,48
BTN,2016,48
BTN,2017,48
BTN,2018,48
BTN,2019,48
BTN,2020,49.7
BTN,2021,49.7
BTN,2022,49.7
BTN,2023,49.7
BTN,2024,51.6
BWA,2015,29.1
BWA,2016,29.1
BWA,2017,29.1
BWA,2018,29.1
BWA,2019,29.1
BWA,2020,29.1
BWA,2021,29.1
BWA,2022,29.1
BWA,2023,29.1
BWA,2024,29.1
CAF,2015,18.1
CAF,2016,18.1
CAF,2017,18.1
CAF,2018,18.1
CAF,2019,18.1
CAF,2020,18.1
CAF,2021,18.1
CAF,2022,18.1
CAF,2023,18.1
CAF,2024,14.8
CAN,2015,9.3
CAN,2016,9.7
CAN,2017,9.7
CAN,2018,9.6
CAN,2019,11
CAN,2020,9.9
CAN,2021,11.9
CAN,2022,12.7
CAN,2023,12.8
CAN,2024,12.9
CHE,2015,9.7
CHE,2016,9.7
CHE,2017,9.7
CHE,2018,9.7
CHE,2019,10
CHE,2020,12
CHE,2021,12.1
CHE,2022,12.1
CHE,2023,12.1
CHE,2024,12.5
CHL,2015,18.3
CHL,2016,18.4
CHL,2017,18.4
CHL,2018,18.5
CHL,2019,20.4
CHL,2020,20.9
CHL,2021,20.9
CHL,2022,21
CHL,2023,21
CHL,2024,21.6
CHN,2015,17.1
CHN,2016,17.1
CHN,2017,17.1
CHN,2018,15.6
CHN,2019,15.6
CHN,2020,15.6
CHN,2021,15.6
CHN,2022,15.6
CHN,2023,15.6
CHN,2024,15.6
CIV,2015,22.9
CIV,2016,22.9
CIV,2017,22.9
CIV,2018,22.9
CIV,2019,23
CIV,2020,23
CIV,2021,23
CIV,2022,23
CIV,2023,23
CIV,2024,22.8
CMR,2015,10.9
CMR,2016,10.6
CMR,2017,10.6
CMR,2018,10.6
CMR,2019,10.9
CMR,2020,10.9
CMR,2021,11
CMR,2022,11
CMR,2023,11
CMR,2024,11
COD,2015,12.7
COD,2016,12.7
COD,2017,13.8
COD,2018,13.8
COD,2019,13.8
COD,2020,13.8
COD,2021,13.8
COD,2022,13.9
COD,2023,13.9
COD,2024,14.9
COG,2015,37.1
COG,2016,40.6
COG,2017,40.6
COG,2018,40.7
COG,2019,40.7
COG,2020,36.8
COG,2021,36.8
COG,2022,36.8
COG,2023,36.8
COG,2024,36.8
COL,2015,13.9
COL,2016,14.2
COL,2017,14.2
COL,2018,14.8
COL,2019,14.8
COL,2020,16.9
COL,2021,16.9
COL,2022,16.4
COL,2023,16.4
COL,2024,17
COM,2015,10.2
COM,2016,10.2
COM,2017,10.2
COM,2018,10.2
COM,2019,10.2
COM,2020,33.8
COM,2021,33.8
COM,2022,33.8
COM,2023,33.8
COM,2024,33.7
CPV,2015,2.6
CPV,2016,2.6
CPV,2017,2.9
CPV,2018,2.9
CPV,2019,2.9
CPV,2020,2.9
CPV,2021,2.9
CPV,2022,2.9
CPV,2023,2.9
CPV,2024,17.6
CRI,2015,27.6
CRI,2016,27.6
CRI,2017,27.6
CRI,2018,27.6
CRI,2019,28.3
CRI,2020,28.4
CRI,2021,28.4
CRI,2022,26.6
CRI,2023,26.6
CRI,2024,26.5
CUB,2015,12.4
CUB,2016,16.6
CUB,2017,16.6
CUB,2018,16.6
CUB,2019,16.2
CUB,2020,16.2
CUB,2021,16.2
CUB,2022,16.2
CUB,2023,16.2
CUB,2024,15.6
CUW,2015,15.5
CUW,2016,15.5
CUW,2017,15.5
CUW,2018,15.7
CUW,2019,15.7
CUW,2020,15.7
CUW,2021,15.7
CUW,2022,15.7
CUW,2023,15.7
CUW,2024,16.7
CYM,2015,8.7
CYM,2016,10.8
CYM,2017,10.8
CYM,2018,10.8
CYM,2019,10.8
CYM,2020,10.8
CYM,2021,10.8
CYM,2022,10.8
CYM,2023,10.8
CYM,2024,8.8
CYP,2015,18.4
CYP,2016,18.7
CYP,2017,18.7
CYP,2018,37.4
CYP,2019,38.5
CYP,2020,38.6
CYP,2021,38.7
CYP,2022,38.7
CYP,2023,38.7
CYP,2024,38.6
CZE,2015,21.7
CZE,2016,22.1
CZE,2017,22.2
CZE,2018,22.2
CZE,2019,22.2
CZE,2020,22.2
CZE,2021,22.2
CZE,2022,22.2
CZE,2023,22.2
CZE,2024,21.9
DEU,2015,37.4
DEU,2016,37.8
DEU,2017,37.8
DEU,2018,37.8
DEU,2019,37.4
DEU,2020,37.8
DEU,2021,37.5
DEU,2022,37.6
DEU,2023,37.6
DEU,2024,39.3
DJI,2015,1.6
DJI,2016,1.6
DJI,2017,1.6
DJI,2018,1.6
DJI,2019,1.6
DJI,2020,1.6
DJI,2021,1.6
DJI,2022,1.6
DJI,2023,1.6
DJI,2024,1.6
DMA,2015,22
DMA,2016,22
DMA,2017,22
DMA,2018,22
DMA,2019,22
DMA,2020,22
DMA,2021,22
DMA,2022,22
DMA,2023,22
DMA,2024,21.4
DNK,2015,25.6
DNK,2016,18.1
DNK,2017,26.1
DNK,2018,18.1
DNK,2019,17.2
DNK,2020,17
DNK,2021,17
DNK,2022,17
DNK,2023,17
DNK,2024,15.8
DOM,2015,23
DOM,2016,23
DOM,2017,23
DOM,2018,26.2
DOM,2019,26.2
DOM,2020,26.2
DOM,2021,26.2
DOM,2022,26.4
DOM,2023,26.4
DOM,2024,26.2
DZA,2015,7.5
DZA,2016,7.5
DZA,2017,7.5
DZA,2018,7.5
DZA,2019,7.5
DZA,2020,4.6
DZA,2021,4.6
DZA,2022,4.6
DZA,2023,4.6
DZA,2024,4.7
ECU,2015,20
ECU,2016,20
ECU,2017,20
ECU,2018,21.7
ECU,2019,21.7
ECU,2020,22.4
ECU,2021,23.2
ECU,2022,23.4
ECU,2023,23.5
ECU,2024,23.6
EGY,2015,13.1
EGY,2016,13.1
EGY,2017,13.1
EGY,2018,13.1
EGY,2019,13.1
EGY,2020,13.1
EGY,2021,13.1
EGY,2022,13.1
EGY,2023,13.1
EGY,2024,13.2
ERI,2015,4.9
ERI,2016,4.9
ERI,2017,4.9
ERI,2018,4.9
ERI,2019,4.9
ERI,2020,4.9
ERI,2021,0
ERI,2022,0
ERI,2023,0
ERI,2024,0
ESP,2015,28
ESP,2016,28
ESP,2017,28
ESP,2018,28.1
ESP,2019,28.1
ESP,2020,28.1
ESP,2021,28.1
ESP,2022,28.1
ESP,2023,28.1
ESP,2024,28.1
EST,2015,20.1
EST,2016,20.2
EST,2017,20.2
EST,2018,20.2
EST,2019,20.6
EST,2020,21.2
EST,2021,21.3
EST,2022,21.4
EST,2023,21.4
EST,2024,22
ETH,2015,18.5
ETH,2016,18.5
ETH,2017,18.5
ETH,2018,17.6
ETH,2019,17.6
ETH,2020,16.1
ETH,2021,17
ETH,2022,17
ETH,2023,17
ETH,2024,17
FIN,2015,15
FIN,2016,15
FIN,2017,15
FIN,2018,15
