iso3c,year,value
ABW,2015,100
ABW,2016,100
ABW,2017,100
ABW,2018,100
ABW,2019,100
ABW,2020,100
ABW,2021,100
ABW,2022,99.9
ABW,2023,100
AFG,2015,71.5
AFG,2016,97.7
AFG,2017,97.7
AFG,2018,93.4
AFG,2019,97.7
AFG,2020,97.7
AFG,2021,97.7
AFG,2022,85.3
AFG,2023,85.3
AGO,2015,42
AGO,2016,41.8
AGO,2017,42.9
AGO,2018,45.3
AGO,2019,45.6
AGO,2020,47
AGO,2021,48.2
AGO,2022,48.5
AGO,2023,51.1
ALB,2015,100
ALB,2016,99.9
ALB,2017,99.9
ALB,2018,100
ALB,2019,100
ALB,2020,100
ALB,2021,100
ALB,2022,100
ALB,2023,100
AND,2015,100
AND,2016,100
AND,2017,100
AND,2018,100
AND,2019,100
AND,2020,100
AND,2021,100
AND,2022,100
AND,2023,100
ARE,2015,100
ARE,2016,100
ARE,2017,100
ARE,2018,100
ARE,2019,100
ARE,2020,100
ARE,2021,100
ARE,2022,100
ARE,2023,100
ARG,2015,99.7
ARG,2016,99.9
ARG,2017,100
ARG,2018,100
ARG,2019,100
ARG,2020,100
ARG,2021,100
ARG,2022,100
ARG,2023,100
ARM,2015,100
ARM,2016,99.8
ARM,2017,99.7
ARM,2018,99.9
ARM,2019,100
ARM,2020,100
ARM,2021,100
ARM,2022,100
ARM,2023,100
ATG,2015,100
ATG,2016,100
ATG,2017,100
ATG,2018,100
ATG,2019,100
ATG,2020,100
ATG,2021,100
ATG,2022,100
ATG,2023,100
AUS,2015,100
AUS,2016,100
AUS,2017,100
AUS,2018,100
AUS,2019,100
AUS,2020,100
AUS,2021,100
AUS,2022,100
AUS,2023,100
AUT,2015,100
AUT,2016,100
AUT,2017,100
AUT,2018,100
AUT,2019,100
AUT,2020,100
AUT,2021,100
AUT,2022,100
AUT,2023,100
AZE,2015,100
AZE,2016,100
AZE,2017,100
AZE,2018,100
AZE,2019,100
AZE,2020,100
AZE,2021,100
AZE,2022,100
AZE,2023,100
BDI,2015,7.9
BDI,2016,8.5
BDI,2017,9.3
BDI,2018,9.5
BDI,2019,9.8
BDI,2020,9.1
BDI,2021,10.2
BDI,2022,10.3
BDI,2023,11.6
BEL,2015,100
BEL,2016,100
BEL,2017,100
BEL,2018,100
BEL,2019,100
BEL,2020,100
BEL,2021,100
BEL,2022,100
BEL,2023,100
BEN,2015,29.6
BEN,2016,37
BEN,2017,34.5
BEN,2018,39
BEN,2019,40
BEN,2020,41
BEN,2021,42
BEN,2022,56.5
BEN,2023,57
BFA,2015,16.2
BFA,2016,16.6
BFA,2017,17
BFA,2018,14.4
BFA,2019,17.6
BFA,2020,18.5
BFA,2021,19
BFA,2022,19.5
BFA,2023,21.7
BGD,2015,74
BGD,2016,75.9
BGD,2017,88
BGD,2018,86.9
BGD,2019,92.2
BGD,2020,96.2
BGD,2021,99
BGD,2022,99.4
BGD,2023,99.5
BGR,2015,96.6
BGR,2016,97.3
BGR,2017,98.1
BGR,2018,98.7
BGR,2019,99.2
BGR,2020,99.7
BGR,2021,99.8
BGR,2022,100
BGR,2023,100
BHR,2015,100
BHR,2016,100
BHR,2017,100
BHR,2018,100
BHR,2019,100
BHR,2020,100
BHR,2021,100
BHR,2022,100
BHR,2023,100
