iso3c,year,value
ABW,2015,8.942102434
ABW,2016,9.072253922
ABW,2017,9.042901325
ABW,2018,8.744071332
ABW,2019,9.087722739
ABW,2020,8.48735568
ABW,2021,8.883458227
ABW,2022,8.941576516
ABW,2023,8.949499254
AFG,2015,0.1496493059
AFG,2016,0.1634409214
AFG,2017,0.1674552631
AFG,2018,0.1686577967
AFG,2019,0.1703555417
AFG,2020,0.1662707899
AFG,2021,0.1656752935
AFG,2022,0.1623833918
AFG,2023,0.1685806366
AGO,2015,0.338236676
AGO,2016,0.3462624049
AGO,2017,0.3612513035
AGO,2018,0.4214649542
AGO,2019,0.4300549253
AGO,2020,0.4225357755
AGO,2021,0.4165765461
AGO,2022,0.4387649018
AGO,2023,0.4167077597
ALB,2015,2.506354722
ALB,2016,2.448041956
ALB,2017,2.557562481
ALB,2018,2.624167525
ALB,2019,2.6289486
ALB,2020,2.633439115
ALB,2021,2.943671733
ALB,2022,2.79219998
ALB,2023,2.831046839
AND,2015,7.890653144
AND,2016,8.085922888
AND,2017,7.828450578
AND,2018,7.706420798
AND,2019,7.547794021
AND,2020,6.765572499
AND,2021,6.761778368
AND,2022,6.978106769
AND,2023,6.690610468
ARE,2015,14.17228833
ARE,2016,13.18442857
ARE,2017,13.29265251
ARE,2018,13.29532774
ARE,2019,13.53611335
ARE,2020,13.25339281
ARE,2021,13.94570749
ARE,2022,13.84927836
ARE,2023,14.421763
ARG,2015,3.477262881
ARG,2016,3.480020746
ARG,2017,3.431582645
ARG,2018,3.530543424
ARG,2019,3.391822267
ARG,2020,3.208044793
ARG,2021,3.33931545
ARG,2022,3.379896152
ARG,2023,3.558315541
ARM,2015,2.115551369
ARM,2016,2.067292884
ARM,2017,2.158374909
ARM,2018,2.066689806
ARM,2019,2.199464044
ARM,2020,2.233030324
ARM,2021,2.402044177
ARM,2022,2.544587858
ARM,2023,2.4786493
ASM,2015,2.91183479
ASM,2016,3.086266628
ASM,2017,3.22729035
ASM,2018,3.27139153
