iso3c,year,value
ABW,2015,1.6
ABW,2016,0.7
ABW,2017,2.9
ABW,2018,4.6
ABW,2019,0.7
ABW,2020,0.8
ABW,2021,10.4
ABW,2022,0.1
AGO,2015,7.7
AGO,2016,5.7
AGO,2017,3
AGO,2018,4.6
AGO,2019,3.2
AGO,2020,4.8
AGO,2021,1.5
AGO,2022,4.6
ALB,2015,1.4
ALB,2016,0.3
ALB,2017,1.8
ALB,2018,5.9
ALB,2019,0.7
ALB,2020,0.2
ALB,2021,3.3
ALB,2022,0.6
ARG,2015,5.4
ARG,2016,10.7
ARG,2017,9
ARG,2018,5
ARG,2019,5.8
ARG,2020,7.3
ARG,2021,12.6
ARG,2022,6.6
ASM,2015,0.3
ASM,2016,1.8
ASM,2017,0.6
ASM,2018,3.3
ASM,2019,4.6
ASM,2020,3
ASM,2021,0.8
ASM,2022,0
ATG,2015,1.4
ATG,2016,1
ATG,2017,1.2
ATG,2018,0.1
ATG,2019,0.4
ATG,2020,0.1
ATG,2021,5.8
ATG,2022,1.2
AUS,2015,1.9
AUS,2016,1.6
AUS,2017,2.1
AUS,2018,1.9
AUS,2019,3
AUS,2020,5.1
AUS,2021,3.8
AUS,2022,3.5
AZE,2015,2
AZE,2016,5.2
AZE,2017,6.5
AZE,2018,2.4
AZE,2019,2.5
AZE,2020,3.9
AZE,2021,1.4
AZE,2022,0.3
BEL,2015,2
BEL,2016,2.4
BEL,2017,1.5
BEL,2018,7.1
BEL,2019,0.9
BEL,2021,0.4
BEL,2022,0
BEN,2015,0.6
BEN,2016,2.7
BEN,2017,2.2
BEN,2018,8.1
BEN,2019,3.4
BEN,2020,2.2
BEN,2021,4.2
BEN,2022,3.2
BGD,2015,3.9
BGD,2016,2.5
BGD,2017,3.8
BGD,2018,3.4
BGD,2019,7.5
BGD,2020,10.1
BGD,2021,4.9
BGD,2022,3
BGR,2015,2
BGR,2016,0.4
BGR,2017,0.4
BGR,2018,2.4
BGR,2019,9.3
BGR,2020,2.2
BGR,2021,6.9
BGR,2022,11.1
BHR,2015,0.5
BHR,2016,0.5
BHR,2017,1.6
BHR,2018,0.5
BHR,2019,0.8
BHR,2020,0.5
BHR,2021,0.8
BHR,2022,0.1
BHS,2015,0.7
BHS,2016,0.4
BHS,2017,0.7
BHS,2018,0.3
BHS,2019,0.8
BHS,2020,0.3
BHS,2021,0.3
BHS,2022,0.1
BLZ,2015,2.5
BLZ,2016,1.7
BLZ,2017,2.6
BLZ,2018,2.7
BLZ,2019,1.6
BLZ,2020,4.3
BLZ,2021,2.2
BLZ,2022,2.2
BMU,2015,0
BMU,2016,0
BMU,2017,0.5
BMU,2018,0
BMU,2019,0
BMU,2020,0.2
BMU,2021,1
BMU,2022,0
BRA,2015,1.5
BRA,2016,3.6
BRA,2017,2.3
BRA,2018,0.9
BRA,2019,2.2
BRA,2020,1.7
BRA,2021,1.9
BRA,2022,1.7
BRB,2015,7.6
BRB,2016,20.6
BRB,2017,3.9
BRB,2018,2.8
BRB,2019,4.3
BRB,2020,1.8
BRB,2021,7.5
BRB,2022,18.2
BRN,2015,6.5
BRN,2016,1
BRN,2017,2.5
BRN,2018,6.1
BRN,2019,0.7
BRN,2020,8.9
BRN,2021,3.1
BRN,2022,4
CAN,2015,9.8
CAN,2016,9.8
CAN,2017,10.2
CAN,2018,12.1
CAN,2019,10.6
CAN,2020,12.8
CAN,2021,11.5
CAN,2022,15.6
CHL,2015,7.3
CHL,2016,4.3
CHL,2017,6.3
CHL,2018,8.1
CHL,2019,7.5
CHL,2020,9
CHL,2021,12.1
CHL,2022,8.7
CHN,2015,4.7
CHN,2016,4
CHN,2017,3.2
CHN,2018,2.2
CHN,2019,2.5
CHN,2020,2.8
CHN,2021,1.6
CHN,2022,2.6
CIV,2015,2.3
CIV,2016,3.2
CIV,2017,2.5
CIV,2018,1.6
CIV,2019,9.6
CIV,2020,3.4
CIV,2021,1.4
CIV,2022,2.9
CMR,2015,6.8
CMR,2016,9.2
CMR,2017,11.5
CMR,2018,11.4
CMR,2019,11.4
CMR,2020,11.7
CMR,2021,8.1
CMR,2022,10.1
COD,2015,24.2
COD,2016,9.2
COD,2017,12.6
COD,2018,14.3
COD,2019,9.3
COD,2020,13.7
COD,2021,8.4
COD,2022,14.4
COG,2015,16.7
COG,2016,12.8
COG,2017,13.4
COG,2018,13.9
COG,2019,17.7
COG,2020,17.1
COG,2021,8.8
COG,2022,17.8
COL,2015,2.3
COL,2016,1.1
COL,2017,1.4
COL,2018,1.5
COL,2019,1.5
COL,2020,1.2
COL,2021,1.6
COL,2022,0.9
COM,2015,1.2
COM,2016,0.3
COM,2017,0
COM,2018,0.1
COM,2019,0
COM,2020,0
COM,2021,0
COM,2022,0
CPV,2015,10.5
CPV,2016,3.5
CPV,2017,3.6
CPV,2018,13.2
CPV,2019,2.7
CPV,2020,3.9
CPV,2021,3
CPV,2022,2
CRI,2015,0.5
CRI,2016,2.3
CRI,2017,1.3
CRI,2018,0.6
CRI,2019,0.9
CRI,2020,2
CRI,2021,1.5
CRI,2022,1.3
CUB,2015,0.6
CUB,2016,1.5
CUB,2017,1.8
CUB,2018,2.8
CUB,2019,0.5
CUB,2020,0.6
CUB,2021,0.4
CUB,2022,0.3
CUW,2015,1
CUW,2016,0.3
CUW,2017,3.1
CUW,2018,11.1
CUW,2019,0.4
CUW,2020,0.1
CUW,2021,13
CUW,2022,0.1
CYM,2015,0.1
CYM,2016,0.1
CYM,2017,0.1
CYM,2018,0.1
CYM,2019,0.1
CYM,2020,0.1
CYM,2021,0.2
CYM,2022,0
CYP,2015,0
CYP,2016,0
CYP,2017,0.1
CYP,2018,0.1
CYP,2019,0.2
CYP,2020,0.2
CYP,2021,1.5
CYP,2022,0
DEU,2015,3.1
DEU,2016,1.9
DEU,2017,1.7
DEU,2018,1.5
DEU,2019,1.1
DEU,2020,1.4
DEU,2021,2.4
DEU,2022,1.6
DJI,2015,1.8
DJI,2016,1.1
DJI,2017,2.1
DJI,2018,2.1
DJI,2019,19.2
DJI,2020,4.9
DJI,2021,5.6
DJI,2022,5.9
DMA,2015,7.7
DMA,2016,13.4
DMA,2017,2.8
DMA,2018,1.2
DMA,2019,1.4
DMA,2020,0.9
DMA,2021,4
DMA,2022,5.1
DNK,2015,6.3
DNK,2016,3.1
DNK,2017,3.6
DNK,2018,1.1
DNK,2019,3.6
DNK,2020,3.9
DNK,2021,2.6
DNK,2022,2.8
DOM,2015,0.8
DOM,2016,0.6
DOM,2017,1.4
DOM,2018,1.6
DOM,2019,0.1
DOM,2020,0.3
DOM,2021,3.9
DOM,2022,0.1
DZA,2015,3
DZA,2016,0.4
DZA,2017,0.5
DZA,2018,5.7
DZA,2019,2.3
DZA,2020,2.2
DZA,2021,2.7
DZA,2022,0.2
ECU,2015,1.5
ECU,2016,3.2
ECU,2017,1.8
ECU,2018,1.6
ECU,2019,1.5
ECU,2020,3.8
ECU,2021,1.3
ECU,2022,1.1
EGY,2015,0.9
EGY,2016,0.5
EGY,2017,0.3
EGY,2018,0.3
EGY,2019,0.5
EGY,2020,0.8
EGY,2021,1.4
EGY,2022,0.3
ERI,2015,6.2
ERI,2016,0.8
ERI,2017,1.6
ERI,2018,1.6
ERI,2019,2.3
ERI,2020,3.1
