iso3c,year,value
ABW,2015,27458
ABW,2016,27587
ABW,2017,28549
ABW,2018,29419
ABW,2019,29699
ABW,2020,22730
ABW,2021,26293
ABW,2022,29195
ABW,2023,31431
ABW,2024,33374
AFG,2015,566
AFG,2016,564
AFG,2017,563
AFG,2018,553
AFG,2019,558
AFG,2020,528
AFG,2021,409
AFG,2022,378
AFG,2023,378
AGO,2015,3642
AGO,2016,3454
AGO,2017,3329
AGO,2018,3197
AGO,2019,3084
AGO,2020,2864
AGO,2021,2833
AGO,2022,2861
AGO,2023,2809
AGO,2024,2845
ALB,2015,4200
ALB,2016,4432
ALB,2017,4648
ALB,2018,4894
ALB,2019,5072
ALB,2020,4981
ALB,2021,5512
ALB,2022,5868
ALB,2023,6198
ALB,2024,6549
AND,2015,38655
AND,2016,40085
AND,2017,39361
AND,2018,39242
AND,2019,39346
AND,2020,34537
AND,2021,36929
AND,2022,39780
AND,2023,40227
AND,2024,41035
ARE,2015,44910
ARE,2016,45168
ARE,2017,43293
ARE,2018,43378
ARE,2019,43468
ARE,2020,39878
ARE,2021,40936
ARE,2022,41829
ARE,2023,41927
ARE,2024,41605
ARG,2015,13680
ARG,2016,13266
ARG,2017,13520
ARG,2018,13058
ARG,2019,12706
ARG,2020,11393
ARG,2021,12549
ARG,2022,13277
ARG,2023,12993
ARG,2024,12774
ARM,2015,3512
ARM,2016,3534
ARM,2017,3815
ARM,2018,4028
ARM,2019,4343
ARM,2020,4032
ARM,2021,4265
ARM,2022,4791
ARM,2023,5197
ARM,2024,5378
ASM,2015,12727
ASM,2016,12665
ASM,2017,11931
ASM,2018,12413
ASM,2019,12524
ASM,2020,13194
ASM,2021,13234
ASM,2022,13709
ATG,2015,16078
ATG,2016,16636
ATG,2017,16993
ATG,2018,18042
ATG,2019,18525
ATG,2020,14951
ATG,2021,16085
ATG,2022,17457
ATG,2023,17789
ATG,2024,18350
AUS,2015,56970
AUS,2016,57633
AUS,2017,57992
AUS,2018,58773
AUS,2019,59181
AUS,2020,58378
AUS,2021,59466
AUS,2022,61200
AUS,2023,61869
AUS,2024,61481
AUT,2015,43915
AUT,2016,44363
AUT,2017,45057
AUT,2018,45952
AUT,2019,46551
AUT,2020,43429
AUT,2021,45369
AUT,2022,47332
AUT,2023,46498
AUT,2024,45959
AZE,2015,5501
AZE,2016,5273
AZE,2017,5229
AZE,2018,5262
AZE,2019,5347
AZE,2020,5088
AZE,2021,5350
AZE,2022,5600
AZE,2023,5669
AZE,2024,5871
BDI,2015,254
BDI,2016,258
BDI,2017,262
BDI,2018,268
BDI,2019,270
BDI,2020,263
BDI,2021,265
BDI,2022,264
BDI,2023,265
BDI,2024,269
BEL,2015,40894
BEL,2016,41173
BEL,2017,41619
BEL,2018,42208
BEL,2019,43006
BEL,2020,40769
BEL,2021,43141
BEL,2022,44487
BEL,2023,44866
BEL,2024,45046
BEN,2015,1002
BEN,2016,1006
BEN,2017,1033
BEN,2018,1072
BEN,2019,1114
BEN,2020,1127
BEN,2021,1176
BEN,2022,1218
BEN,2023,1264
BEN,2024,1325
BFA,2015,630
BFA,2016,648
BFA,2017,669
BFA,2018,694
BFA,2019,717
BFA,2020,714
BFA,2021,745
BFA,2022,740
BFA,2023,745
BFA,2024,764
BGD,2015,1224
