iso3c,year,value
AFG,2015,72.4
AFG,2016,70
AFG,2017,67.6
AFG,2018,65.4
AFG,2019,63.3
AFG,2020,61.3
AFG,2021,59.3
AFG,2022,57.4
AFG,2023,55.5
AGO,2015,88.2
AGO,2016,84.1
AGO,2017,80.5
AGO,2018,77.3
AGO,2019,74.4
AGO,2020,71.6
AGO,2021,69
AGO,2022,66.4
AGO,2023,64
ALB,2015,9.6
ALB,2016,9.4
ALB,2017,9.3
ALB,2018,9.3
ALB,2019,9.4
ALB,2020,9.4
ALB,2021,9.5
ALB,2022,9.4
ALB,2023,9.4
AND,2015,3.5
AND,2016,3.4
AND,2017,3.2
AND,2018,3.1
AND,2019,3
AND,2020,2.9
AND,2021,2.8
AND,2022,2.7
AND,2023,2.6
ARE,2015,7.7
ARE,2016,7.3
ARE,2017,7
ARE,2018,6.7
ARE,2019,6.3
ARE,2020,6
ARE,2021,5.6
ARE,2022,5.3
ARE,2023,5
ARG,2015,11.7
ARG,2016,11.4
ARG,2017,11
ARG,2018,10.7
ARG,2019,10.5
ARG,2020,10.3
ARG,2021,10
ARG,2022,9.8
ARG,2023,9.6
ARM,2015,14.6
ARM,2016,14
ARM,2017,13.3
ARM,2018,12.7
ARM,2019,12.1
ARM,2020,11.6
ARM,2021,11
ARM,2022,10.5
ARM,2023,10
ATG,2015,11
ATG,2016,10.8
ATG,2017,10.6
ATG,2018,10.5
ATG,2019,10.3
ATG,2020,10.1
ATG,2021,9.8
ATG,2022,9.6
ATG,2023,9.3
AUS,2015,3.9
AUS,2016,3.8
AUS,2017,3.8
AUS,2018,3.8
AUS,2019,3.8
AUS,2020,3.8
AUS,2021,3.7
AUS,2022,3.7
AUS,2023,3.7
AUT,2015,3.7
AUT,2016,3.6
AUT,2017,3.6
AUT,2018,3.5
AUT,2019,3.5
AUT,2020,3.4
AUT,2021,3.3
AUT,2022,3.2
AUT,2023,3.1
AZE,2015,27.8
AZE,2016,26.3
AZE,2017,24.9
AZE,2018,23.6
AZE,2019,22.4
AZE,2020,21.3
AZE,2021,20.4
AZE,2022,19.4
AZE,2023,18.6
BDI,2015,67.6
BDI,2016,64.4
BDI,2017,61.5
BDI,2018,59
BDI,2019,56.7
BDI,2020,54.6
BDI,2021,52.6
BDI,2022,50.8
BDI,2023,49.2
BEL,2015,4.1
BEL,2016,4.1
BEL,2017,4
BEL,2018,4
BEL,2019,3.9
BEL,2020,3.9
BEL,2021,3.8
BEL,2022,3.7
BEL,2023,3.6
BEN,2015,97.1
BEN,2016,95
BEN,2017,92.7
BEN,2018,90.5
BEN,2019,88
BEN,2020,85.5
BEN,2021,83.1
BEN,2022,80.4
BEN,2023,77.9
BFA,2015,101.1
BFA,2016,97.7
BFA,2017,94.3
BFA,2018,91.2
BFA,2019,88.2
BFA,2020,85.3
BFA,2021,82.5
BFA,2022,79.9
BFA,2023,77.3
BGD,2015,38.8
BGD,2016,36.9
BGD,2017,35.2
BGD,2018,33.7
BGD,2019,32.4
BGD,2020,31.5
BGD,2021,31
BGD,2022,30.7
BGD,2023,30.6
BGR,2015,8.2
BGR,2016,7.7
BGR,2017,7.3
BGR,2018,7
BGR,2019,6.7
BGR,2020,6.5
BGR,2021,6.3
BGR,2022,6.2
BGR,2023,6.1
BHR,2015,7.7
BHR,2016,7.6
BHR,2017,7.7
BHR,2018,7.7
BHR,2019,7.8
BHR,2020,8
BHR,2021,8.2
BHR,2022,8.4
BHR,2023,8.6
BHS,2015,13.9
BHS,2016,13.8
BHS,2017,13.6
BHS,2018,13.5
BHS,2019,23.5
BHS,2020,13.3
BHS,2021,13.1
BHS,2022,12.9
BHS,2023,12.7
BIH,2015,6.7
BIH,2016,6.8
BIH,2017,6.8
BIH,2018,6.8
BIH,2019,6.7
BIH,2020,6.6
BIH,2021,6.4
BIH,2022,6.2
BIH,2023,6
BLR,2015,4.1
BLR,2016,3.9
BLR,2017,3.6
BLR,2018,3.4
BLR,2019,3.1
BLR,2020,2.9
BLR,2021,2.7
BLR,2022,2.6
BLR,2023,2.4
BLZ,2015,15.6
BLZ,2016,15
BLZ,2017,14.4
BLZ,2018,13.9
BLZ,2019,13.5
BLZ,2020,13.2
